pair_id,base_id,template,op_family,split,variant,bound_value,bound_answer,other_answer,logp_bound,logp_other,logit_diff,correct,argmax_token_id,argmax_is_bound_answer,both_counterfactuals_correct
base_0018_threshold,base_0018,global_shadow,threshold,calib,target,5,1,0,-0.6092535257339478,-0.7967535257339478,0.1875,True,16,True,False
base_0019_affine,base_0019,call_frame,affine,calib,source,2,5,6,-0.6330364346504211,-2.2267863750457764,1.5937499403953552,True,20,True,False
base_0019_affine,base_0019,call_frame,affine,calib,target,3,6,5,-2.5612120628356934,-0.5612120032310486,-2.0000000596046448,False,20,False,False
base_0019_threshold,base_0019,call_frame,threshold,calib,source,2,0,1,-0.8122937083244324,-0.7497937083244324,-0.0625,False,16,False,False
base_0019_threshold,base_0019,call_frame,threshold,calib,target,3,1,0,-0.6536394357681274,-0.8411394357681274,0.1875,True,16,True,False
base_0020_affine,base_0020,padded_shadow,affine,test,source,3,7,9,-1.1375677585601807,-2.5438177585601807,1.40625,True,22,True,False
base_0020_affine,base_0020,padded_shadow,affine,test,target,5,9,7,-2.3290061950683594,-1.0165061950683594,-1.3125,False,22,False,False
base_0020_threshold,base_0020,padded_shadow,threshold,test,source,3,0,1,-0.7290890216827393,-0.7290890216827393,0.0,False,15,True,False
base_0020_threshold,base_0020,padded_shadow,threshold,test,target,5,1,0,-0.6998831629753113,-0.7311331629753113,0.03125,True,16,True,False
base_0021_affine,base_0021,global_shadow,affine,test,source,5,8,7,-0.9872804880142212,-2.4560303688049316,1.4687498807907104,True,23,True,False
base_0021_affine,base_0021,global_shadow,affine,test,target,4,7,8,-2.0603432655334473,-1.6228433847427368,-0.43749988079071045,False,20,False,False
base_0021_threshold,base_0021,global_shadow,threshold,test,source,5,1,0,-0.8074266910552979,-0.6199266910552979,-0.1875,False,15,False,False
base_0021_threshold,base_0021,global_shadow,threshold,test,target,4,0,1,-0.7690964937210083,-0.6440964937210083,-0.125,False,16,False,False
base_0022_affine,base_0022,call_frame,affine,test,source,2,3,5,-1.3878395557403564,-0.8565895557403564,-0.53125,False,20,False,False
base_0022_affine,base_0022,call_frame,affine,test,target,4,5,3,-1.325711727142334,-0.856961727142334,-0.46875,False,18,False,False
base_0022_threshold,base_0022,call_frame,threshold,test,source,2,0,1,-0.7793930768966675,-0.7168930768966675,-0.0625,False,16,False,False
base_0022_threshold,base_0022,call_frame,threshold,test,target,4,1,0,-0.6474008560180664,-0.8036508560180664,0.15625,True,16,True,False
base_0023_affine,base_0023,padded_shadow,affine,test,source,7,8,3,-0.9767115116119385,-4.039211273193359,3.062499761581421,True,23,True,False
base_0023_affine,base_0023,padded_shadow,affine,test,target,2,3,8,-2.040900230407715,-1.6034001111984253,-0.43750011920928955,False,23,False,False
base_0023_threshold,base_0023,padded_shadow,threshold,test,source,7,1,0,-0.6815018057823181,-0.7752518057823181,0.09375,True,16,True,False
base_0023_threshold,base_0023,padded_shadow,threshold,test,target,2,0,1,-0.8508132696151733,-0.6008132696151733,-0.25,False,16,False,False
base_0024_affine,base_0024,global_shadow,affine,calib,source,7,8,6,-0.7576687932014465,-1.8514187335968018,1.0937499403953552,True,23,True,True
base_0024_affine,base_0024,global_shadow,affine,calib,target,5,6,8,-0.4353795051574707,-2.0291295051574707,1.59375,True,21,True,True
base_0024_threshold,base_0024,global_shadow,threshold,calib,source,7,1,0,-0.6992514729499817,-0.6992514729499817,0.0,False,15,False,False
base_0024_threshold,base_0024,global_shadow,threshold,calib,target,5,0,1,-0.6678245067596436,-0.7303245067596436,0.0625,True,15,True,False
base_0025_affine,base_0025,call_frame,affine,test,source,3,6,8,-1.8115736246109009,-0.9990736246109009,-0.8125,False,23,False,False
base_0025_affine,base_0025,call_frame,affine,test,target,5,8,6,-0.756840169429779,-2.522465229034424,1.7656250596046448,True,23,True,False
base_0025_threshold,base_0025,call_frame,threshold,test,source,3,0,1,-0.7941252589225769,-0.6378752589225769,-0.15625,False,16,False,False
base_0025_threshold,base_0025,call_frame,threshold,test,target,5,1,0,-0.7042295932769775,-0.7042295932769775,0.0,False,15,False,False
base_0026_affine,base_0026,padded_shadow,affine,test,source,5,6,8,-1.0984338521957397,-2.5359339714050293,1.4375001192092896,True,21,True,False
base_0026_affine,base_0026,padded_shadow,affine,test,target,7,8,6,-2.2698893547058105,-1.269889235496521,-1.0000001192092896,False,22,False,False
base_0026_threshold,base_0026,padded_shadow,threshold,test,source,5,0,1,-0.7649998664855957,-0.7024998664855957,-0.0625,False,16,False,False
base_0026_threshold,base_0026,padded_shadow,threshold,test,target,7,1,0,-0.6669023633003235,-0.7919023633003235,0.125,True,16,True,False
base_0027_affine,base_0027,global_shadow,affine,test,source,3,4,8,-0.6370018720626831,-4.043251991271973,3.4062501192092896,True,19,True,True
base_0027_affine,base_0027,global_shadow,affine,test,target,7,8,4,-0.7499282956123352,-1.5624282360076904,0.8124999403953552,True,23,True,True
base_0027_threshold,base_0027,global_shadow,threshold,test,source,3,0,1,-0.5375852584838867,-0.9438352584838867,0.40625,True,15,True,False
base_0027_threshold,base_0027,global_shadow,threshold,test,target,7,1,0,-0.9407225847244263,-0.5032225847244263,-0.4375,False,15,False,False
base_0028_affine,base_0028,call_frame,affine,test,source,4,6,7,-1.304403305053711,-0.9919033050537109,-0.3125,False,22,False,False
base_0028_affine,base_0028,call_frame,affine,test,target,5,7,6,-1.2412190437316895,-1.2412190437316895,0.0,False,21,False,False
base_0028_threshold,base_0028,call_frame,threshold,test,source,4,0,1,-0.720474362373352,-0.782974362373352,0.0625,True,15,True,True
base_0028_threshold,base_0028,call_frame,threshold,test,target,5,1,0,-0.7081083655357361,-0.7706083655357361,0.0625,True,16,True,True
base_0029_affine,base_0029,padded_shadow,affine,calib,source,7,9,8,-1.5301563739776611,-2.123906373977661,0.59375,True,16,False,False
base_0029_affine,base_0029,padded_shadow,affine,calib,target,6,8,9,-1.9702486991882324,-1.5639986991882324,-0.40625,False,16,False,False
base_0029_threshold,base_0029,padded_shadow,threshold,calib,source,7,1,0,-0.7332844138145447,-0.7020344138145447,-0.03125,False,15,False,False
base_0029_threshold,base_0029,padded_shadow,threshold,calib,target,6,0,1,-0.7566196322441101,-0.6628696322441101,-0.09375,False,16,False,False
base_0030_affine,base_0030,global_shadow,affine,calib,source,5,6,3,-0.6380792856216431,-3.7318291664123535,3.0937498807907104,True,21,True,True
base_0030_affine,base_0030,global_shadow,affine,calib,target,2,3,6,-0.7394899725914001,-2.364490032196045,1.6250000596046448,True,18,True,True
base_0030_threshold,base_0030,global_shadow,threshold,calib,source,5,1,0,-0.7454599738121033,-0.6829599738121033,-0.0625,False,15,False,False
base_0030_threshold,base_0030,global_shadow,threshold,calib,target,2,0,1,-0.6188437938690186,-0.7907187938690186,0.171875,True,15,True,False
base_0031_affine,base_0031,call_frame,affine,calib,source,5,8,7,-1.010441541671753,-2.385441541671753,1.375,True,23,True,False
base_0031_affine,base_0031,call_frame,affine,calib,target,4,7,8,-2.4181926250457764,-0.8244425654411316,-1.5937500596046448,False,23,False,False
base_0031_threshold,base_0031,call_frame,threshold,calib,source,5,1,0,-0.6903069019317627,-0.7840569019317627,0.09375,True,16,True,False
base_0031_threshold,base_0031,call_frame,threshold,calib,target,4,0,1,-0.8935596942901611,-0.5498096942901611,-0.34375,False,16,False,False
base_0032_affine,base_0032,padded_shadow,affine,calib,source,2,5,9,-1.7717998027801514,-2.3967998027801514,0.625,True,22,False,False
base_0032_affine,base_0032,padded_shadow,affine,calib,target,6,9,5,-2.206904649734497,-1.644404649734497,-0.5625,False,20,False,False
base_0032_threshold,base_0032,padded_shadow,threshold,calib,source,2,0,1,-0.7810205221176147,-0.7497705221176147,-0.03125,False,16,False,False
base_0032_threshold,base_0032,padded_shadow,threshold,calib,target,6,1,0,-0.6477985978126526,-0.8352985978126526,0.1875,True,16,True,False
base_0033_affine,base_0033,global_shadow,affine,test,source,6,8,9,-0.9566011428833008,-2.237851142883301,1.28125,True,23,True,False
base_0033_affine,base_0033,global_shadow,affine,test,target,7,9,8,-2.5292177200317383,-1.9198426008224487,-0.6093751192092896,False,22,False,False
base_0033_threshold,base_0033,global_shadow,threshold,test,source,6,0,1,-0.6173416376113892,-0.8048416376113892,0.1875,True,15,True,False
base_0033_threshold,base_0033,global_shadow,threshold,test,target,7,1,0,-0.8311511874198914,-0.5811511874198914,-0.25,False,15,False,False
base_0034_affine,base_0034,call_frame,affine,test,source,2,3,7,-1.044832706451416,-1.544832706451416,0.5,True,18,True,True
base_0034_affine,base_0034,call_frame,affine,test,target,6,7,3,-0.9912372827529907,-1.3662372827529907,0.375,True,22,True,True
base_0034_threshold,base_0034,call_frame,threshold,test,source,2,0,1,-0.8200232982635498,-0.7262732982635498,-0.09375,False,16,False,False
base_0034_threshold,base_0034,call_frame,threshold,test,target,6,1,0,-0.6763099431991577,-0.7700599431991577,0.09375,True,16,True,False
base_0035_affine,base_0035,padded_shadow,affine,calib,source,6,8,9,-1.737558364868164,-1.987558364868164,0.25,True,16,False,False
base_0035_affine,base_0035,padded_shadow,affine,calib,target,7,9,8,-2.1433634757995605,-1.58086359500885,-0.5624998807907104,False,22,False,False
base_0035_threshold,base_0035,padded_shadow,threshold,calib,source,6,0,1,-0.6596214771270752,-0.7846214771270752,0.125,True,15,True,False
base_0035_threshold,base_0035,padded_shadow,threshold,calib,target,7,1,0,-0.7417970299720764,-0.6792970299720764,-0.0625,False,15,False,False
base_0036_affine,base_0036,global_shadow,affine,calib,source,4,5,8,-0.9128385782241821,-2.8815884590148926,1.9687498807907104,True,20,True,True
base_0036_affine,base_0036,global_shadow,affine,calib,target,7,8,5,-1.9994351863861084,-2.4056851863861084,0.40625,True,22,False,True
base_0036_threshold,base_0036,global_shadow,threshold,calib,source,4,0,1,-0.6189439296722412,-0.8064439296722412,0.1875,True,15,True,False
base_0036_threshold,base_0036,global_shadow,threshold,calib,target,7,1,0,-0.9035660028457642,-0.5285660028457642,-0.375,False,15,False,False
base_0037_affine,base_0037,call_frame,affine,test,source,5,9,7,-3.0580177307128906,-2.0892677307128906,-0.96875,False,20,False,False
base_0037_affine,base_0037,call_frame,affine,test,target,3,7,9,-1.9117918014526367,-4.349291801452637,2.4375,True,20,False,False
base_0037_threshold,base_0037,call_frame,threshold,test,source,5,1,0,-0.9250889420509338,-0.6438389420509338,-0.28125,False,15,False,False
base_0037_threshold,base_0037,call_frame,threshold,test,target,3,0,1,-0.651717483997345,-0.776717483997345,0.125,True,15,True,False
base_0038_affine,base_0038,padded_shadow,affine,test,source,5,7,8,-2.169147491455078,-2.512897491455078,0.34375,True,16,False,False
base_0038_affine,base_0038,padded_shadow,affine,test,target,6,8,7,-2.141826629638672,-1.7043266296386719,-0.4375,False,22,False,False
base_0038_threshold,base_0038,padded_shadow,threshold,test,source,5,0,1,-0.654442548751831,-0.810692548751831,0.15625,True,15,True,False
base_0038_threshold,base_0038,padded_shadow,threshold,test,target,6,1,0,-0.7166165709495544,-0.7166165709495544,0.0,False,15,False,False
base_0039_affine,base_0039,global_shadow,affine,test,source,2,5,7,-1.3857653141021729,-1.4170153141021729,0.03125,True,20,True,False
base_0039_affine,base_0039,global_shadow,affine,test,target,3,7,5,-1.2604131698608398,-0.6041631698608398,-0.65625,False,20,False,False
base_0039_threshold,base_0039,global_shadow,threshold,test,source,2,0,1,-0.8353299498558044,-0.6165799498558044,-0.21875,False,16,False,False
base_0039_threshold,base_0039,global_shadow,threshold,test,target,3,1,0,-0.6597609519958496,-0.7535109519958496,0.09375,True,16,True,False
base_0040_affine,base_0040,call_frame,affine,test,source,7,8,5,-0.7485520243644714,-2.373552083969116,1.6250000596046448,True,23,True,False
base_0040_affine,base_0040,call_frame,affine,test,target,4,5,8,-1.502008080482483,-1.470758080482483,-0.03125,False,23,False,False
base_0040_threshold,base_0040,call_frame,threshold,test,source,7,1,0,-0.7159027457237244,-0.8409027457237244,0.125,True,16,True,False
base_0040_threshold,base_0040,call_frame,threshold,test,target,4,0,1,-0.7477923035621643,-0.6852923035621643,-0.0625,False,16,False,False
base_0041_affine,base_0041,padded_shadow,affine,test,source,4,5,3,-1.8492341041564941,-3.567984104156494,1.71875,True,22,False,False
base_0041_affine,base_0041,padded_shadow,affine,test,target,2,3,5,-2.429257392883301,-1.7730072736740112,-0.6562501192092896,False,22,False,False
base_0041_threshold,base_0041,padded_shadow,threshold,test,source,4,1,0,-0.7583130598068237,-0.6645630598068237,-0.09375,False,15,False,False
base_0041_threshold,base_0041,padded_shadow,threshold,test,target,2,0,1,-0.7401254177093506,-0.6776254177093506,-0.0625,False,16,False,False
base_0042_affine,base_0042,global_shadow,affine,test,source,3,7,9,-1.1044631004333496,-2.9482131004333496,1.84375,True,22,True,False
base_0042_affine,base_0042,global_shadow,affine,test,target,4,9,7,-2.410665988922119,-0.9419161081314087,-1.4687498807907104,False,22,False,False
base_0042_threshold,base_0042,global_shadow,threshold,test,source,3,0,1,-0.6070233583450317,-0.8570233583450317,0.25,True,15,True,True
base_0042_threshold,base_0042,global_shadow,threshold,test,target,4,1,0,-0.6867294311523438,-0.7179794311523438,0.03125,True,16,True,True
base_0043_affine,base_0043,call_frame,affine,test,source,7,8,6,-1.004266619682312,-1.254266619682312,0.25,True,23,True,True
base_0043_affine,base_0043,call_frame,affine,test,target,5,6,8,-0.43493521213531494,-2.5599350929260254,2.1249998807907104,True,21,True,True
base_0043_threshold,base_0043,call_frame,threshold,test,source,7,1,0,-0.5785242915153503,-0.9222742915153503,0.34375,True,16,True,False
base_0043_threshold,base_0043,call_frame,threshold,test,target,5,0,1,-0.95195072889328,-0.51445072889328,-0.4375,False,16,False,False
base_0044_affine,base_0044,padded_shadow,affine,test,source,3,7,9,-1.4931790828704834,-1.6806790828704834,0.1875,True,22,True,False
base_0044_affine,base_0044,padded_shadow,affine,test,target,5,9,7,-1.4513576030731201,-1.3888576030731201,-0.0625,False,22,False,False
base_0044_threshold,base_0044,padded_shadow,threshold,test,source,3,0,1,-0.784301221370697,-0.659301221370697,-0.125,False,16,False,False
base_0044_threshold,base_0044,padded_shadow,threshold,test,target,5,1,0,-0.5575320720672607,-0.9012820720672607,0.34375,True,16,True,False
base_0045_affine,base_0045,global_shadow,affine,test,source,2,5,9,-1.852990746498108,-3.2279906272888184,1.3749998807907104,True,21,False,False
base_0045_affine,base_0045,global_shadow,affine,test,target,4,9,5,-2.641404151916504,-1.7039042711257935,-0.9374998807907104,False,16,False,False
base_0045_threshold,base_0045,global_shadow,threshold,test,source,2,0,1,-0.6798107624053955,-0.8048107624053955,0.125,True,15,True,False
base_0045_threshold,base_0045,global_shadow,threshold,test,target,4,1,0,-0.7533555626869202,-0.6596055626869202,-0.09375,False,15,False,False
base_0046_affine,base_0046,call_frame,affine,calib,source,4,5,8,-1.3336108922958374,-1.7711108922958374,0.4375,True,20,True,True
base_0046_affine,base_0046,call_frame,affine,calib,target,7,8,5,-1.3144112825393677,-2.564411163330078,1.2499998807907104,True,22,False,True
base_0046_threshold,base_0046,call_frame,threshold,calib,source,4,0,1,-0.8111448287963867,-0.6548948287963867,-0.15625,False,16,False,False
base_0046_threshold,base_0046,call_frame,threshold,calib,target,7,1,0,-0.6223429441452026,-0.8410929441452026,0.21875,True,16,True,False
base_0047_affine,base_0047,padded_shadow,affine,test,source,6,8,7,-1.2630218267440796,-1.8880218267440796,0.625,True,23,True,False
base_0047_affine,base_0047,padded_shadow,affine,test,target,5,7,8,-1.716529130935669,-1.310279130935669,-0.40625,False,23,False,False
base_0047_threshold,base_0047,padded_shadow,threshold,test,source,6,1,0,-0.6899800896644592,-0.7524800896644592,0.0625,True,16,True,False
base_0047_threshold,base_0047,padded_shadow,threshold,test,target,5,0,1,-0.7961859107017517,-0.6399359107017517,-0.15625,False,16,False,False
base_0048_affine,base_0048,global_shadow,affine,test,source,5,8,6,-0.5714482069015503,-2.97769832611084,2.4062501192092896,True,23,True,False
base_0048_affine,base_0048,global_shadow,affine,test,target,3,6,8,-2.1807076930999756,-0.7744577527046204,-1.4062499403953552,False,23,False,False
base_0048_threshold,base_0048,global_shadow,threshold,test,source,5,1,0,-0.8895137906074524,-0.5613887906074524,-0.328125,False,15,False,False
base_0048_threshold,base_0048,global_shadow,threshold,test,target,3,0,1,-0.6950804591178894,-0.7107054591178894,0.015625,True,15,True,False
base_0049_affine,base_0049,call_frame,affine,calib,source,5,6,4,-0.5941562056541443,-1.625406265258789,1.0312500596046448,True,21,True,True
base_0049_affine,base_0049,call_frame,affine,calib,target,3,4,6,-0.4437985122203827,-1.912548542022705,1.4687500298023224,True,19,True,True
base_0049_threshold,base_0049,call_frame,threshold,calib,source,5,1,0,-0.7436661720275879,-0.7436661720275879,0.0,False,15,False,False
base_0049_threshold,base_0049,call_frame,threshold,calib,target,3,0,1,-0.8273676037788391,-0.6086176037788391,-0.21875,False,16,False,False
base_0050_affine,base_0050,padded_shadow,affine,test,source,2,6,8,-3.251199722290039,-2.657449722290039,-0.59375,False,16,False,False
base_0050_affine,base_0050,padded_shadow,affine,test,target,3,8,6,-3.1782031059265137,-3.7094531059265137,0.53125,True,16,False,False
base_0050_threshold,base_0050,padded_shadow,threshold,test,source,2,0,1,-0.7761769890785217,-0.7761769890785217,0.0,False,15,True,False
base_0050_threshold,base_0050,padded_shadow,threshold,test,target,3,1,0,-0.673750638961792,-0.830000638961792,0.15625,True,16,True,False
base_0051_affine,base_0051,global_shadow,affine,test,source,5,8,9,-0.7657384276390076,-2.8282384872436523,2.0625000596046448,True,23,True,False
base_0051_affine,base_0051,global_shadow,affine,test,target,6,9,8,-2.849277973175049,-0.9742780923843384,-1.8749998807907104,False,21,False,False
