pair_id,base_id,op_family,split,variant,answer_correct,logp_correct,logp_other,logit_diff,correct,argmax_token,argmax_is_correct,gates_required,gate_override,gate_override_reason
base_0002_mod,base_0002,mod,test,base,1,-1.5518654584884644,-1.6143654584884644,0.0625,1,16,1,G0,False,
base_0002_mod,base_0002,mod,test,counter,2,-1.743155598640442,-1.555655598640442,-0.1875,0,16,0,G0,False,
base_0003_add,base_0003,add,test,base,9,-3.080575466156006,-1.7368253469467163,-1.3437501192092896,0,21,0,G0,False,
base_0003_add,base_0003,add,test,counter,7,-2.2165253162384033,-3.7790253162384033,1.5625,1,20,0,G0,False,
base_0003_double_sub,base_0003,double_sub,test,base,7,-2.823756217956543,-2.386256217956543,-0.4375,0,16,0,G0,False,
base_0003_double_sub,base_0003,double_sub,test,counter,3,-2.498687267303467,-3.123687267303467,0.625,1,16,0,G0,False,
base_0003_mod,base_0003,mod,test,base,3,-1.2433135509490967,-1.4933135509490967,0.25,1,18,1,G0,False,
base_0003_mod,base_0003,mod,test,counter,1,-1.8612949848175049,-0.9237949848175049,-0.9375,0,18,0,G0,False,
base_0004_add,base_0004,add,test,base,7,-1.7010174989700317,-3.263517379760742,1.5624998807907104,1,20,0,G0,False,
base_0004_add,base_0004,add,test,counter,9,-2.8052148818969727,-1.930214762687683,-0.8750001192092896,0,20,0,G0,False,
base_0004_sub_from,base_0004,sub_from,test,base,3,-2.79440975189209,-2.10690975189209,-0.6875,0,24,0,G0,False,
base_0004_sub_from,base_0004,sub_from,test,counter,1,-2.4722039699554443,-3.0034539699554443,0.53125,1,24,0,G0,False,
base_0004_double_sub,base_0004,double_sub,test,base,3,-2.5882062911987305,-2.7757062911987305,0.1875,1,16,0,G0,False,
base_0004_double_sub,base_0004,double_sub,test,counter,7,-2.768761396408081,-2.612511396408081,-0.15625,0,16,0,G0,False,
base_0004_mod,base_0004,mod,test,base,1,-1.4681655168533325,-1.3431655168533325,-0.125,0,18,0,G0,False,
base_0004_mod,base_0004,mod,test,counter,3,-1.7521770000457764,-1.4709270000457764,-0.28125,0,19,0,G0,False,
base_0005_add,base_0005,add,test,base,9,-2.5837111473083496,-1.67746102809906,-0.9062501192092896,0,20,0,G0,False,
base_0005_add,base_0005,add,test,counter,7,-1.8725051879882812,-3.4037551879882812,1.53125,1,21,0,G0,False,
base_0005_sub_from,base_0005,sub_from,test,base,1,-1.9652429819107056,-2.683992862701416,0.7187498807907104,1,19,0,G0,False,
base_0005_sub_from,base_0005,sub_from,test,counter,3,-2.237787961959839,-2.081537961959839,-0.15625,0,20,0,G0,False,
base_0005_double_sub,base_0005,double_sub,test,base,7,-2.724092483520508,-2.599092483520508,-0.125,0,16,0,G0,False,
base_0005_double_sub,base_0005,double_sub,test,counter,3,-2.5582096576690674,-2.9332096576690674,0.375,1,16,0,G0,False,
base_0005_mod,base_0005,mod,test,base,3,-2.196382999420166,-1.5713828802108765,-0.6250001192092896,0,15,0,G0,False,
base_0005_mod,base_0005,mod,test,counter,1,-1.676931381225586,-1.239431381225586,-0.4375,0,18,0,G0,False,
base_0006_add,base_0006,add,test,base,9,-2.842348575592041,-2.092348575592041,-0.75,0,21,0,G0,False,
base_0006_add,base_0006,add,test,counter,8,-2.1135330200195312,-2.7385330200195312,0.625,1,22,0,G0,False,
base_0006_sub_from,base_0006,sub_from,test,base,1,-2.370932102203369,-2.245932102203369,-0.125,0,19,0,G0,False,
base_0006_sub_from,base_0006,sub_from,test,counter,2,-2.6233725547790527,-2.1233725547790527,-0.5,0,20,0,G0,False,
base_0006_mod,base_0006,mod,test,base,1,-1.293811559677124,-1.168811559677124,-0.125,0,15,0,G0,False,
base_0006_mod,base_0006,mod,test,counter,0,-0.9578160047531128,-1.3640660047531128,0.40625,1,15,1,G0,False,
base_0007_sub_from,base_0007,sub_from,calib,base,1,-2.1548614501953125,-2.3423614501953125,0.1875,1,20,0,G0,False,
base_0007_sub_from,base_0007,sub_from,calib,counter,3,-2.324958562850952,-2.168708562850952,-0.15625,0,20,0,G0,False,
base_0007_double_sub,base_0007,double_sub,calib,base,7,-2.7227659225463867,-2.4102659225463867,-0.3125,0,16,0,G0,False,
base_0007_double_sub,base_0007,double_sub,calib,counter,3,-2.563762664794922,-3.001262664794922,0.4375,1,16,0,G0,False,
base_0007_mod,base_0007,mod,calib,base,3,-1.3401024341583252,-1.4026024341583252,0.0625,1,18,1,G0,False,
base_0007_mod,base_0007,mod,calib,counter,1,-1.6632455587387085,-1.1632455587387085,-0.5,0,18,0,G0,False,
base_0008_add,base_0008,add,calib,base,9,-2.7403640747070312,-1.8341141939163208,-0.9062498807907104,0,22,0,G0,False,
base_0008_add,base_0008,add,calib,counter,8,-1.9943718910217285,-2.9318718910217285,0.9375,1,22,0,G0,False,
base_0008_sub_from,base_0008,sub_from,calib,base,1,-2.1000757217407227,-2.6625757217407227,0.5625,1,23,0,G0,False,
base_0008_sub_from,base_0008,sub_from,calib,counter,2,-2.80271315574646,-2.05271315574646,-0.75,0,23,0,G0,False,
base_0008_mod,base_0008,mod,calib,base,2,-1.8125852346420288,-1.4375852346420288,-0.375,0,16,0,G0,False,
base_0008_mod,base_0008,mod,calib,counter,1,-1.4856864213943481,-1.6106864213943481,0.125,1,16,1,G0,False,
base_0009_add,base_0009,add,calib,base,9,-2.668344020843506,-1.9495940208435059,-0.71875,0,22,0,G0,False,
base_0009_add,base_0009,add,calib,counter,8,-1.9527539014816284,-3.015254020690918,1.0625001192092896,1,21,0,G0,False,
base_0009_sub_from,base_0009,sub_from,calib,base,1,-2.0460641384124756,-2.0148141384124756,-0.03125,0,23,0,G0,False,
base_0009_sub_from,base_0009,sub_from,calib,counter,2,-2.2872843742370605,-2.0685343742370605,-0.21875,0,23,0,G0,False,
base_0009_mod,base_0009,mod,calib,base,2,-2.0370101928710938,-1.6620101928710938,-0.375,0,18,0,G0,False,
base_0009_mod,base_0009,mod,calib,counter,1,-1.8598427772521973,-1.9535927772521973,0.09375,1,18,0,G0,False,
base_0010_add,base_0010,add,test,base,9,-2.7055978775024414,-2.0493478775024414,-0.65625,0,22,0,G0,False,
base_0010_add,base_0010,add,test,counter,8,-1.9130407571792603,-3.1005406379699707,1.1874998807907104,1,21,0,G0,False,
base_0010_sub_from,base_0010,sub_from,test,base,1,-1.813982605934143,-2.4077324867248535,0.5937498807907104,1,20,0,G0,False,
base_0010_sub_from,base_0010,sub_from,test,counter,2,-2.6600170135498047,-2.0975170135498047,-0.5625,0,20,0,G0,False,
base_0010_mod,base_0010,mod,test,base,2,-1.6524657011032104,-1.4649657011032104,-0.1875,0,16,0,G0,False,
base_0010_mod,base_0010,mod,test,counter,1,-1.7998727560043335,-1.7998727560043335,0.0,0,18,0,G0,False,
base_0011_add,base_0011,add,test,base,9,-2.3641724586486816,-1.9891724586486816,-0.375,0,22,0,G0,False,
base_0011_add,base_0011,add,test,counter,8,-2.0307962894439697,-3.0307962894439697,1.0,1,21,0,G0,False,
base_0011_sub_from,base_0011,sub_from,test,base,1,-1.8575698137283325,-2.326319694519043,0.46874988079071045,1,20,0,G0,False,
base_0011_sub_from,base_0011,sub_from,test,counter,2,-2.5793256759643555,-2.1730756759643555,-0.40625,0,23,0,G0,False,
base_0011_mod,base_0011,mod,test,base,1,-1.2879838943481445,-1.1942338943481445,-0.09375,0,15,0,G0,False,
base_0011_mod,base_0011,mod,test,counter,0,-0.6265235543251038,-2.220273494720459,1.5937499403953552,1,15,1,G0,False,
base_0012_add,base_0012,add,test,base,9,-2.4711413383483887,-1.9086412191390991,-0.5625001192092896,0,22,0,G0,False,
base_0012_add,base_0012,add,test,counter,8,-1.6803205013275146,-2.8365705013275146,1.15625,1,22,0,G0,False,
base_0012_sub_from,base_0012,sub_from,test,base,1,-1.915573000907898,-2.3218231201171875,0.40625011920928955,1,20,0,G0,False,
base_0012_sub_from,base_0012,sub_from,test,counter,2,-2.466754913330078,-2.029254913330078,-0.4375,0,20,0,G0,False,
base_0012_mod,base_0012,mod,test,base,2,-1.7461600303649902,-1.5586600303649902,-0.1875,0,16,0,G0,False,
base_0012_mod,base_0012,mod,test,counter,1,-1.7074558734893799,-1.7074558734893799,0.0,0,18,0,G0,False,
base_0013_add,base_0013,add,test,base,9,-3.235274314880371,-1.297774314880371,-1.9375,0,21,0,G0,False,
base_0013_add,base_0013,add,test,counter,7,-2.0781641006469727,-4.078164100646973,2.0,1,20,0,G0,False,
base_0013_sub_from,base_0013,sub_from,test,base,1,-2.270470142364502,-2.176720142364502,-0.09375,0,20,0,G0,False,
base_0013_sub_from,base_0013,sub_from,test,counter,3,-2.1178441047668457,-2.1803441047668457,0.0625,1,20,0,G0,False,
base_0013_double_sub,base_0013,double_sub,test,base,9,-3.068171739578247,-2.568171739578247,-0.5,0,16,0,G0,False,
base_0013_double_sub,base_0013,double_sub,test,counter,5,-2.5349502563476562,-3.1287002563476562,0.59375,1,16,0,G0,False,
base_0013_mod,base_0013,mod,test,base,3,-1.220834732055664,-1.220834732055664,0.0,0,16,0,G0,False,
base_0013_mod,base_0013,mod,test,counter,1,-1.5919909477233887,-1.0919909477233887,-0.5,0,18,0,G0,False,
base_0014_add,base_0014,add,test,base,8,-1.981266736984253,-3.293766736984253,1.3125,1,21,0,G0,False,
base_0014_add,base_0014,add,test,counter,9,-2.690491199493408,-2.127991199493408,-0.5625,0,22,0,G0,False,
base_0014_sub_from,base_0014,sub_from,test,base,2,-2.5135598182678223,-2.2635598182678223,-0.25,0,23,0,G0,False,
base_0014_sub_from,base_0014,sub_from,test,counter,1,-2.010525703430176,-2.448025703430176,0.4375,1,23,0,G0,False,
base_0014_mod,base_0014,mod,test,base,0,-0.7059923410415649,-1.955992341041565,1.25,1,15,1,G0,False,
base_0014_mod,base_0014,mod,test,counter,1,-1.294335961341858,-1.231835961341858,-0.0625,0,15,0,G0,False,
base_0015_add,base_0015,add,test,base,8,-2.00832462310791,-3.47707462310791,1.46875,1,21,0,G0,False,
base_0015_add,base_0015,add,test,counter,9,-2.951531410217285,-2.232781410217285,-0.71875,0,22,0,G0,False,
base_0015_sub_from,base_0015,sub_from,test,base,2,-2.9955153465270996,-2.4955153465270996,-0.5,0,23,0,G0,False,
base_0015_sub_from,base_0015,sub_from,test,counter,1,-2.2124528884887695,-2.7749528884887695,0.5625,1,23,0,G0,False,
base_0015_mod,base_0015,mod,test,base,1,-1.8814549446105957,-1.8814549446105957,0.0,0,18,0,G0,False,
base_0015_mod,base_0015,mod,test,counter,2,-1.669778823852539,-1.544778823852539,-0.125,0,16,0,G0,False,
base_0016_sub_from,base_0016,sub_from,calib,base,1,-2.338522434234619,-2.682272434234619,0.34375,1,24,0,G0,False,
base_0016_sub_from,base_0016,sub_from,calib,counter,3,-2.3683927059173584,-2.4308927059173584,0.0625,1,20,0,G0,False,
base_0016_double_sub,base_0016,double_sub,calib,base,7,-2.691490650177002,-2.503990650177002,-0.1875,0,16,0,G0,False,
base_0016_double_sub,base_0016,double_sub,calib,counter,3,-2.4459128379821777,-2.7584128379821777,0.3125,1,16,0,G0,False,
base_0016_mod,base_0016,mod,calib,base,3,-1.848943829536438,-1.473943829536438,-0.375,0,16,0,G0,False,
base_0016_mod,base_0016,mod,calib,counter,1,-1.5452853441238403,-1.2327853441238403,-0.3125,0,18,0,G0,False,
base_0017_add,base_0017,add,test,base,7,-2.069939374923706,-3.757439374923706,1.6875,1,20,0,G0,False,
base_0017_add,base_0017,add,test,counter,9,-2.8562281131744385,-1.4499781131744385,-1.40625,0,21,0,G0,False,
base_0017_sub_from,base_0017,sub_from,test,base,3,-1.9550892114639282,-1.9550892114639282,0.0,0,20,0,G0,False,
base_0017_sub_from,base_0017,sub_from,test,counter,1,-1.922184705734253,-1.859684705734253,-0.0625,0,20,0,G0,False,
base_0017_double_sub,base_0017,double_sub,test,base,3,-2.4977164268493652,-3.2164664268493652,0.71875,1,16,0,G0,False,
base_0017_double_sub,base_0017,double_sub,test,counter,7,-2.9856715202331543,-2.4231715202331543,-0.5625,0,16,0,G0,False,
base_0017_mod,base_0017,mod,test,base,1,-1.7942657470703125,-1.1067657470703125,-0.6875,0,18,0,G0,False,
base_0017_mod,base_0017,mod,test,counter,3,-1.438430905342102,-1.500930905342102,0.0625,1,18,1,G0,False,
base_0018_add,base_0018,add,test,base,8,-1.9560565948486328,-2.206056594848633,0.25,1,22,0,G0,False,
base_0018_add,base_0018,add,test,counter,9,-2.1602747440338135,-1.9727747440338135,-0.1875,0,22,0,G0,False,
base_0018_sub_from,base_0018,sub_from,test,base,2,-2.4018313884735107,-1.8080813884735107,-0.59375,0,16,0,G0,False,
base_0018_sub_from,base_0018,sub_from,test,counter,1,-2.23793888092041,-2.42543888092041,0.1875,1,23,0,G0,False,
base_0018_mod,base_0018,mod,test,base,0,-1.4900609254837036,-1.3650609254837036,-0.125,0,16,0,G0,False,
base_0018_mod,base_0018,mod,test,counter,1,-1.4296108484268188,-1.3983608484268188,-0.03125,0,15,0,G0,False,
base_0019_add,base_0019,add,test,base,7,-1.4629402160644531,-2.837940216064453,1.375,1,21,0,G0,False,
base_0019_add,base_0019,add,test,counter,9,-2.1493663787841797,-1.6493662595748901,-0.5000001192092896,0,22,0,G0,False,
base_0019_sub_from,base_0019,sub_from,test,base,3,-2.0373263359069824,-1.9123262166976929,-0.12500011920928955,0,20,0,G0,False,
base_0019_sub_from,base_0019,sub_from,test,counter,1,-1.8889403343200684,-2.3889403343200684,0.5,1,24,0,G0,False,
base_0019_double_sub,base_0019,double_sub,test,base,5,-2.513134002685547,-3.138134002685547,0.625,1,16,0,G0,False,
base_0019_double_sub,base_0019,double_sub,test,counter,9,-3.2877135276794434,-2.7252135276794434,-0.5625,0,16,0,G0,False,
base_0019_mod,base_0019,mod,test,base,1,-1.4921152591705322,-1.3671152591705322,-0.125,0,18,0,G0,False,
base_0019_mod,base_0019,mod,test,counter,3,-1.7884650230407715,-1.5384650230407715,-0.25,0,15,0,G0,False,
base_0020_add,base_0020,add,test,base,9,-3.0757734775543213,-1.7945234775543213,-1.28125,0,21,0,G0,False,
base_0020_add,base_0020,add,test,counter,7,-2.2015721797943115,-3.7328221797943115,1.53125,1,20,0,G0,False,
base_0020_double_sub,base_0020,double_sub,test,base,9,-3.045881748199463,-2.327131748199463,-0.71875,0,16,0,G0,False,
base_0020_double_sub,base_0020,double_sub,test,counter,5,-2.46773624420166,-3.18648624420166,0.71875,1,16,0,G0,False,
base_0020_mod,base_0020,mod,test,base,3,-1.3219540119171143,-1.4469540119171143,0.125,1,18,1,G0,False,
base_0020_mod,base_0020,mod,test,counter,1,-1.8770737648010254,-1.0645737648010254,-0.8125,0,18,0,G0,False,
base_0021_add,base_0021,add,calib,base,9,-2.545991897583008,-1.9209918975830078,-0.625,0,20,0,G0,False,
base_0021_add,base_0021,add,calib,counter,7,-1.808663249015808,-2.9024133682250977,1.0937501192092896,1,21,0,G0,False,
base_0021_double_sub,base_0021,double_sub,calib,base,9,-3.210188627243042,-2.522688627243042,-0.6875,0,16,0,G0,False,
base_0021_double_sub,base_0021,double_sub,calib,counter,5,-2.2152137756347656,-3.0277137756347656,0.8125,1,16,0,G0,False,
base_0021_mod,base_0021,mod,calib,base,3,-1.7658741474151611,-1.3908741474151611,-0.375,0,19,0,G0,False,
base_0021_mod,base_0021,mod,calib,counter,1,-1.562805414199829,-1.062805414199829,-0.5,0,18,0,G0,False,
base_0022_add,base_0022,add,test,base,7,-1.7899813652038574,-3.4149813652038574,1.625,1,20,0,G0,False,
base_0022_add,base_0022,add,test,counter,9,-2.6401453018188477,-1.8588953018188477,-0.78125,0,20,0,G0,False,
base_0022_sub_from,base_0022,sub_from,test,base,3,-2.456836462020874,-2.144336462020874,-0.3125,0,20,0,G0,False,
base_0022_sub_from,base_0022,sub_from,test,counter,1,-2.1585047245025635,-2.7522547245025635,0.59375,1,24,0,G0,False,
base_0022_double_sub,base_0022,double_sub,test,base,3,-2.440396308898926,-2.752896308898926,0.3125,1,16,0,G0,False,
base_0022_double_sub,base_0022,double_sub,test,counter,7,-2.7662978172302246,-2.4850478172302246,-0.28125,0,16,0,G0,False,
base_0023_add,base_0023,add,test,base,8,-2.04312801361084,-3.07437801361084,1.03125,1,22,0,G0,False,
base_0023_add,base_0023,add,test,counter,9,-3.0033111572265625,-2.2220611572265625,-0.78125,0,21,0,G0,False,
base_0023_sub_from,base_0023,sub_from,test,base,2,-3.038053512573242,-2.600553512573242,-0.4375,0,23,0,G0,False,
base_0023_sub_from,base_0023,sub_from,test,counter,1,-2.755486488342285,-2.942986488342285,0.1875,1,23,0,G0,False,
base_0023_mod,base_0023,mod,test,base,1,-1.6538355350494385,-1.5288355350494385,-0.125,0,17,0,G0,False,
base_0023_mod,base_0023,mod,test,counter,2,-1.851261854171753,-1.663761854171753,-0.1875,0,19,0,G0,False,
base_0024_add,base_0024,add,test,base,9,-2.0265538692474365,-1.9015538692474365,-0.125,0,16,0,G0,False,
base_0024_add,base_0024,add,test,counter,8,-1.7536866664886475,-2.4411866664886475,0.6875,1,16,0,G0,False,
base_0024_sub_from,base_0024,sub_from,test,base,1,-1.9067801237106323,-2.563030242919922,0.6562501192092896,1,23,0,G0,False,
base_0024_sub_from,base_0024,sub_from,test,counter,2,-2.6019551753997803,-2.0707051753997803,-0.53125,0,23,0,G0,False,
base_0024_mod,base_0024,mod,test,base,2,-1.7271863222122192,-1.4146863222122192,-0.3125,0,16,0,G0,False,
base_0024_mod,base_0024,mod,test,counter,1,-1.7464137077331543,-1.7464137077331543,0.0,0,18,0,G0,False,
base_0025_sub_from,base_0025,sub_from,test,base,3,-2.2769827842712402,-1.9332326650619507,-0.34375011920928955,0,20,0,G0,False,
base_0025_sub_from,base_0025,sub_from,test,counter,1,-1.9121928215026855,-2.1309428215026855,0.21875,1,24,0,G0,False,
base_0025_double_sub,base_0025,double_sub,test,base,5,-2.7498602867126465,-3.1248602867126465,0.375,1,16,0,G0,False,
base_0025_double_sub,base_0025,double_sub,test,counter,9,-3.094743251800537,-2.782243251800537,-0.3125,0,16,0,G0,False,
base_0025_mod,base_0025,mod,test,base,1,-1.9681744575500488,-1.0931744575500488,-0.875,0,18,0,G0,False,
base_0025_mod,base_0025,mod,test,counter,3,-1.408205270767212,-1.533205270767212,0.125,1,18,1,G0,False,
base_0026_add,base_0026,add,calib,base,7,-1.2926126718521118,-2.8863625526428223,1.5937498807907104,1,21,0,G0,False,
base_0026_add,base_0026,add,calib,counter,9,-2.4867095947265625,-1.455459713935852,-1.0312498807907104,0,22,0,G0,False,
base_0026_sub_from,base_0026,sub_from,calib,base,3,-2.1323702335357666,-1.7261202335357666,-0.40625,0,20,0,G0,False,
base_0026_sub_from,base_0026,sub_from,calib,counter,1,-1.908739447593689,-2.3774895668029785,0.46875011920928955,1,20,0,G0,False,
base_0026_double_sub,base_0026,double_sub,calib,base,3,-2.582085371017456,-3.113335371017456,0.53125,1,16,0,G0,False,
base_0026_double_sub,base_0026,double_sub,calib,counter,7,-3.132552146911621,-2.288802146911621,-0.84375,0,16,0,G0,False,
base_0026_mod,base_0026,mod,calib,base,1,-1.4489483833312988,-1.1989483833312988,-0.25,0,18,0,G0,False,
base_0026_mod,base_0026,mod,calib,counter,3,-1.9999730587005615,-1.1874730587005615,-0.8125,0,16,0,G0,False,
base_0027_add,base_0027,add,test,base,9,-2.321140766143799,-1.6336406469345093,-0.6875001192092896,0,22,0,G0,False,
base_0027_add,base_0027,add,test,counter,8,-1.5705788135528564,-2.6955788135528564,1.125,1,21,0,G0,False,
base_0027_sub_from,base_0027,sub_from,test,base,1,-2.0427465438842773,-2.5739965438842773,0.53125,1,23,0,G0,False,
base_0027_sub_from,base_0027,sub_from,test,counter,2,-2.8396389484405518,-2.3708889484405518,-0.46875,0,23,0,G0,False,
base_0027_mod,base_0027,mod,test,base,2,-1.6919032335281372,-1.6919032335281372,0.0,0,18,0,G0,False,
base_0027_mod,base_0027,mod,test,counter,1,-1.8056485652923584,-1.6806485652923584,-0.125,0,18,0,G0,False,
base_0028_add,base_0028,add,test,base,9,-2.1324892044067383,-2.1012392044067383,-0.03125,0,22,0,G0,False,
base_0028_add,base_0028,add,test,counter,8,-1.7752434015274048,-2.9002432823181152,1.1249998807907104,1,20,0,G0,False,
base_0028_sub_from,base_0028,sub_from,test,base,1,-1.9341965913772583,-2.6529464721679688,0.7187498807907104,1,23,0,G0,False,
base_0028_sub_from,base_0028,sub_from,test,counter,2,-2.9795432090759277,-2.1982932090759277,-0.78125,0,23,0,G0,False,
base_0028_mod,base_0028,mod,test,base,2,-1.8434474468231201,-1.5309474468231201,-0.3125,0,16,0,G0,False,
base_0028_mod,base_0028,mod,test,counter,1,-1.9325077533721924,-1.8075077533721924,-0.125,0,18,0,G0,False,
base_0029_add,base_0029,add,test,base,7,-1.7932043075561523,-3.5119543075561523,1.71875,1,20,0,G0,False,
base_0029_add,base_0029,add,test,counter,9,-2.7373480796813965,-1.3935980796813965,-1.34375,0,21,0,G0,False,
base_0029_sub_from,base_0029,sub_from,test,base,3,-2.333338737487793,-1.989588737487793,-0.34375,0,20,0,G0,False,
base_0029_sub_from,base_0029,sub_from,test,counter,1,-2.047132968902588,-2.422132968902588,0.375,1,24,0,G0,False,
base_0029_mod,base_0029,mod,test,base,1,-1.885491132736206,-1.072991132736206,-0.8125,0,18,0,G0,False,
base_0029_mod,base_0029,mod,test,counter,3,-1.2098642587661743,-1.4598642587661743,0.25,1,18,1,G0,False,
base_0030_add,base_0030,add,calib,base,8,-1.8782083988189697,-1.9407083988189697,0.0625,1,16,0,G0,False,
base_0030_add,base_0030,add,calib,counter,9,-2.185211181640625,-1.903961181640625,-0.28125,0,16,0,G0,False,
base_0030_sub_from,base_0030,sub_from,calib,base,2,-2.4322471618652344,-1.7134971618652344,-0.71875,0,20,0,G0,False,
base_0030_sub_from,base_0030,sub_from,calib,counter,1,-1.965761661529541,-2.372011661529541,0.40625,1,23,0,G0,False,
base_0030_mod,base_0030,mod,calib,base,1,-1.7522906064987183,-1.4397906064987183,-0.3125,0,17,0,G0,False,
base_0030_mod,base_0030,mod,calib,counter,2,-1.745097041130066,-1.557597041130066,-0.1875,0,16,0,G0,False,
base_0031_add,base_0031,add,test,base,8,-2.235715389251709,-3.329465389251709,1.09375,1,20,0,G0,False,
base_0031_add,base_0031,add,test,counter,9,-2.9552054405212402,-2.2677054405212402,-0.6875,0,22,0,G0,False,
base_0031_sub_from,base_0031,sub_from,test,base,2,-2.6545052528381348,-2.4357552528381348,-0.21875,0,23,0,G0,False,
base_0031_sub_from,base_0031,sub_from,test,counter,1,-2.2035980224609375,-2.5160980224609375,0.3125,1,20,0,G0,False,
base_0031_mod,base_0031,mod,test,base,1,-1.9152779579162598,-1.8215279579162598,-0.09375,0,18,0,G0,False,
base_0031_mod,base_0031,mod,test,counter,2,-1.7634899616241455,-1.4509899616241455,-0.3125,0,16,0,G0,False,
base_0032_add,base_0032,add,calib,base,9,-2.4133589267730713,-1.9446089267730713,-0.46875,0,22,0,G0,False,
base_0032_add,base_0032,add,calib,counter,8,-1.7522497177124023,-2.7834997177124023,1.03125,1,21,0,G0,False,
base_0032_sub_from,base_0032,sub_from,calib,base,1,-1.782259225845337,-2.469759225845337,0.6875,1,20,0,G0,False,
base_0032_sub_from,base_0032,sub_from,calib,counter,2,-2.530473232269287,-1.9054733514785767,-0.6249998807907104,0,23,0,G0,False,
base_0032_mod,base_0032,mod,calib,base,2,-1.6469911336898804,-1.6469911336898804,0.0,0,16,0,G0,False,
base_0032_mod,base_0032,mod,calib,counter,1,-1.8250110149383545,-1.6375110149383545,-0.1875,0,18,0,G0,False,
base_0033_add,base_0033,add,test,base,9,-2.551262378692627,-1.988762378692627,-0.5625,0,22,0,G0,False,
base_0033_add,base_0033,add,test,counter,8,-1.7148663997650146,-3.0273663997650146,1.3125,1,21,0,G0,False,
base_0033_sub_from,base_0033,sub_from,test,base,1,-1.825657844543457,-2.481907844543457,0.65625,1,20,0,G0,False,
base_0033_sub_from,base_0033,sub_from,test,counter,2,-2.6593432426452637,-1.9718432426452637,-0.6875,0,23,0,G0,False,
base_0033_mod,base_0033,mod,test,base,2,-1.6718966960906982,-1.6718966960906982,0.0,0,16,0,G0,False,
base_0033_mod,base_0033,mod,test,counter,1,-1.8632493019104004,-1.6132493019104004,-0.25,0,18,0,G0,False,
base_0034_add,base_0034,add,test,base,7,-1.5870506763458252,-2.899550676345825,1.3125,1,21,0,G0,False,
base_0034_add,base_0034,add,test,counter,9,-2.5243759155273438,-1.4931257963180542,-1.0312501192092896,0,21,0,G0,False,
base_0034_sub_from,base_0034,sub_from,test,base,3,-2.4841806888580322,-2.1091806888580322,-0.375,0,20,0,G0,False,
base_0034_sub_from,base_0034,sub_from,test,counter,1,-1.9707996845245361,-2.502049684524536,0.53125,1,20,0,G0,False,
base_0034_double_sub,base_0034,double_sub,test,base,5,-2.1554808616638184,-2.9992308616638184,0.84375,1,16,0,G0,False,
base_0034_double_sub,base_0034,double_sub,test,counter,9,-3.0184030532836914,-2.2371530532836914,-0.78125,0,16,0,G0,False,
base_0034_mod,base_0034,mod,test,base,1,-1.6908107995986938,-1.3783107995986938,-0.3125,0,17,0,G0,False,
base_0034_mod,base_0034,mod,test,counter,3,-1.647214412689209,-1.459714412689209,-0.1875,0,16,0,G0,False,
