model,base_id,split,arm,binding,cell,layer,target_mode,target_token,score,rho,n_tokens,frac_inner_def_name,frac_inner_def_value,frac_outer_def_name,frac_outer_def_value,frac_use_site,frac_return_kw,frac_signature,frac_question_var,frac_question,frac_other,frac_outer_def,frac_inner_def,frac_inner_def_identical,frac_both_defs,frac_question_all,ntok_inner_def_name,ntok_inner_def_value,ntok_outer_def_name,ntok_outer_def_value,ntok_use_site,ntok_return_kw,ntok_signature,ntok_question_var,ntok_question,ntok_other
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,11,outer,4871,334.8226318359375,1.0000001619968952,35,-0.001042961021858014,0.003375722630052788,0.1376662288948024,0.0014109699023697193,0.00877953672653468,0.005135861975124933,0.024150660533189358,0.0077292100975001705,0.6402845199105307,0.17251041234864833,0.13907719879717212,0.002332761608194774,0.003375722630052788,0.14140996040536688,0.6480137300080309,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,11,margin,-1,-37.05889892578125,1.0000017354377375,35,-0.002582910369038149,-0.004958288762016756,0.17046366933312251,0.0015814220614944175,0.026581418362229547,-0.017721408787116685,-0.021677585995877616,-0.013523875454359796,0.6530464687885496,0.20879282626075063,0.17204509139461693,-0.007541199131054905,-0.004958288762016756,0.16450389226356202,0.6395225933341897,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,15,inner,4640,297.76373291015625,0.9999999808833551,35,0.0019163087438206676,0.0028990812509185598,0.0778853321194508,0.0013883083100413728,0.007662677548512769,0.007127036762223532,0.0351423266768623,0.00573041030951545,0.7409468339431315,0.11930166521887806,0.07927364042949217,0.004815389994739227,0.0028990812509185598,0.0840890304242314,0.746677244252647,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,15,outer,4871,334.8226318359375,1.0000002203869847,35,0.0015349668653046246,0.0019082290736982508,0.08211183544444554,0.0014517859101671718,0.011862415255187364,0.006129066718783667,0.02824175682324371,0.003920027212857933,0.7455767652144409,0.11726337186885566,0.08356362135461272,0.0034431959390028755,0.0019082290736982508,0.08700681729361559,0.7494967924272988,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,15,margin,-1,-37.05889892578125,1.0000021447694376,35,-0.0015290686174904023,-0.00605314731911251,0.11607127416732967,0.0019618206850127557,0.04560679549938815,-0.001889500860957256,-0.02720348030956581,-0.010626180161996669,0.7827776982811125,0.10088593340571797,0.11803309485234242,-0.007582215936602912,-0.00605314731911251,0.11045087891573951,0.7721515181191159,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,19,inner,4640,297.76373291015625,1.0000000044038344,35,0.002975452948305351,0.002669622059148179,0.04192367764797857,0.003204506987306298,0.006112169109651391,0.00894898074196469,0.03788110735291616,0.005404836429994418,0.8061148255826616,0.08476482554390781,0.04512818463528487,0.00564507500745353,0.002669622059148179,0.0507732596427384,0.811519662012656,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,19,outer,4871,334.8226318359375,1.0000001219427177,35,0.0031660765735724698,0.0014846894377534528,0.04372137119663476,0.0029896388124633824,0.006357800637982082,0.008671067878063356,0.031519137725006356,0.002623251503069143,0.8169747334204729,0.08249235475769971,0.04671101000909814,0.004650766011325923,0.0014846894377534528,0.05136177602042407,0.8195979849235421,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,19,margin,-1,-37.05889892578125,1.0000010663533085,35,0.004697714152823824,-0.008036099652611362,0.05816561960100329,0.0012631992344027125,0.008331420009206602,0.006438071912782695,-0.0195985122856253,-0.0197264441235241,0.9042327683481464,0.06423332915670264,0.059428818835406,-0.003338385499787538,-0.008036099652611362,0.05609043333561847,0.8845063242246223,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,23,inner,4640,297.76373291015625,1.0000000145126362,35,0.0032132015577313678,0.003524580877947411,0.025695461223094268,0.003034192693424352,0.007161011143962328,0.006493544375841565,0.032863878015207765,0.0015552084311785278,0.8514988665939351,0.06496006960031349,0.02872965391651862,0.006737782435678779,0.003524580877947411,0.035467436352197394,0.8530540750251137,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,23,outer,4871,334.8226318359375,1.0000001314667109,35,0.003123792179633573,0.0021289094329719595,0.026540357908349185,0.0031970575006462216,0.007369217393014316,0.0065091897627099675,0.030566875115299062,-0.0002857762302752011,0.8596253230317776,0.06122518537258413,0.029737415408995407,0.0052527016126055325,0.0021289094329719595,0.034990117021600944,0.8593395468015025,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,23,margin,-1,-37.05889892578125,1.0000010711784366,35,0.0024053987316012076,-0.00908514040170594,0.03332899972495483,0.004505656362560589,0.009042129209879228,0.0066348985379784675,0.012110736972823232,-0.015077863445889805,0.9249204093512563,0.031215846134977084,0.03783465608751542,-0.006679741670104732,-0.00908514040170594,0.031154914417410688,0.9098425459053665,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,27,inner,4640,297.76373291015625,1.0000000256223096,35,0.002284926702131018,0.001593007042701731,0.008586377020293485,0.003084693664983896,0.004598625656469193,0.0036144287091009007,0.027564978625356944,0.008616769082881202,0.8842061650742145,0.05585005404417665,0.01167107068527738,0.003877933744832749,0.001593007042701731,0.01554900443011013,0.8928229341570957,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,27,outer,4871,334.8226318359375,1.0000001671594334,35,0.0021088143412075757,0.0008347217570953131,0.007627433322960975,0.00240256954162834,0.002800967615500496,0.0035780446466917647,0.024905316838070346,0.007461641072097189,0.8975631456135245,0.05071751241065689,0.010030002864589315,0.002943536098302889,0.0008347217570953131,0.012973538962892203,0.9050247866856217,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,source,ab_source,27,margin,-1,-37.05889892578125,1.0000013043929605,35,0.0006937730010639472,-0.005258008027057362,-7.756232572925225e-05,-0.0030782145929784425,-0.011642995488929846,0.0032857031428851413,0.0035352587678882295,-0.0018196716071860904,1.0048848551375582,0.009478166385445238,-0.003155776918707695,-0.004564235025993415,-0.005258008027057362,-0.00772001194470111,1.003065183530372,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,0,inner,4640,319.08721923828125,0.999999959301529,35,0.0024358282011385972,0.0014592777495672279,0.29023685305355373,0.0006800200366302118,-0.0008183171307808547,0.004972272175982823,0.013905026477402601,0.007299131586623756,0.38873535315027735,0.29109451400113334,0.29091687309018394,0.003895105950705825,0.0014592777495672279,0.29481197904088974,0.3960344847369011,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,0,outer,4871,333.6021728515625,0.9999999936125534,35,0.005009717752204735,0.0013773868317279387,0.2968102843568426,-0.0002701274376454287,0.0006269881360686105,0.004716147135002629,0.007136901564259255,0.008071340417570327,0.38284232062060397,0.29367903423591885,0.29654015691919716,0.006387104583932673,0.0013773868317279387,0.3029272615031298,0.3909136610381743,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,0,margin,-1,-14.51495361328125,1.0000007478836115,35,0.06159241731554835,-0.00042284939019839117,0.4413162863258106,-0.02115754626862808,0.03239963108323294,-0.0009143377622333514,-0.14164911701565405,0.025047072831384354,0.25329375898733425,0.350495431777016,0.4201587400571825,0.06116956792534996,-0.00042284939019839117,0.4813283079825325,0.2783408318187186,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,3,inner,4640,319.08721923828125,1.000000032409339,35,0.0036153631997876785,0.0022474111382623126,0.280293185154722,0.0008030490631440772,0.0033642339724890852,0.005851625525423567,0.011238170124260581,0.008765043163635668,0.38698146281074114,0.296840488256873,0.2810962342178661,0.005862774338049991,0.0022474111382623126,0.2869590085559161,0.3957465059743768,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,3,outer,4871,333.6021728515625,1.0000000571910974,35,0.006339883218880964,0.0018941385837328828,0.28645049854200844,-0.00041631634634129003,0.004889506543992778,0.006277668953396595,0.003812797011440861,0.009674847860206618,0.38063405112254795,0.3004429817012313,0.2860341821956671,0.008234021802613846,0.0018941385837328828,0.29426820399828096,0.39030889898275456,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,3,margin,-1,-14.51495361328125,1.0000006019770105,35,0.0662339441861883,-0.005871973528045145,0.4218088371956117,-0.02722204567309714,0.03842009826260549,0.0156435282133441,-0.15942173487217373,0.02967539752873056,0.2410967161156409,0.3796378345482033,0.3945867915225145,0.06036197065814316,-0.005871973528045145,0.4549487621806577,0.2707721136443715,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,7,inner,4640,319.08721923828125,1.0000000350245017,35,0.0072771432977711045,0.007221612930799505,0.216657756184337,0.000565636598247034,0.006913856836125231,0.006214572015904972,0.018631408157574466,0.011811468729228135,0.4835385633401397,0.24116801693437465,0.21722339278258404,0.014498756228570608,0.007221612930799505,0.23172214901115465,0.49535003206936784,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,7,outer,4871,333.6021728515625,1.0000000472805048,35,0.010077128708419614,0.007486577635993529,0.22038183590212337,-1.7591005486987758e-05,0.007382373815530492,0.004876977857907752,0.01169391185571601,0.011228600756887724,0.49167783214956523,0.23521239960384815,0.2203642448966364,0.017563706344413142,0.007486577635993529,0.23792795124104954,0.502906432906453,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,7,margin,-1,-14.51495361328125,1.000000316708435,35,0.07163017134260956,0.013311387912982049,0.3022495616303566,-0.012838884081354099,0.017681943769894834,-0.02452781472469966,-0.1408154562355715,-0.0015847864183202768,0.6706061787517943,0.10428801476074524,0.2894106775490025,0.0849415592555916,0.013311387912982049,0.3743522368045941,0.669021392333474,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,11,inner,4640,319.08721923828125,1.0000001018045521,35,0.005488385389518786,0.008081219185910279,0.13252716182806754,0.0010423367398693076,0.009124766279164295,0.006824915149174863,0.0303819983251003,0.01016842843958167,0.6182828504796358,0.17807803998852917,0.13356949856793685,0.013569604575429065,0.008081219185910279,0.14713910314336592,0.6284512789192175,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,11,outer,4871,333.6021728515625,1.000000090630273,35,0.007831819211788051,0.00811326279269149,0.1386921583142112,0.001124158433636958,0.006173791741389726,0.004464618959049995,0.02407820787993314,0.009547232574082402,0.6259605951342939,0.17401424558919643,0.13981631674784814,0.01594508200447954,0.00811326279269149,0.15576139875232767,0.6355078277083763,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,11,margin,-1,-14.51495361328125,0.9999998449822587,35,0.059348331199303654,0.008817688425359451,0.2742193971734099,0.0029228728789794925,-0.05869849682313414,-0.047422584262634924,-0.11450018633337959,-0.004108729863380051,0.7947430974520967,0.08467845513563967,0.27714227005238934,0.06816601962466311,0.008817688425359451,0.34530828967705246,0.7906343675887166,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,15,inner,4640,319.08721923828125,1.0000001166549406,35,0.00747161278136163,0.0071821859891830885,0.07796720257080965,0.0012756445666480965,0.006532195493431907,0.005042224418626893,0.03448635960969218,0.007289188737644476,0.7275868910257177,0.1251666114618252,0.07924284713745774,0.014653798770544717,0.0071821859891830885,0.09389664590800247,0.7348760797633622,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,15,outer,4871,333.6021728515625,1.0000000699045724,35,0.010122022005537037,0.005386841173140754,0.08467331515890443,0.0013746024410381545,0.003880598729302429,0.004875686789688785,0.028670291327767633,0.0051697155163447275,0.7325809418943059,0.12326605486854256,0.08604791759994258,0.015508863178677793,0.005386841173140754,0.10155678077862038,0.7377506574106506,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,15,margin,-1,-14.51495361328125,0.9999990421751405,35,0.06838687986989775,-0.034080841617152975,0.23209609546155988,0.0035500274408095897,-0.054410365234448914,0.001214632794464543,-0.09918633876722467,-0.041423393525059624,0.8423668803718639,0.0814854653804271,0.23564612290236947,0.034306038252744774,-0.034080841617152975,0.2699521611551142,0.8009434868468043,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,19,inner,4640,319.08721923828125,1.0000000868607644,35,0.004421100089901825,0.008486319112028195,0.04110752593045998,0.0035868713746371648,0.0018514500853589139,0.008539855230564709,0.036799944827536735,0.00575502215864803,0.7983177154565386,0.09113428259509032,0.044694397305097146,0.012907419201930021,0.008486319112028195,0.05760181650702717,0.8040727376151866,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,19,outer,4871,333.6021728515625,1.0000000198546855,35,0.006966232476291399,0.0059464179402671695,0.044571113955700035,0.0031379861523274624,0.0021540867542727076,0.009528815287615323,0.03218416093238461,0.003829630657836142,0.801202419108362,0.09047915658962846,0.0477091001080275,0.012912650416558568,0.0059464179402671695,0.06062175052458607,0.8050320497661981,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,19,margin,-1,-14.51495361328125,0.9999985468369932,35,0.0629167533944738,-0.04988910338690484,0.12071236118294638,-0.006730012131380539,0.008807052770979719,0.031269464479443905,-0.06928620452309155,-0.038496913147094566,0.8646178519861213,0.0760772962114987,0.11398234905156585,0.013027650007568968,-0.04988910338690484,0.12700999905913482,0.8261209388390267,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,23,inner,4640,319.08721923828125,1.0000000218319394,35,0.005311598142427445,0.009112602783370075,0.02496061415379907,0.0034061344845230184,0.002864702385506678,0.006892262316071864,0.032585175852513186,0.0015134267501864984,0.8445083651539493,0.06884513980959224,0.028366748638322087,0.01442420092579752,0.009112602783370075,0.04279094956411961,0.8460217919041358,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,23,outer,4871,333.6021728515625,1.0000000539582898,35,0.006332426969377237,0.0063309290014907415,0.026860662503398445,0.0033913792840051973,0.0030412668112018908,0.00819945526454982,0.031198834677037213,0.0012639772267487026,0.8468674694953133,0.06651365272516721,0.030252041787403643,0.012663355970867977,0.0063309290014907415,0.04291539775827163,0.848131446722062,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,23,margin,-1,-14.51495361328125,1.0000007602029022,35,0.02877365829454235,-0.054819562797239846,0.06863007909576012,0.003067010634406025,0.006922743329317573,0.03693592759857535,0.000722419637488401,-0.004219757471600585,0.8987284718956241,0.015259769986028938,0.07169708973016614,-0.026045904502697496,-0.054819562797239846,0.04565118522746864,0.8945087144240235,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,27,inner,4640,319.08721923828125,1.0000000567863923,35,0.0059502728287274586,0.003571590978375742,0.007901608310180426,0.003073018782547569,0.004221252337208357,0.004273346753850715,0.027638951071648887,0.007628804987160297,0.8788090264660454,0.05693218427064754,0.010974627092727994,0.0095218638071032,0.003571590978375742,0.020496490899831195,0.8864378314532058,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,27,outer,4871,333.6021728515625,1.00000008066943,35,0.005470327154356832,0.002827028101580244,0.007048570682495209,0.0024711317289174855,0.0035186983355449896,0.004942120879307607,0.025920453239800374,0.008101769319623444,0.8866216934195632,0.05307828780824063,0.009519702411412695,0.008297355255937076,0.002827028101580244,0.01781705766734977,0.8947234627391867,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ab,target,ab_target,27,margin,-1,-14.51495361328125,1.0000006056984638,35,-0.0050804837335427415,-0.013540953790373116,-0.01170404897966049,-0.010760358453911266,-0.011925788000971351,0.019644012575006427,-0.011857875857291233,0.018499106966397998,1.058370239054027,-0.03164324408122163,-0.022464407433571754,-0.018621437523915856,-0.013540953790373116,-0.04108584495748761,1.076869346020425,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,0,inner,4640,301.746826171875,1.0000000978030161,35,-0.0008850131483599727,0.0009981389169963712,0.2891995460999794,0.0024239171645104394,0.0036312349306811334,0.006343867191766691,0.004256580749899622,0.008834346308876537,0.4026805930695102,0.2825168865191557,0.29162346326448985,0.0001131257686363985,0.0009981389169963712,0.2917365890331262,0.41151493937838673,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,0,outer,4871,340.3546142578125,0.9999997836329065,35,-0.0009809807318089546,0.0015223301488019984,0.2983080839327376,0.001001396206083662,0.005914652195334958,0.005037288622571673,0.0038280314131325576,0.00849445545444438,0.38878868267111377,0.288085843720495,0.29930948013882125,0.0005413494169930438,0.0015223301488019984,0.29985082955581427,0.39728313812555816,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,0,margin,-1,-38.6077880859375,0.9999973281740948,35,-0.0017310344167457117,0.005619250701525571,0.36949766816852425,-0.010116598521114932,0.02376115277448423,-0.005174535362817169,0.0004786190629693305,0.005837971059600043,0.2802137013007869,0.3316111334068838,0.35938106964740935,0.0038882162847798593,0.005619250701525571,0.3632692859321892,0.2860516723603869,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,3,inner,4640,301.746826171875,1.0000001871121578,35,-0.0003494899056897045,0.0017269627471772839,0.2788628024483092,0.00227716888679958,0.008788104074885412,0.006032302387121699,0.0032775513719021927,0.009905294324530424,0.4011567002978277,0.2883227904792941,0.28113997133510876,0.0013774728414875793,0.0017269627471772839,0.2825174441765963,0.4110619946223581,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,3,outer,4871,340.3546142578125,0.9999998503555796,35,-0.000726492094445513,0.002492351375088095,0.28755913345061396,0.0004218000744660057,0.010239424627938963,0.005486001225931923,0.001938851864401707,0.010033607772619106,0.38594760489490704,0.29660756716405845,0.28798093352508,0.001765859280642582,0.002492351375088095,0.2897467928057225,0.3959812126675261,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,3,margin,-1,-38.6077880859375,0.9999972183677429,35,-0.0036730274842403762,0.008474398021895502,0.3555270334360924,-0.014079202916271441,0.02158250829973915,0.001216276134297684,-0.008524019685943802,0.01103646697889495,0.26707790283994387,0.3613588827433355,0.3414478305198209,0.004801370537655126,0.008474398021895502,0.34624920105747603,0.2781143698188388,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,7,inner,4640,301.746826171875,1.0000001650873434,35,-0.00010321921939126778,0.0043919447663952164,0.21676567917116724,0.003979681324360515,0.0100158332144981,0.007475854956288862,0.016213416328681566,0.011294430786820717,0.4984159697067184,0.2315505740518039,0.22074536049552776,0.004288725547003948,0.0043919447663952164,0.2250340860425317,0.5097104004935391,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,7,outer,4871,340.3546142578125,0.9999998598123365,35,-0.0007605450438916804,0.004616608298162604,0.22125585282181778,0.002131455266261923,0.01097471829232099,0.005623163427776493,0.011921961343692222,0.00905787641646806,0.49803565998691796,0.23714310900281008,0.22338730808807972,0.003856063254270924,0.004616608298162604,0.22724337134235065,0.5070935364033861,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,7,margin,-1,-38.6077880859375,0.9999974738749651,35,-0.0058980054149005015,0.006372510695794804,0.2563496956762311,-0.012313722111888388,0.018469074826100714,-0.008856914720180223,-0.02161875636066319,-0.008422357916370247,0.4950632739321489,0.28085267526869173,0.24403597356434273,0.0004745052808943027,0.006372510695794804,0.24451047884523702,0.48664091601577864,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,11,inner,4640,301.746826171875,1.000000192939351,35,-0.0008207713568878671,0.0033176659666765782,0.13222489137954052,0.004122346023671978,0.007752812159928962,0.008586713121129005,0.03061577660025547,0.010325917319501924,0.6374337031353033,0.16644113859023107,0.1363472374032125,0.002496894609788711,0.0033176659666765782,0.1388441320130012,0.6477596204548053,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,11,outer,4871,340.3546142578125,0.9999999933452453,35,-0.0008728026139764758,0.0028538390565905777,0.13605845962516835,0.0028188833809001195,0.010715416121957474,0.005358828161285926,0.025065394173875658,0.008094852139474246,0.6390284493709617,0.17087867392900757,0.13887734300606847,0.001981036442614102,0.0028538390565905777,0.14085837944868257,0.647123301510436,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,11,margin,-1,-38.6077880859375,0.9999984333779197,35,-0.0012794632248685875,-0.00077129216563908,0.16602047268990594,-0.007368587463441626,0.03387023506046953,-0.019869347037783574,-0.018314720674255,-0.009342480337522725,0.6514925049156178,0.20556111161543572,0.1586518852264643,-0.0020507553905076675,-0.00077129216563908,0.15660112983595664,0.6421500245780951,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,15,inner,4640,301.746826171875,1.0000001937541703,35,0.0021826917163119816,0.0017716563305298332,0.07604617355607607,0.0032723078857796197,0.009177580228952511,0.0075367153461291065,0.0341642333888572,0.006284838318344923,0.7414380587705333,0.11812593821265585,0.07931848144185569,0.003954348046841815,0.0017716563305298332,0.0832728294886975,0.7477228970888782,1,1,1,1,1,1,3,1,18,7
deepseek-coder-6.7b,base_0000,test,ba,source,ba_source,15,outer,4871,340.3546142578125,0.9999999976358109,35,0.0019022728663539185,0.002058725451099909,0.08004377175474368,0.0022986861020251525,0.013587403745626635,0.006254217013038949,0.027596546622175356,0.004635064034712546,0.7454779463107274,0.11614536373530744,0.08234245785676883,0.003960998317453827,0.002058725451099909,0.08630345617422265,0.75011301034544,1,1,1,1,1,1,3,1,18,7
