model,lens,layer,relative_depth,prompt_style,condition,condition_kind,condition_order,base_id,family,structure,orientation,taint_delta_contrast_z,taint_delta_contrast_prob,taint_contrast_z_unsafe,taint_contrast_z_safe,model_delta_margin,model_margin_unsafe,model_margin_safe,model_correct_unsafe,model_correct_safe,security_delta_contrast_z,security_delta_contrast_prob
deepseek-coder-6.7b,jlens,-1,,e6,rename_cumulative,cumulative,21,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0,0.203125,0.203125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_cumulative,cumulative,21,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.015625,0.703125,0.6875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_only,atomic,11,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.015625,0.109375,0.125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_only,atomic,11,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0,0.75,0.75,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque,cumulative,22,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.046874940395355225,0.25,0.2968749403953552,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque,cumulative,22,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.031250059604644775,0.96875,1.0000000596046448,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque_encode,cumulative,23,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.03125,0.1875,0.15625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque_encode,cumulative,23,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,0.84375,0.875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.046875,0.578125,0.53125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.031249940395355225,0.8125000596046448,0.84375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,clean_heldout,clean,-1,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,0.125,0.15625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,clean_heldout,clean,-1,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.03124988079071045,0.9999998807907104,0.96875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,encode_only,atomic,13,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.0625,0.25,0.3125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,encode_only,atomic,13,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,1.015625,1.046875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,flatten_only,atomic,14,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.03125,0.203125,0.171875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,flatten_only,atomic,14,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0625,0.671875,0.609375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,normalize,baseline,0,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.046875,0.0234375,0.0703125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,normalize,baseline,0,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.015625,0.953125,0.9375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,opaque_only,atomic,12,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.015625,0.234375,0.25,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,opaque_only,atomic,12,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0234375,0.7578125,0.734375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_cumulative,cumulative,21,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.03125,0.078125,0.046875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_cumulative,cumulative,21,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.03125,0.796875,0.765625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_only,atomic,11,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0,0.109375,0.109375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_only,atomic,11,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.046875,0.78125,0.828125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque,cumulative,22,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.015625059604644775,0.25,0.2656250596046448,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque,cumulative,22,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0,0.828125,0.828125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque_encode,cumulative,23,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.03125,0.46875,0.4375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque_encode,cumulative,23,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,1.1920928955078125e-07,1.03125,1.0312498807907104,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.046875,0.3125,0.265625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.078125,0.484375,0.40625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,clean_heldout,clean,-1,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.0234375,0.1875,0.2109375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,clean_heldout,clean,-1,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.039062559604644775,1.1640625596046448,1.125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,encode_only,atomic,13,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.0078125,0.0390625,0.046875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,encode_only,atomic,13,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.04687488079071045,1.2968748807907104,1.25,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,flatten_only,atomic,14,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,0.125,0.15625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,flatten_only,atomic,14,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.015625,0.5,0.515625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,normalize,baseline,0,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,0.09375,0.125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,normalize,baseline,0,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0546875,1.1562501192092896,1.1015626192092896,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,opaque_only,atomic,12,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.0546875,0.25,0.3046875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,opaque_only,atomic,12,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.0234375,0.921875,0.9453125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_cumulative,cumulative,21,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.03125,0.15625,0.125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_cumulative,cumulative,21,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0,0.671875,0.671875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_only,atomic,11,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,0.140625,0.171875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_only,atomic,11,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0,0.734375,0.734375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque,cumulative,22,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,0.328125,0.359375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque,cumulative,22,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.015625059604644775,0.78125,0.7656249403953552,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque_encode,cumulative,23,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,0.40625,0.4375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque_encode,cumulative,23,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,5.960464477539063e-08,0.9843750596046448,0.984375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0625,0.140625,0.078125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.015625,0.625,0.609375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,clean_heldout,clean,-1,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.015625,0.21875,0.203125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,clean_heldout,clean,-1,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.046875,1.125,1.078125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,encode_only,atomic,13,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.015625,0.328125,0.34375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,encode_only,atomic,13,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.03125,1.046875,1.015625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,flatten_only,atomic,14,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.046875,0.109375,0.0625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,flatten_only,atomic,14,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.046875,0.5,0.453125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,normalize,baseline,0,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.015625,0.109375,0.125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,normalize,baseline,0,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.046875059604644775,1.1250000596046448,1.078125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,opaque_only,atomic,12,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.015625,0.265625,0.28125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,opaque_only,atomic,12,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.046875,1.078125,1.03125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_cumulative,cumulative,21,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.015625,-0.078125,-0.0625,0,1,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_cumulative,cumulative,21,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.046875,0.6875,0.640625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_only,atomic,11,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.015625,0.046875,0.0625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_only,atomic,11,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0625,0.765625,0.703125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque,cumulative,22,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.046875,0.34375,0.390625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque,cumulative,22,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.03125,0.984375,0.953125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque_encode,cumulative,23,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,0.375,0.40625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque_encode,cumulative,23,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,5.960464477539063e-08,0.8906250596046448,0.890625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,5.960464477539063e-08,0.3906250596046448,0.390625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.0,0.53125,0.53125,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,clean_heldout,clean,-1,command_exec_assign_chain_11,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,0.109375,0.140625,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,clean_heldout,clean,-1,command_exec_assign_chain_11,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.03125,0.828125,0.796875,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,encode_only,atomic,13,command_exec_assign_chain_11,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.0625,-0.046875,0.015625,0,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,encode_only,atomic,13,command_exec_assign_chain_11,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,0.8125,0.84375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,flatten_only,atomic,14,command_exec_assign_chain_11,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.03125,-0.09375,-0.0625,0,1,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,sink,flatten_only,atomic,14,command_exec_assign_chain_11,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,0.078125,0.3125,0.234375,1,0,0.0,0.0
deepseek-coder-6.7b,jlens,-1,,e6,normalize,baseline,0,command_exec_assign_chain_11,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,0.7624695284826519,0.7624695284826519,-0.046875,0.015625,0.0625,1,0,0.0,0.0
