lens,layer,family,read,n,median_rank,mean_margin,pass@1,pass@10,pass@25
j-lens,17,alias,use,10,942.5,0.8359375,0.0,0.0,0.0
j-lens,18,alias,use,10,1453.0,-0.603125,0.0,0.0,0.0
j-lens,19,alias,use,10,825.5,-1.08046875,0.0,0.0,0.0
j-lens,20,alias,use,10,561.0,-1.29609375,0.0,0.0,0.0
j-lens,21,alias,use,10,254.0,-0.7796875,0.0,0.0,0.0
j-lens,22,alias,use,10,125.5,1.9916015625,0.0,0.0,0.0
j-lens,0,arith,answer,10,1251.0,-1.79453125,0.0,0.0,0.0
j-lens,1,arith,answer,10,1509.0,-1.7049041748046876,0.0,0.0,0.0
j-lens,2,arith,answer,10,923.0,-2.25546875,0.0,0.0,0.0
j-lens,3,arith,answer,10,896.0,-1.695556640625,0.0,0.0,0.0
j-lens,4,arith,answer,10,1670.5,-1.4337890625,0.0,0.0,0.0
j-lens,5,arith,answer,10,390.0,-1.04921875,0.0,0.0,0.0
j-lens,6,arith,answer,10,536.0,-1.729296875,0.0,0.0,0.0
j-lens,7,arith,answer,10,604.0,-1.320703125,0.0,0.0,0.0
j-lens,8,arith,answer,10,957.5,-1.4809814453125,0.0,0.0,0.0
j-lens,9,arith,answer,10,3027.5,-1.6771484375,0.0,0.0,0.0
j-lens,10,arith,answer,10,2051.5,-4.13818359375,0.0,0.0,0.0
j-lens,11,arith,answer,10,2585.5,-3.3185546875,0.0,0.0,0.0
j-lens,12,arith,answer,10,2785.5,-3.179150390625,0.0,0.0,0.0
j-lens,13,arith,answer,10,2457.5,-3.221875,0.0,0.0,0.0
j-lens,14,arith,answer,10,1623.5,-1.08203125,0.0,0.0,0.0
j-lens,15,arith,answer,10,42.5,0.084375,0.0,0.1,0.2
j-lens,16,arith,answer,10,36.5,0.2875,0.0,0.1,0.4
j-lens,17,arith,answer,10,12.5,2.18125,0.1,0.2,0.7
j-lens,18,arith,answer,10,0.0,6.746875,0.6,1.0,1.0
j-lens,19,arith,answer,10,0.0,7.8046875,0.9,1.0,1.0
j-lens,20,arith,answer,10,0.0,14.365625,1.0,1.0,1.0
j-lens,21,arith,answer,10,0.0,12.8625,1.0,1.0,1.0
j-lens,22,arith,answer,10,0.0,12.346875,1.0,1.0,1.0
j-lens,0,arith,use,10,6027.0,-2.38818359375,0.0,0.0,0.0
j-lens,1,arith,use,10,9716.0,-2.637158203125,0.0,0.0,0.0
j-lens,2,arith,use,10,3327.0,-3.5904296875,0.0,0.0,0.0
j-lens,3,arith,use,10,3645.0,-2.523046875,0.0,0.0,0.0
j-lens,4,arith,use,10,2534.5,-2.551171875,0.0,0.0,0.0
j-lens,5,arith,use,10,2100.5,-2.025,0.0,0.0,0.0
j-lens,6,arith,use,10,4559.0,-0.96875,0.0,0.0,0.0
j-lens,7,arith,use,10,4479.0,-1.661572265625,0.0,0.0,0.0
j-lens,8,arith,use,10,3174.0,-1.585107421875,0.0,0.0,0.0
j-lens,9,arith,use,10,4940.0,-2.053076171875,0.0,0.0,0.0
j-lens,10,arith,use,10,2551.5,-1.8671875,0.0,0.0,0.0
j-lens,11,arith,use,10,2708.5,-1.6421875,0.0,0.0,0.0
j-lens,12,arith,use,10,4269.0,-1.690625,0.0,0.0,0.0
j-lens,13,arith,use,10,4024.0,-1.6875,0.0,0.0,0.0
j-lens,14,arith,use,10,4619.5,-1.7359375,0.0,0.0,0.0
j-lens,15,arith,use,10,4102.5,-1.5203125,0.0,0.0,0.0
j-lens,16,arith,use,10,4481.0,-1.36875,0.0,0.0,0.0
j-lens,17,arith,use,10,1371.0,-1.7375,0.0,0.0,0.0
j-lens,18,arith,use,10,2570.0,-1.6875,0.0,0.0,0.0
j-lens,19,arith,use,10,1527.0,-1.79375,0.0,0.0,0.0
j-lens,20,arith,use,10,1857.0,-2.41875,0.0,0.0,0.0
j-lens,21,arith,use,10,396.5,-3.021875,0.0,0.0,0.0
j-lens,22,arith,use,10,181.5,-4.821875,0.0,0.0,0.0
j-lens,0,binding,answer,20,497.0,-0.002783203125,0.0,0.0,0.0
j-lens,1,binding,answer,20,668.0,-0.005322265625,0.0,0.0,0.0
j-lens,2,binding,answer,20,293.5,-0.00159912109375,0.0,0.0,0.0
j-lens,3,binding,answer,20,520.5,0.00540771484375,0.0,0.0,0.0
j-lens,4,binding,answer,20,751.5,0.00908203125,0.0,0.0,0.0
j-lens,5,binding,answer,20,431.0,-0.0046875,0.0,0.0,0.0
j-lens,6,binding,answer,20,541.0,-0.001513671875,0.0,0.0,0.0
j-lens,7,binding,answer,20,447.5,-0.00751953125,0.0,0.0,0.0
j-lens,8,binding,answer,20,232.5,0.042730712890625,0.0,0.0,0.0
j-lens,9,binding,answer,20,1033.0,0.0533203125,0.0,0.0,0.0
j-lens,10,binding,answer,20,370.5,0.0980224609375,0.0,0.0,0.0
j-lens,11,binding,answer,20,328.0,0.0988525390625,0.0,0.05,0.05
j-lens,12,binding,answer,20,305.5,0.14810791015625,0.0,0.05,0.1
j-lens,13,binding,answer,20,181.0,0.3683868408203125,0.0,0.05,0.1
j-lens,14,binding,answer,20,280.5,0.45947265625,0.0,0.0,0.15
j-lens,15,binding,answer,20,121.0,0.4123046875,0.0,0.2,0.4
j-lens,16,binding,answer,20,22.5,0.618359375,0.05,0.4,0.55
j-lens,17,binding,answer,20,1.5,1.36796875,0.25,0.9,0.95
j-lens,18,binding,answer,20,0.0,1.840625,0.8,1.0,1.0
j-lens,19,binding,answer,20,0.0,2.615625,0.9,1.0,1.0
j-lens,20,binding,answer,20,0.0,4.840625,0.85,1.0,1.0
j-lens,21,binding,answer,20,0.0,3.65625,0.85,1.0,1.0
j-lens,22,binding,answer,20,0.0,3.421875,0.9,1.0,1.0
j-lens,0,binding,use,20,2417.0,0.003125,0.0,0.0,0.0
j-lens,1,binding,use,20,3110.0,4.2724609375e-05,0.0,0.0,0.0
j-lens,2,binding,use,20,595.0,-0.030859375,0.0,0.0,0.0
j-lens,3,binding,use,20,1290.0,0.047802734375,0.0,0.0,0.0
j-lens,4,binding,use,20,1082.0,-0.015240478515625,0.0,0.0,0.0
j-lens,5,binding,use,20,1052.5,0.008355712890625,0.0,0.0,0.0
j-lens,6,binding,use,20,803.0,0.018804931640625,0.0,0.0,0.0
j-lens,7,binding,use,20,1563.5,-0.02725830078125,0.0,0.0,0.0
j-lens,8,binding,use,20,1384.5,0.11943359375,0.0,0.0,0.0
j-lens,9,binding,use,20,2733.0,0.1321380615234375,0.0,0.0,0.0
j-lens,10,binding,use,20,1014.0,0.21104736328125,0.0,0.0,0.0
j-lens,11,binding,use,20,1058.0,0.13359375,0.0,0.0,0.0
j-lens,12,binding,use,20,1528.5,0.053515625,0.0,0.0,0.0
j-lens,13,binding,use,20,1625.5,0.04921875,0.0,0.0,0.0
j-lens,14,binding,use,20,2279.0,0.046875,0.0,0.0,0.0
j-lens,15,binding,use,20,1281.5,0.06796875,0.0,0.0,0.0
j-lens,16,binding,use,20,1749.5,0.0671875,0.0,0.0,0.0
j-lens,17,binding,use,20,552.0,-0.048828125,0.0,0.0,0.0
j-lens,18,binding,use,20,1030.5,-0.04375,0.0,0.0,0.0
j-lens,19,binding,use,20,583.5,-0.07890625,0.0,0.0,0.0
j-lens,20,binding,use,20,656.0,-0.14609375,0.0,0.0,0.0
j-lens,21,binding,use,20,197.5,-0.17421875,0.0,0.0,0.0
j-lens,22,binding,use,20,85.5,-0.124951171875,0.0,0.0,0.0
j-lens,0,call,answer,10,469.5,1.50048828125,0.0,0.0,0.0
j-lens,1,call,answer,10,529.5,1.431060791015625,0.0,0.0,0.0
j-lens,2,call,answer,10,266.5,2.90625,0.0,0.0,0.0
j-lens,3,call,answer,10,410.5,3.61114501953125,0.0,0.0,0.0
j-lens,4,call,answer,10,684.0,2.7864990234375,0.0,0.0,0.0
j-lens,5,call,answer,10,201.0,4.1455078125,0.0,0.0,0.0
j-lens,6,call,answer,10,223.0,3.650146484375,0.0,0.0,0.0
j-lens,7,call,answer,10,202.5,3.8665771484375,0.0,0.0,0.0
j-lens,8,call,answer,10,122.0,4.14599609375,0.0,0.0,0.3
j-lens,9,call,answer,10,334.0,1.773193359375,0.0,0.0,0.0
j-lens,10,call,answer,10,33.5,2.642333984375,0.2,0.2,0.4
j-lens,11,call,answer,10,9.5,2.88134765625,0.1,0.5,0.8
j-lens,12,call,answer,10,13.0,3.5166015625,0.0,0.3,0.8
j-lens,13,call,answer,10,10.0,5.225341796875,0.0,0.5,0.7
j-lens,14,call,answer,10,6.0,5.009765625,0.0,0.6,0.7
j-lens,15,call,answer,10,3.0,6.057819366455078,0.3,0.8,0.9
j-lens,16,call,answer,10,1.5,6.954345703125,0.1,0.9,0.9
j-lens,17,call,answer,10,0.0,8.6846923828125,0.6,0.9,1.0
j-lens,18,call,answer,10,0.0,10.9560546875,0.9,0.9,1.0
j-lens,19,call,answer,10,0.0,14.47314453125,0.9,1.0,1.0
j-lens,20,call,answer,10,0.0,15.7890625,1.0,1.0,1.0
j-lens,21,call,answer,10,0.0,16.2177734375,1.0,1.0,1.0
j-lens,22,call,answer,10,0.0,21.3212890625,1.0,1.0,1.0
j-lens,0,call,use,10,3506.0,0.8116455078125,0.0,0.0,0.0
j-lens,1,call,use,10,5081.0,0.2523193359375,0.0,0.0,0.0
j-lens,2,call,use,10,1760.0,1.488525390625,0.0,0.0,0.0
j-lens,3,call,use,10,2799.0,2.216796875,0.0,0.0,0.0
j-lens,4,call,use,10,1275.0,2.47802734375,0.0,0.0,0.0
j-lens,5,call,use,10,1067.0,1.40020751953125,0.0,0.0,0.0
j-lens,6,call,use,10,4879.5,-0.6551513671875,0.0,0.0,0.0
j-lens,7,call,use,10,2677.5,-0.65252685546875,0.0,0.0,0.0
j-lens,8,call,use,10,2142.0,-1.015960693359375,0.0,0.0,0.0
j-lens,9,call,use,10,2610.5,-2.7506103515625,0.0,0.0,0.0
j-lens,10,call,use,10,896.0,-0.158447265625,0.0,0.0,0.0
j-lens,11,call,use,10,1427.0,-0.7431640625,0.0,0.0,0.0
j-lens,12,call,use,10,2011.5,-0.61083984375,0.0,0.0,0.0
j-lens,13,call,use,10,1366.5,0.703125,0.0,0.0,0.0
j-lens,14,call,use,10,1802.5,0.5234375,0.0,0.0,0.0
j-lens,15,call,use,10,1594.5,1.2421875,0.0,0.0,0.0
j-lens,16,call,use,10,1832.0,1.447265625,0.0,0.0,0.0
j-lens,17,call,use,10,757.5,2.91015625,0.0,0.0,0.0
j-lens,18,call,use,10,1032.5,2.45703125,0.0,0.0,0.0
j-lens,19,call,use,10,722.0,2.48828125,0.0,0.0,0.0
j-lens,20,call,use,10,749.0,2.046875,0.0,0.0,0.0
j-lens,21,call,use,10,225.5,3.81640625,0.0,0.0,0.0
j-lens,22,call,use,10,116.5,7.318359375,0.0,0.0,0.0
j-lens,0,defuse,answer,10,476.5,1.017578125,0.0,0.0,0.0
j-lens,1,defuse,answer,10,553.0,0.7374267578125,0.0,0.0,0.0
j-lens,2,defuse,answer,10,315.0,0.853515625,0.0,0.0,0.0
j-lens,3,defuse,answer,10,682.0,0.7177734375,0.0,0.0,0.0
j-lens,4,defuse,answer,10,750.5,0.4921875,0.0,0.0,0.0
j-lens,5,defuse,answer,10,293.5,0.234375,0.0,0.0,0.0
j-lens,6,defuse,answer,10,363.0,0.6640625,0.0,0.0,0.0
j-lens,7,defuse,answer,10,217.0,0.244140625,0.0,0.0,0.0
j-lens,8,defuse,answer,10,326.0,0.6328125,0.0,0.0,0.0
j-lens,9,defuse,answer,10,688.0,0.90234375,0.0,0.0,0.0
j-lens,10,defuse,answer,10,150.5,2.3603515625,0.0,0.0,0.0
j-lens,11,defuse,answer,10,48.0,2.47509765625,0.0,0.0,0.1
j-lens,12,defuse,answer,10,28.0,2.75732421875,0.0,0.1,0.4
j-lens,13,defuse,answer,10,17.5,3.2841796875,0.0,0.1,0.7
j-lens,14,defuse,answer,10,14.0,2.697265625,0.0,0.5,0.6
j-lens,15,defuse,answer,10,3.0,2.0859375,0.3,0.7,0.8
j-lens,16,defuse,answer,10,4.0,1.9140625,0.2,0.7,0.9
j-lens,17,defuse,answer,10,1.5,3.125,0.4,1.0,1.0
j-lens,18,defuse,answer,10,0.5,1.171875,0.5,1.0,1.0
j-lens,19,defuse,answer,10,0.0,2.25,0.8,1.0,1.0
j-lens,20,defuse,answer,10,0.0,3.03125,0.9,1.0,1.0
j-lens,21,defuse,answer,10,0.0,2.8125,0.9,1.0,1.0
j-lens,22,defuse,answer,10,0.0,4.3125,0.9,1.0,1.0
j-lens,0,defuse,use,10,2356.5,1.0,0.0,0.0,0.0
j-lens,1,defuse,use,10,3327.5,1.2802734375,0.0,0.0,0.0
j-lens,2,defuse,use,10,1976.0,1.69921875,0.0,0.0,0.0
j-lens,3,defuse,use,10,3269.0,1.5107421875,0.0,0.0,0.0
j-lens,4,defuse,use,10,1791.5,1.1953125,0.0,0.0,0.0
j-lens,5,defuse,use,10,1035.5,1.47265625,0.0,0.0,0.0
j-lens,6,defuse,use,10,1491.5,1.64141845703125,0.0,0.0,0.0
j-lens,7,defuse,use,10,1891.5,1.3251953125,0.0,0.0,0.0
j-lens,8,defuse,use,10,2438.5,1.78515625,0.0,0.0,0.0
j-lens,9,defuse,use,10,2843.5,1.66015625,0.0,0.0,0.0
j-lens,10,defuse,use,10,906.0,1.78125,0.0,0.0,0.0
j-lens,11,defuse,use,10,1115.0,1.5078125,0.0,0.0,0.0
j-lens,12,defuse,use,10,1669.0,1.296875,0.0,0.0,0.0
j-lens,13,defuse,use,10,1447.5,1.53125,0.0,0.0,0.0
j-lens,14,defuse,use,10,2698.0,1.734375,0.0,0.0,0.0
j-lens,15,defuse,use,10,1542.0,1.8203125,0.0,0.0,0.0
j-lens,16,defuse,use,10,2201.0,1.84375,0.0,0.0,0.0
j-lens,17,defuse,use,10,775.5,1.859375,0.0,0.0,0.0
j-lens,18,defuse,use,10,2463.5,1.46875,0.0,0.0,0.0
j-lens,19,defuse,use,10,1586.5,1.390625,0.0,0.0,0.0
j-lens,20,defuse,use,10,795.5,2.484375,0.0,0.0,0.0
j-lens,21,defuse,use,10,295.0,2.7421875,0.0,0.0,0.0
j-lens,22,defuse,use,10,101.5,4.080078125,0.0,0.0,0.0
j-lens,0,loopvar,use,10,193.0,3.65,0.0,0.0,0.0
j-lens,1,loopvar,use,10,771.0,3.184375,0.0,0.0,0.0
j-lens,2,loopvar,use,10,2339.5,2.765625,0.0,0.0,0.0
j-lens,3,loopvar,use,10,3108.0,1.921875,0.0,0.0,0.0
j-lens,4,loopvar,use,10,1401.0,1.4359375,0.0,0.0,0.0
j-lens,5,loopvar,use,10,902.0,2.9859375,0.0,0.0,0.0
j-lens,6,loopvar,use,10,100.5,4.053515625,0.0,0.0,0.0
j-lens,7,loopvar,use,10,142.0,5.122265625,0.0,0.0,0.0
j-lens,8,loopvar,use,10,160.0,4.99951171875,0.0,0.0,0.0
j-lens,9,loopvar,use,10,62.0,3.44998779296875,0.0,0.0,0.0
j-lens,10,loopvar,use,10,19.0,4.365625,0.0,0.2,0.7
j-lens,11,loopvar,use,10,26.0,3.263671875,0.0,0.0,0.5
j-lens,12,loopvar,use,10,4.0,6.7671142578125,0.0,1.0,1.0
j-lens,13,loopvar,use,10,0.0,9.46640625,0.8,1.0,1.0
j-lens,14,loopvar,use,10,0.0,10.9412109375,0.8,1.0,1.0
j-lens,15,loopvar,use,10,0.0,10.9466796875,1.0,1.0,1.0
j-lens,16,loopvar,use,10,0.0,11.31953125,1.0,1.0,1.0
j-lens,17,loopvar,use,10,0.0,20.6625,1.0,1.0,1.0
j-lens,18,loopvar,use,10,0.0,23.1734375,1.0,1.0,1.0
j-lens,19,loopvar,use,10,0.0,24.496875,1.0,1.0,1.0
j-lens,20,loopvar,use,10,0.0,24.790625,0.8,1.0,1.0
j-lens,21,loopvar,use,10,0.0,23.2875,1.0,1.0,1.0
j-lens,22,loopvar,use,10,0.0,22.2890625,1.0,1.0,1.0
j-lens,0,scopeword,use,20,4276.5,0.009375,0.0,0.0,0.0
j-lens,1,scopeword,use,20,5279.5,0.0623046875,0.0,0.0,0.0
j-lens,2,scopeword,use,20,3743.5,-0.0390625,0.0,0.0,0.0
j-lens,3,scopeword,use,20,6603.0,-0.30546875,0.0,0.0,0.0
j-lens,4,scopeword,use,20,3579.0,-0.436328125,0.0,0.0,0.0
j-lens,5,scopeword,use,20,1350.5,0.3286323547363281,0.0,0.0,0.0
j-lens,6,scopeword,use,20,2735.0,0.71455078125,0.0,0.0,0.0
j-lens,7,scopeword,use,20,1521.5,-0.209564208984375,0.0,0.0,0.0
j-lens,8,scopeword,use,20,2322.5,0.03001708984375,0.0,0.0,0.0
j-lens,9,scopeword,use,20,127.5,0.27783203125,0.0,0.0,0.05
j-lens,10,scopeword,use,20,94.5,0.28515625,0.0,0.0,0.0
j-lens,11,scopeword,use,20,124.5,0.666522216796875,0.0,0.0,0.05
j-lens,12,scopeword,use,20,113.0,0.1935302734375,0.0,0.0,0.1
j-lens,13,scopeword,use,20,174.5,-0.4145263671875,0.0,0.0,0.0
j-lens,14,scopeword,use,20,64.0,-0.6314754486083984,0.0,0.0,0.0
j-lens,15,scopeword,use,20,199.5,-1.111181640625,0.0,0.0,0.0
j-lens,16,scopeword,use,20,213.0,-1.040869140625,0.0,0.0,0.0
j-lens,17,scopeword,use,20,260.0,-0.86011962890625,0.0,0.0,0.0
j-lens,18,scopeword,use,20,227.0,-0.625830078125,0.0,0.0,0.0
j-lens,19,scopeword,use,20,290.0,-0.4076171875,0.0,0.0,0.0
j-lens,20,scopeword,use,20,230.5,0.304541015625,0.0,0.0,0.0
j-lens,21,scopeword,use,20,261.0,0.565625,0.0,0.0,0.0
j-lens,22,scopeword,use,20,433.5,0.8203125,0.0,0.0,0.0
j-lens,0,typeof,use,10,291.0,0.1015625,0.0,0.0,0.0
j-lens,1,typeof,use,10,698.0,0.459375,0.0,0.0,0.0
j-lens,2,typeof,use,10,2584.0,0.8375,0.0,0.0,0.0
j-lens,3,typeof,use,10,1709.0,1.090625,0.0,0.0,0.0
j-lens,4,typeof,use,10,1188.0,1.08125,0.0,0.0,0.0
j-lens,5,typeof,use,10,501.0,2.175,0.0,0.0,0.0
j-lens,6,typeof,use,10,190.0,1.94814453125,0.0,0.0,0.0
j-lens,7,typeof,use,10,305.0,1.6998046875,0.0,0.0,0.0
j-lens,8,typeof,use,10,146.0,2.2373046875,0.0,0.0,0.3
j-lens,9,typeof,use,10,17.0,3.1421875,0.0,0.0,0.6
j-lens,10,typeof,use,10,21.0,3.3685546875,0.0,0.0,0.6
j-lens,11,typeof,use,10,19.0,4.1328125,0.0,0.3,0.6
j-lens,12,typeof,use,10,12.0,4.867578125,0.0,0.3,1.0
j-lens,13,typeof,use,10,5.0,5.375,0.0,1.0,1.0
j-lens,14,typeof,use,10,2.0,7.8515625,0.3,1.0,1.0
j-lens,15,typeof,use,10,0.0,9.05625,0.6,1.0,1.0
j-lens,16,typeof,use,10,0.0,9.47958984375,1.0,1.0,1.0
j-lens,17,typeof,use,10,0.0,12.75703125,0.7,1.0,1.0
j-lens,18,typeof,use,10,0.0,16.111328125,0.7,1.0,1.0
j-lens,19,typeof,use,10,2.0,16.34140625,0.4,1.0,1.0
j-lens,20,typeof,use,10,2.0,16.21015625,0.4,1.0,1.0
j-lens,21,typeof,use,10,1.0,14.25546875,0.4,1.0,1.0
j-lens,22,typeof,use,10,1.0,13.96015625,0.4,1.0,1.0
logit-lens,0,alias,answer,10,10455.0,-2.340625,0.0,0.0,0.0
logit-lens,1,alias,answer,10,17609.0,-2.98828125,0.0,0.0,0.0
logit-lens,2,alias,answer,10,13313.5,-2.23916015625,0.0,0.0,0.0
logit-lens,3,alias,answer,10,11380.0,-0.8158203125,0.0,0.0,0.0
logit-lens,4,alias,answer,10,2583.0,2.1587890625,0.0,0.0,0.0
logit-lens,5,alias,answer,10,1451.0,3.71085205078125,0.0,0.0,0.0
logit-lens,6,alias,answer,10,497.5,4.7892578125,0.0,0.0,0.1
logit-lens,7,alias,answer,10,381.0,5.370703125,0.0,0.1,0.1
logit-lens,8,alias,answer,10,88.0,6.707421875,0.0,0.3,0.4
logit-lens,9,alias,answer,10,31.0,6.2412109375,0.0,0.3,0.5
logit-lens,10,alias,answer,10,10.5,6.66796875,0.0,0.5,0.7
logit-lens,11,alias,answer,10,1.5,8.82734375,0.2,0.9,1.0
logit-lens,12,alias,answer,10,1.0,7.99140625,0.3,0.9,0.9
logit-lens,13,alias,answer,10,3.0,7.821875,0.1,0.8,0.9
logit-lens,14,alias,answer,10,1.5,9.217578125,0.4,1.0,1.0
logit-lens,15,alias,answer,10,1.0,11.7015625,0.2,1.0,1.0
logit-lens,16,alias,answer,10,1.0,13.0306640625,0.3,1.0,1.0
logit-lens,17,alias,answer,10,0.0,15.8880859375,0.6,1.0,1.0
logit-lens,18,alias,answer,10,0.0,18.573577880859375,0.8,1.0,1.0
logit-lens,19,alias,answer,10,0.0,22.66376953125,1.0,1.0,1.0
logit-lens,20,alias,answer,10,0.0,23.868359375,1.0,1.0,1.0
logit-lens,21,alias,answer,10,0.0,18.665625,1.0,1.0,1.0
logit-lens,22,alias,answer,10,0.0,16.45699462890625,1.0,1.0,1.0
logit-lens,0,alias,use,10,7363.0,0.31630859375,0.0,0.0,0.0
logit-lens,1,alias,use,10,21815.0,-1.85458984375,0.0,0.0,0.0
logit-lens,2,alias,use,10,18233.0,-1.34296875,0.0,0.0,0.0
logit-lens,3,alias,use,10,13558.5,-0.967431640625,0.0,0.0,0.0
logit-lens,4,alias,use,10,8688.0,-0.1373046875,0.0,0.0,0.0
logit-lens,5,alias,use,10,13245.5,0.0163238525390625,0.0,0.0,0.0
logit-lens,6,alias,use,10,11303.0,0.729638671875,0.0,0.0,0.0
logit-lens,7,alias,use,10,12593.5,0.229541015625,0.0,0.0,0.0
logit-lens,8,alias,use,10,9954.0,0.09599609375,0.0,0.0,0.0
logit-lens,9,alias,use,10,2849.0,1.353125,0.0,0.0,0.0
logit-lens,10,alias,use,10,1330.0,2.8890625,0.0,0.0,0.0
logit-lens,11,alias,use,10,1384.0,2.112109375,0.0,0.0,0.0
logit-lens,12,alias,use,10,1240.0,2.098046875,0.0,0.0,0.0
logit-lens,13,alias,use,10,1217.0,1.348046875,0.0,0.0,0.0
logit-lens,14,alias,use,10,1407.0,1.4017578125,0.0,0.0,0.0
logit-lens,15,alias,use,10,778.5,2.070068359375,0.0,0.0,0.0
logit-lens,16,alias,use,10,905.0,2.4,0.0,0.0,0.0
logit-lens,17,alias,use,10,909.5,1.78515625,0.0,0.0,0.0
logit-lens,18,alias,use,10,421.5,2.1212890625,0.0,0.0,0.0
logit-lens,19,alias,use,10,225.0,2.26416015625,0.0,0.0,0.0
logit-lens,20,alias,use,10,244.5,1.323046875,0.0,0.0,0.0
logit-lens,21,alias,use,10,155.5,1.3578125,0.0,0.0,0.0
logit-lens,22,alias,use,10,125.5,1.9916015625,0.0,0.0,0.0
logit-lens,0,arith,answer,10,11751.0,-2.176171875,0.0,0.0,0.0
logit-lens,1,arith,answer,10,21175.5,-3.0234375,0.0,0.0,0.0
logit-lens,2,arith,answer,10,16439.0,-2.967578125,0.0,0.0,0.0
logit-lens,3,arith,answer,10,9779.0,-3.0384765625,0.0,0.0,0.0
logit-lens,4,arith,answer,10,1809.5,-2.0234375,0.0,0.0,0.0
logit-lens,5,arith,answer,10,369.5,-2.221875,0.0,0.0,0.0
logit-lens,6,arith,answer,10,330.0,-3.975,0.0,0.0,0.0
logit-lens,7,arith,answer,10,153.5,-4.88125,0.0,0.0,0.0
logit-lens,8,arith,answer,10,236.0,-3.746875,0.0,0.0,0.0
logit-lens,9,arith,answer,10,168.5,-3.2984375,0.0,0.0,0.0
logit-lens,10,arith,answer,10,516.5,-6.5375,0.0,0.0,0.0
logit-lens,11,arith,answer,10,767.0,-6.509375,0.0,0.0,0.0
logit-lens,12,arith,answer,10,370.0,-5.534375,0.0,0.0,0.0
logit-lens,13,arith,answer,10,1082.5,-5.29375,0.0,0.0,0.0
logit-lens,14,arith,answer,10,233.5,-2.05625,0.1,0.1,0.1
logit-lens,15,arith,answer,10,3.5,0.7125,0.1,0.7,0.9
logit-lens,16,arith,answer,10,0.5,1.0625,0.5,0.9,1.0
logit-lens,17,arith,answer,10,0.5,3.9375,0.5,0.9,1.0
logit-lens,18,arith,answer,10,0.0,9.884375,1.0,1.0,1.0
logit-lens,19,arith,answer,10,0.0,10.35,1.0,1.0,1.0
logit-lens,20,arith,answer,10,0.0,15.740625,1.0,1.0,1.0
logit-lens,21,arith,answer,10,0.0,15.353125,1.0,1.0,1.0
