model,base_id,donor_id,split,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,rho_from,rho_to,delta_frac_inner_def_name,delta_frac_inner_def_value,delta_frac_outer_def_name,delta_frac_outer_def_value,delta_frac_use_site,delta_frac_return_kw,delta_frac_signature,delta_frac_suffix,delta_frac_other,delta_frac_outer_def,delta_frac_inner_def,delta_frac_inner_def_identical,delta_frac_both_defs,binding_shift,binding_shift_identical
deepseek-coder-1.3b,base_0000,base_0152,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,1.0000001504614495,0.9999998515815318,0.05885079984021119,1.4139320318385271,-1.0795521966363344,-0.5315137027526878,-0.2925863803066738,0.005756876119353353,0.9057196507772965,-2.113133430994524,1.632526053234915,-1.6110658993890223,1.4727828316787384,1.4139320318385271,-0.13828306771028404,3.0838487310677607,3.0249979312275492
deepseek-coder-1.3b,base_0000,base_0152,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,1.0000001159625815,1.0000003494018097,0.15975493428516993,-0.1605984813809035,-1.1135714727087311,-0.9727450569423762,-0.004818304167720411,0.10721529817991332,0.6456223939676772,-0.1259866632884351,1.4651275854946337,-2.0863165296511075,-0.0008435470957335461,-0.1605984813809035,-2.087160076746841,2.0854729825553737,1.925718048270204
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,0.9999997917958554,0.9999998537554666,0.27526147228911046,-0.6082334157468293,0.06671538971111107,0.09569932826563436,-0.12137603409597152,0.10801820349816182,2.103804506782872,-1.7554830210798475,-0.16440636766463027,0.16241471797674545,-0.33297194345771886,-0.6082334157468293,-0.1705572254809734,-0.4953866614344643,-0.7706481337235748
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,1.0000000159653712,1.0000010895217781,0.28107843836491925,-0.682225107386602,-0.2522957344449092,0.0686924659517916,-0.2291030783133652,0.19617333682542795,1.5420068007622065,-1.870972243895919,0.9466461956928574,-0.18360326849311762,-0.4011466690216828,-0.682225107386602,-0.5847499375148004,-0.21754340052856516,-0.49862183889348444
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,0.9999999959432253,1.0000000877467206,0.3951025665854891,-1.2185730726525683,-0.6427984169110967,0.3444915407482282,0.2263105830596897,0.11132415737877767,1.3676232935786856,-2.2261819479696956,1.6427013879859858,-0.2983068761628685,-0.8234705060670791,-1.2185730726525683,-1.1217773822299475,-0.5251636299042106,-0.9202661964896999
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,0.9999999034225903,0.9999999963438868,0.31044112235895205,-0.9150796148159487,-1.103689834067251,0.3217280879030445,-0.05530038064853815,0.09018000452992433,1.7674021045505937,-2.525965870835443,2.110284473945962,-0.7819617461642064,-0.6046384924569966,-0.9150796148159487,-1.386600238621203,0.1773232537072098,-0.13311786865174224
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,0.9999999463458835,0.9999994150218645,0.27555915706303735,-0.8822536905074346,-1.474105446705932,0.44310412980915037,-0.3356913258997103,0.01741661688912677,1.7499502443120845,-1.6741361535735253,1.880155937289184,-1.0310013168967815,-0.6066945334443973,-0.8822536905074346,-1.637695850341179,0.42430678345238426,0.1487476263893469
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,0.9999999712099863,0.9999974699695626,0.32527276160333507,-0.6050243087050313,-1.295936111294133,-0.8451894094177111,-0.08475488638858895,0.10700118623418661,1.648249389227771,-1.0876682271135252,1.8380471046132731,-2.141125520711844,-0.2797515471016963,-0.6050243087050313,-2.4208770678135405,1.8613739736101478,1.5361012120068127
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,1.0000000720958258,0.9999949792176803,0.2605110283922923,0.41086904971425864,-0.44388810883368185,-0.5142231592586651,-0.11090974234673684,0.09751251573516415,1.715407994012164,-1.6414949785077644,0.2262103082148234,-0.958111268092347,0.6713800781065509,0.41086904971425864,-0.2867311899857961,1.6294913461988978,1.3689803178066056
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,1.0000001242033254,0.9999959771756479,0.24914211339038989,0.5014624624800832,-0.5924626290489883,-0.7384701557730714,-0.19838320528018705,0.15813726295009686,1.2398801762021852,-1.7481965398766934,1.1288863679285073,-1.3309327848220598,0.750604575870473,0.5014624624800832,-0.5803282089515867,2.0815373606925327,1.832395247302143
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,0.9999999998621496,0.9999961755275417,0.35805078038145083,0.4306748143844902,-0.6973996091037694,-0.9363733387380907,0.1641620444732823,0.08292780697256648,1.135994714369033,-2.0771347514562137,1.5390937143826433,-1.6337729478418601,0.788725594765941,0.4306748143844902,-0.8450473530759193,2.422498542607801,2.0644477622263504
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,1.0000000016542063,0.9999967457892374,0.2744601454380241,0.7858015827235412,-1.01333096433317,-1.0310285787457492,-0.03469589302029234,0.07011162121731643,1.4542618931067766,-2.374271146772532,1.8686880845211162,-2.044359543078919,1.0602617281615654,0.7858015827235412,-0.9840978149173543,3.1046212712404846,2.8301611258024604
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,1.0000000769205943,0.9999966776057734,0.2209501323416627,0.9201361176555318,-1.2628626718505396,-1.1423563864460364,-0.28961217542580536,0.0009528187788119674,1.4112998656117102,-1.4962473784080101,1.6377362784278537,-2.4052190582965762,1.1410862499971945,0.9201361176555318,-1.2641328082993815,3.5463053082937708,3.325355175952108
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,0.9999999194952918,0.9999971517907704,0.27380525893961033,-0.4889668750013394,-1.139330484266883,-1.5199087695630351,-0.07638104727804793,0.07678963552243745,1.3544799852773828,-0.062186661923926745,1.5816961905892801,-2.6592392538299183,-0.215161616061729,-0.4889668750013394,-2.8744008698916472,2.4440776377681894,2.170272378828579
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,1.000000050172504,0.9999999828995194,0.01899202398067823,-0.008512071898906376,0.05450922278242942,-0.04162742805486422,-0.027974466227280125,-0.0033556518740972723,-0.07082304679629253,0.012389229191287376,0.06640212162406098,0.012881794727565177,0.010479952081771854,-0.008512071898906376,0.023361746809337003,-0.002401842645793323,-0.021393866626471553
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,1.0000000817625987,0.9999998704650249,0.011920898429735472,-0.011799846123293795,-0.013283339683599571,-0.03742096360768391,-0.007283850951595564,-0.0006575385900810086,-0.02188955680457388,0.004844376937197914,0.07556960909632032,-0.0507043032912835,0.00012105230644168796,-0.011799846123293795,-0.05058325098484179,0.05082535559772519,0.03890445716798971
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,0.9999999150518453,0.9999999343937969,-0.006606668767158158,0.014576131876282511,-0.007413249404411043,-0.041982604484392214,0.01765618251130581,0.003441801168112752,-0.029981103706336,0.03488157282882026,0.01542795731972757,-0.0493958538888033,0.007969463109124345,0.014576131876282511,-0.04142639077967891,0.05736531699792764,0.06397198576508581
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,1.0000000282452615,1.0000000074552502,0.0031192523108423027,0.0129633352142699,-0.014915362480317301,-0.04079871850190147,-0.002123437524798287,-0.0005667640079623547,-0.01856024655736338,0.04684131169822381,0.014040609058995793,-0.05571408098221875,0.016082587525112213,0.0129633352142699,-0.03963149345710648,0.07179666850733096,0.06867741619648865
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,1.000000081762599,1.0000000372762519,-0.0028269791011181515,0.035019237887739266,-0.010211569474163074,-0.06222846658313626,-0.012268902973818756,0.007051839826618284,-0.02103829593003903,0.07285799905014856,-0.006354907188577966,-0.07244003605729932,0.0321922587866211,0.035019237887739266,-0.04024777727067824,0.10463229484392042,0.10745927394503858
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,1.0000001227500837,0.9999999662649921,-0.006572289220151973,0.029047542565932446,0.0036734384508509965,-0.03358399340531583,0.012115433460739358,-0.00032648023644216975,-0.027071076863302138,0.014129232710942574,0.00858803605165527,-0.029910554954464846,0.022475253345780474,0.029047542565932446,-0.007435301608684358,0.05238580830024532,0.058958097520397296
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,0.9999998551188681,1.0000003439966956,0.018750936144293743,-0.07442103222462385,0.13257584370350728,0.03104164342112628,-0.03403332708419783,-0.0001659884953336987,-0.07885267299317034,-0.014452597229854924,0.019557683636080708,0.16361748712463353,-0.055670096080330106,-0.07442103222462385,0.10794739104430345,-0.21928758320496364,-0.23803851934925738
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,0.9999997297860774,1.0000002481104149,0.007429977176742299,-0.08884427873580926,0.03841551473877419,0.06739095698345941,-0.013714894013613775,0.0018230943659372908,-0.03258811472670846,-0.017749826515930933,0.03783808905148686,0.10580647172223362,-0.08141430155906698,-0.08884427873580926,0.024392170163166638,-0.1872207732813006,-0.19465075045804286
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,0.9999998512092,1.0000002322537345,-0.008990600420552632,-0.08801310680178683,0.010076790400367797,0.11759084277997872,0.011794462842442484,0.004381150913114894,-0.044006349307041365,0.0015393461685309084,-0.004372155530519728,0.12766763318034652,-0.09700370722233946,-0.08801310680178683,0.030663925958007043,-0.224671340402686,-0.21568073998213333
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,0.9999999251577808,1.0000003548165484,0.00027735456623002863,-0.0955415530850953,-0.014369039367420539,0.12992838476571927,-0.010201714589921203,0.0017098833378494235,-0.028882816954714827,0.014006466172546639,0.0030734648135740845,0.11555934539829871,-0.09526419851886526,-0.0955415530850953,0.020295146879433457,-0.21082354391716396,-0.211100898483394
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,0.9999998651723007,1.000000268257727,-0.0045448568920053055,-0.10665929193376666,-0.015870061772951666,0.12608942732374123,-0.01747218333626168,0.008081518797590646,-0.03159658337197817,0.05124155749250914,-0.009269123221451198,0.1102193655507896,-0.11120414882577198,-0.10665929193376666,-0.0009847832749823593,-0.22142351437656158,-0.21687865748455626
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,1.0000000060320593,1.0000002553858331,-0.007563928995666808,-0.05090447413210516,-0.0026630091881746365,0.035525827204724275,0.01264218353439093,-6.034991347381993e-05,-0.03457532556943163,0.04066512079301232,0.006934205620498266,0.03286281801654961,-0.05846840312777196,-0.05090447413210516,-0.02560558511122238,-0.09133122114432157,-0.08376729214865478
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,1.0000004097912734,0.9999999071285288,0.13154699039923498,-0.0794604643663257,0.46529655476814197,0.10284310233247558,-0.2065732799125609,0.004390620726059802,0.03856967399018581,-0.545965788058122,0.08935208745816586,0.5681396571006175,0.05208652603290928,-0.0794604643663257,0.6202261831335267,-0.5160531310677082,-0.6476001214669432
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,1.0000004358871488,1.0000000305886194,0.07630420364583443,-0.04528994593117762,0.08642737187381055,0.0778770533519513,-0.2191106554001928,0.0602837816287376,0.02651829682335374,-0.6457464388190854,0.5827359275282389,0.16430442522576186,0.03101425771465681,-0.04528994593117762,0.19531868294041865,-0.13329016751110506,-0.20959437115693946
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,1.0000006905370094,1.0000000368537583,0.06350101239465261,-0.12458444395249711,-0.16907307500735624,0.18741371763147258,-0.08099205009217736,0.03638489923805768,-0.08215838525509482,-0.5433663230603446,0.7128739944200365,0.018340642624116277,-0.0610834315578445,-0.12458444395249711,-0.04274278893372829,-0.07942407418196078,-0.1429250865766134
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,1.0000006056537225,0.9999999030746152,0.049309640705914634,0.012514560599313947,-0.28535406767725263,0.26344974095867146,-0.23184108114279162,0.0863558456962696,-0.050818111446418096,-0.5885279230121352,0.7449106927393208,-0.02190432671858117,0.06182420130522858,0.012514560599313947,0.03991987458664742,0.08372852802380976,0.034418887317895115
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,1.000000819009011,0.9999999996314624,0.06522293989716782,-0.03416867775569099,-0.28719143563015537,0.23882885609734372,-0.4415304239800486,0.06143548020907058,-0.13838256373762228,-0.262829338218026,0.7986143437404122,-0.048362579532811645,0.03105426214147683,-0.03416867775569099,-0.017308317391334815,0.07941684167428847,0.014193901777120654
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,1.0000003120034326,0.9999999970516993,0.028295642010707556,-0.052272385908696484,-0.3163254076748374,-0.11278509889772065,0.014464728755139213,0.016717987366359918,-0.18752502307022959,-0.13715263037428316,0.7465818728418272,-0.42911050657255806,-0.023976743897988928,-0.052272385908696484,-0.4530872504705471,0.40513376267456913,0.3768381206638616
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,1.0000011906636914,0.9999997372071968,0.1787270418512639,-0.34316846064318496,0.9673193200638353,0.3404878482692378,-0.32007257399606026,0.005078416571746923,0.129498665066171,-1.044586875802973,0.08671516516346939,1.307807168333073,-0.16444141879192106,-0.34316846064318496,1.143365749541152,-1.472248587124994,-1.650975628976258
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,1.0000010085406514,0.9999998387986055,0.09282780045122452,-0.3120103174116117,0.261584133032138,0.395090151276537,-0.32609483163470376,0.09656624038371237,0.0941310827791794,-1.2056165974053301,0.9035211687868084,0.656674284308675,-0.2191825169603872,-0.3120103174116117,0.4374917673482878,-0.8758568012690622,-0.9686846017202868
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,1.0000012117130879,0.9999997034039733,0.08656337627931372,-0.5345611919990871,-0.26502227342813833,0.6988269418966154,-0.025847793283476,0.05768742615135982,-0.14077524204222375,-1.0399269672441263,1.163054215360648,0.4338046684684771,-0.44799781571977343,-0.5345611919990871,-0.01419314725129639,-0.8818024841882506,-0.9683658604675642
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,1.000000915191154,0.9999996934992652,0.06911253071434396,-0.305837346520011,-0.5163166182381498,0.8452577985509527,-0.2371377376130472,0.1438823230197297,-0.08240044624470905,-1.0996790070197069,1.183117281658709,0.328941180312803,-0.236724815805667,-0.305837346520011,0.092216364507136,-0.56566599611847,-0.634778526832814
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,1.0000006754110717,0.999999737934148,0.09887943182625489,-0.4558206063044883,-0.5370033403105127,1.0946981328534051,-0.6856669676395276,0.09270992987550043,-0.2539625946942511,-0.6540845219582986,1.3002495988749943,0.5576947925428926,-0.3569411744782334,-0.4558206063044883,0.2007536180646592,-0.9146359670211259,-1.0135153988473808
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,1.0000005600969863,0.999999792092001,0.053371324527625094,-0.4024026744189018,-0.5758797608632423,-0.03391807567189106,0.01942432515116381,0.029627064853016076,-0.33989355212995087,0.021278192638799598,1.228392387908396,-0.6097978365351333,-0.3490313498912767,-0.4024026744189018,-0.95882918642641,0.2607664866438566,0.2073951621162315
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,0.9999997617941015,0.9999995173629472,0.011426175127676982,0.058544606801648316,-0.04065934498869922,-0.06831767843353935,-0.012992021869902462,-0.0070394444212939535,-0.05710452673569166,0.054185777982055344,0.061956212106591774,-0.10897702342223858,0.06997078192932529,0.058544606801648316,-0.03900624149291332,0.17894780535156388,0.16752163022388689
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,0.9999998448019032,0.9999998716487346,0.01192781308316701,0.061811179393242016,-0.030928539378603903,-0.07950259410634752,-0.011467867123027553,-0.0008024467461042752,-0.03994635382791779,0.05625176159395073,0.03265707395847267,-0.11043113348495148,0.07373899247640903,0.061811179393242016,-0.036692141008542456,0.1841701259613605,0.1722423128781935
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,0.9999998627942857,0.9999996971042118,-0.005104884639935052,0.10135007691815115,0.021925314635426185,-0.12155846654434742,-0.004783408409952873,0.0012187817193190613,-0.013371621648767512,0.04215058917158221,-0.021826546891549586,-0.09963315190892125,0.0962451922782161,0.10135007691815115,-0.0033879596307051507,0.19587834418713734,0.2009832288270724
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,0.9999999294654454,0.9999997998842095,-0.009139873216242926,0.06408263062020167,0.04165456431539677,-0.12864438892163096,-0.023569615920050215,0.00508834643345735,0.001994502982320498,0.04512502755445719,0.003408676570854946,-0.08698982460623417,0.05494275740395875,0.06408263062020167,-0.0320470672022754,0.14193258201019293,0.15107245522643584
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,0.9999998655538535,0.9999998406332617,-0.010207381502883627,0.09336897096618096,0.04914847687804849,-0.12778927658682235,-0.006264367446340482,0.013916022596057502,-0.00233346072218836,-0.011259665277142505,0.0014206561744984914,-0.07864079970877386,0.08316158946329734,0.09336897096618096,0.004520789754523469,0.16180238917207118,0.17200977067495482
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,0.9999999039670382,0.999999753855928,-0.011366329060979733,0.05182083079483226,0.04636892632913178,-0.00765383159181722,0.01695293858083856,0.003069160956098487,0.004524795618620736,-0.12191792725678996,0.018201285518954977,0.03871509473731455,0.040454501733852524,0.05182083079483226,0.07916959647116709,0.001739406996537976,0.013105736057517713
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,0.9999996612074143,0.9999999542940393,0.008227316616087393,0.01068561236983017,0.014313151199737695,-0.01303855766963155,-0.017999125474998195,-0.004282245723963802,-0.05752160283338757,0.028349931106041004,0.03126581349690988,0.0012745935301061717,0.01891292898591756,0.01068561236983017,0.020187522516023793,0.017638335455811387,0.009411018839723999
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,0.9999997875447111,0.9999999970459343,0.00629317422076797,0.007530430957017775,0.0083913005530043,-0.0013706615483830703,-0.01590777455293891,0.0011395406582955683,-0.045266733270131705,0.031518060910922685,0.00767287157266866,0.007020639004621243,0.01382360517778574,0.007530430957017775,0.02084424418240699,0.006802966173164497,0.0005097919523965322
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,0.9999998231277847,1.0000000643329858,-0.007569302125601025,0.029525492692054255,0.03146392667342715,-0.003038366013095456,-0.00854580757549946,0.003213901439189805,-0.022892142461273315,0.009962858695755361,-0.03212032011975598,0.028425560660331695,0.021956190566453225,0.029525492692054255,0.0503817512267849,-0.0064693700938784696,0.00109993203172256
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,0.9999997736360179,0.9999999561813591,-0.009216726623499968,-0.008410814536187299,0.03989318183239479,-0.006683852273688118,-0.02448907081352925,0.007841519100507401,-0.007126582866582909,0.011517101194263912,-0.003324572468337339,0.033209329558706646,-0.017627541159687267,-0.008410814536187299,0.015581788399019414,-0.05083687071839391,-0.041620144094893945
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,0.9999998266049579,0.9999998851196681,-0.010021905604582182,0.005042696773827647,0.04608638498703521,-0.006307045022366883,-0.005491432730070665,0.01510702317933539,-0.01198222039177417,-0.029734257022424937,-0.0026991856542693884,0.03977933996466834,-0.00497920883075454,0.005042696773827647,0.034800131133913836,-0.04475854879542288,-0.034736643190840695
deepseek-coder-1.3b,base_0004,base_0038,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,0.999999804235143,0.9999999231942923,-0.01187028072629351,0.005849013350848021,0.04240017638938097,0.02693797430232111,0.017472025896083435,0.0030302019377090707,-0.0044798096584547364,-0.09542069492856409,0.016081512396118977,0.06933815069170209,-0.0060212673754454875,0.005849013350848021,0.06331688331625657,-0.07535941806714758,-0.06348913734085407
deepseek-coder-1.3b,base_0005,base_0007,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,0.9999998728945655,1.0000001787268835,0.02595158951683563,-0.07272720328254327,0.2248055408834146,0.0022996155293685816,-0.06847891042028359,0.03760754119894649,0.3069389863061564,-0.4640851536144631,0.007688299714886188,0.22710515641278323,-0.046775613765707644,-0.07272720328254327,0.18032954264707557,-0.2738807701784909,-0.2998323596953265
deepseek-coder-1.3b,base_0005,base_0007,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,0.9999998444481146,1.000000022890226,0.013052328696672607,-0.08168545874062373,0.05170370281991887,0.022183180759993898,-0.06451640052825981,0.05252024608977598,0.21138178478629946,-0.5052185335659917,0.30057932812432553,0.0738868835799128,-0.06863313004395112,-0.08168545874062373,0.005253753535961692,-0.1425200136238639,-0.15557234232053652
deepseek-coder-1.3b,base_0005,base_0007,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,0.9999999156646404,1.0000001494273945,0.0043495427043772645,-0.09747300745255644,-0.06606830964745805,0.10600078094614154,0.02199676787614699,0.02642710895490253,0.15524599191427801,-0.5947927983095946,0.44431415677651653,0.03993247129868349,-0.09312346474817916,-0.09747300745255644,-0.05319099344949568,-0.13305593604686267,-0.13740547875123993
