example_id,layer,n_steps,sanitized,t_failure,model_ever_wrong,t_latent_jlens,lead_jlens,latent_first_jlens,t_latent_logit,lead_logit,latent_first_logit,t_latent_random,lead_random,latent_first_random,t_latent_probe,lead_probe,latent_first_probe
synthetic_taint_1_123646,15,5,True,2,True,2.0,0.0,False,3.0,-1.0,False,5.0,-3.0,False,,,False
synthetic_taint_1_123646,19,5,True,2,True,2.0,0.0,False,6.0,-4.0,False,6.0,-4.0,False,,,False
synthetic_taint_1_123646,23,5,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_298774,-1,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_298774,0,6,False,2,True,,,False,,,False,4.0,-2.0,False,7.0,-5.0,False
synthetic_taint_0_298774,3,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_298774,7,6,False,2,True,,,False,,,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_0_298774,11,6,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_298774,15,6,False,2,True,,,False,2.0,0.0,False,7.0,-5.0,False,,,False
synthetic_taint_0_298774,19,6,False,2,True,,,False,,,False,,,False,2.0,0.0,False
synthetic_taint_0_298774,23,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_629939,-1,5,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_629939,0,5,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_629939,3,5,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_629939,7,5,False,2,True,,,False,,,False,2.0,0.0,False,6.0,-4.0,False
synthetic_taint_0_629939,11,5,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_629939,15,5,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_629939,19,5,False,2,True,2.0,0.0,False,,,False,,,False,,,False
synthetic_taint_0_629939,23,5,False,2,True,2.0,0.0,False,2.0,0.0,False,6.0,-4.0,False,,,False
synthetic_taint_1_591551,-1,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_591551,0,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_591551,3,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_591551,7,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_1_591551,11,7,True,2,True,8.0,-6.0,False,2.0,0.0,False,8.0,-6.0,False,2.0,0.0,False
synthetic_taint_1_591551,15,7,True,2,True,8.0,-6.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_591551,19,7,True,2,True,8.0,-6.0,False,8.0,-6.0,False,7.0,-5.0,False,2.0,0.0,False
synthetic_taint_1_591551,23,7,True,2,True,8.0,-6.0,False,8.0,-6.0,False,8.0,-6.0,False,,,False
synthetic_taint_0_271493,-1,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_271493,0,4,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_271493,3,4,False,2,True,,,False,4.0,-2.0,False,,,False,,,False
synthetic_taint_0_271493,7,4,False,2,True,,,False,,,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_0_271493,11,4,False,2,True,,,False,,,False,,,False,5.0,-3.0,False
synthetic_taint_0_271493,15,4,False,2,True,,,False,2.0,0.0,False,5.0,-3.0,False,,,False
synthetic_taint_0_271493,19,4,False,2,True,,,False,,,False,5.0,-3.0,False,,,False
synthetic_taint_0_271493,23,4,False,2,True,,,False,,,False,5.0,-3.0,False,,,False
synthetic_taint_0_296145,-1,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_296145,0,6,False,2,True,,,False,,,False,7.0,-5.0,False,4.0,-2.0,False
synthetic_taint_0_296145,3,6,False,2,True,,,False,4.0,-2.0,False,,,False,,,False
synthetic_taint_0_296145,7,6,False,2,True,,,False,,,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_0_296145,11,6,False,2,True,,,False,,,False,,,False,7.0,-5.0,False
synthetic_taint_0_296145,15,6,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_296145,19,6,False,2,True,5.0,-3.0,False,,,False,,,False,,,False
synthetic_taint_0_296145,23,6,False,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,,,False
synthetic_taint_0_628557,-1,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_628557,0,3,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_628557,3,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_628557,7,3,False,2,True,,,False,,,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_0_628557,11,3,False,2,True,,,False,,,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_0_628557,15,3,False,2,True,,,False,2.0,0.0,False,4.0,-2.0,False,,,False
synthetic_taint_0_628557,19,3,False,2,True,,,False,,,False,4.0,-2.0,False,,,False
synthetic_taint_0_628557,23,3,False,2,True,,,False,,,False,4.0,-2.0,False,,,False
synthetic_taint_0_864619,-1,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_864619,0,3,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_864619,3,3,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_864619,7,3,False,2,True,,,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_864619,11,3,False,2,True,,,False,2.0,0.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_0_864619,15,3,False,2,True,2.0,0.0,False,3.0,-1.0,False,4.0,-2.0,False,,,False
synthetic_taint_0_864619,19,3,False,2,True,2.0,0.0,False,,,False,4.0,-2.0,False,,,False
synthetic_taint_0_864619,23,3,False,2,True,2.0,0.0,False,2.0,0.0,False,4.0,-2.0,False,,,False
synthetic_taint_0_412651,-1,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_412651,0,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_412651,3,3,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_412651,7,3,False,2,True,,,False,,,False,2.0,0.0,False,4.0,-2.0,False
synthetic_taint_0_412651,11,3,False,2,True,2.0,0.0,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_412651,15,3,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_412651,19,3,False,2,True,2.0,0.0,False,,,False,3.0,-1.0,False,,,False
synthetic_taint_0_412651,23,3,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_502187,-1,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_502187,0,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_502187,3,6,True,2,True,6.0,-4.0,False,4.0,-2.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_502187,7,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_1_502187,11,6,True,2,True,7.0,-5.0,False,7.0,-5.0,False,,,False,,,False
synthetic_taint_1_502187,15,6,True,2,True,7.0,-5.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_502187,19,6,True,2,True,5.0,-3.0,False,7.0,-5.0,False,7.0,-5.0,False,,,False
synthetic_taint_1_502187,23,6,True,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,,,False
synthetic_taint_0_278520,-1,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_278520,0,3,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_278520,3,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_278520,7,3,False,2,True,,,False,,,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_0_278520,11,3,False,2,True,,,False,2.0,0.0,False,4.0,-2.0,False,2.0,0.0,False
synthetic_taint_0_278520,15,3,False,2,True,,,False,2.0,0.0,False,4.0,-2.0,False,,,False
synthetic_taint_0_278520,19,3,False,2,True,,,False,,,False,,,False,2.0,0.0,False
synthetic_taint_0_278520,23,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_235778,-1,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_235778,0,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_235778,3,3,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_235778,7,3,False,2,True,,,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_235778,11,3,False,2,True,2.0,0.0,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_235778,15,3,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_235778,19,3,False,2,True,2.0,0.0,False,,,False,3.0,-1.0,False,,,False
synthetic_taint_0_235778,23,3,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_896664,-1,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_896664,0,4,False,2,True,,,False,,,False,4.0,-2.0,False,5.0,-3.0,False
synthetic_taint_0_896664,3,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_896664,7,4,False,2,True,,,False,,,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_0_896664,11,4,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_896664,15,4,False,2,True,,,False,2.0,0.0,False,5.0,-3.0,False,,,False
synthetic_taint_0_896664,19,4,False,2,True,,,False,,,False,,,False,2.0,0.0,False
synthetic_taint_0_896664,23,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_175457,-1,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_175457,0,4,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_175457,3,4,False,2,True,,,False,4.0,-2.0,False,,,False,,,False
synthetic_taint_0_175457,7,4,False,2,True,,,False,,,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_0_175457,11,4,False,2,True,,,False,,,False,,,False,5.0,-3.0,False
synthetic_taint_0_175457,15,4,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_175457,19,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_175457,23,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_1_969160,-1,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_969160,0,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_969160,3,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_969160,7,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_1_969160,11,7,True,2,True,8.0,-6.0,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_1_969160,15,7,True,2,True,8.0,-6.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_969160,19,7,True,2,True,8.0,-6.0,False,8.0,-6.0,False,7.0,-5.0,False,2.0,0.0,False
synthetic_taint_1_969160,23,7,True,2,True,8.0,-6.0,False,8.0,-6.0,False,8.0,-6.0,False,,,False
synthetic_taint_1_606172,-1,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False
synthetic_taint_1_606172,0,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,,,False
synthetic_taint_1_606172,3,5,True,2,True,5.0,-3.0,False,2.0,0.0,False,5.0,-3.0,False,5.0,-3.0,False
synthetic_taint_1_606172,7,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,2.0,0.0,False,,,False
synthetic_taint_1_606172,11,5,True,2,True,2.0,0.0,False,6.0,-4.0,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_1_606172,15,5,True,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,5.0,-3.0,False
synthetic_taint_1_606172,19,5,True,2,True,2.0,0.0,False,6.0,-4.0,False,3.0,-1.0,False,,,False
synthetic_taint_1_606172,23,5,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,6.0,-4.0,False
synthetic_taint_1_756250,-1,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False
synthetic_taint_1_756250,0,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False,,,False
synthetic_taint_1_756250,3,5,True,2,True,5.0,-3.0,False,2.0,0.0,False,5.0,-3.0,False,2.0,0.0,False
synthetic_taint_1_756250,7,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_1_756250,11,5,True,2,True,6.0,-4.0,False,2.0,0.0,False,,,False,5.0,-3.0,False
synthetic_taint_1_756250,15,5,True,2,True,2.0,0.0,False,3.0,-1.0,False,5.0,-3.0,False,5.0,-3.0,False
synthetic_taint_1_756250,19,5,True,2,True,2.0,0.0,False,6.0,-4.0,False,5.0,-3.0,False,5.0,-3.0,False
synthetic_taint_1_756250,23,5,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_175457,-1,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_175457,0,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_175457,3,4,True,2,True,4.0,-2.0,False,,,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_175457,7,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_1_175457,11,4,True,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_175457,15,4,True,2,True,5.0,-3.0,False,2.0,0.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_175457,19,4,True,2,True,,,False,,,False,5.0,-3.0,False,,,False
synthetic_taint_1_175457,23,4,True,2,True,,,False,,,False,,,False,,,False
synthetic_taint_1_69448,-1,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_69448,0,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_69448,3,4,True,2,True,4.0,-2.0,False,5.0,-3.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_69448,7,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_1_69448,11,4,True,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_69448,15,4,True,2,True,5.0,-3.0,False,2.0,0.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_69448,19,4,True,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,,,False
synthetic_taint_1_69448,23,4,True,2,True,,,False,,,False,,,False,,,False
synthetic_taint_1_452845,-1,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_452845,0,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,4.0,-2.0,False
synthetic_taint_1_452845,3,6,True,2,True,6.0,-4.0,False,4.0,-2.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_452845,7,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_1_452845,11,6,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,6.0,-4.0,False
synthetic_taint_1_452845,15,6,True,2,True,7.0,-5.0,False,2.0,0.0,False,,,False,6.0,-4.0,False
synthetic_taint_1_452845,19,6,True,2,True,5.0,-3.0,False,7.0,-5.0,False,6.0,-4.0,False,,,False
synthetic_taint_1_452845,23,6,True,2,True,5.0,-3.0,False,5.0,-3.0,False,7.0,-5.0,False,,,False
synthetic_taint_1_805999,-1,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_805999,0,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_805999,3,4,True,2,True,4.0,-2.0,False,2.0,0.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_805999,7,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,2.0,0.0,False,4.0,-2.0,False
synthetic_taint_1_805999,11,4,True,2,True,2.0,0.0,False,5.0,-3.0,False,2.0,0.0,False,4.0,-2.0,False
synthetic_taint_1_805999,15,4,True,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_805999,19,4,True,2,True,2.0,0.0,False,5.0,-3.0,False,3.0,-1.0,False,4.0,-2.0,False
synthetic_taint_1_805999,23,4,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_38611,-1,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_38611,0,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_38611,3,4,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_38611,7,4,False,2,True,,,False,,,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_0_38611,11,4,False,2,True,2.0,0.0,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_38611,15,4,False,2,True,2.0,0.0,False,3.0,-1.0,False,5.0,-3.0,False,,,False
synthetic_taint_0_38611,19,4,False,2,True,2.0,0.0,False,,,False,3.0,-1.0,False,,,False
synthetic_taint_0_38611,23,4,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_801087,-1,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_801087,0,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_801087,3,4,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_801087,7,4,False,2,True,,,False,,,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_0_801087,11,4,False,2,True,2.0,0.0,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_801087,15,4,False,2,True,2.0,0.0,False,3.0,-1.0,False,5.0,-3.0,False,,,False
synthetic_taint_0_801087,19,4,False,2,True,2.0,0.0,False,,,False,3.0,-1.0,False,,,False
synthetic_taint_0_801087,23,4,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_237404,-1,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_237404,0,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_237404,3,4,True,2,True,4.0,-2.0,False,2.0,0.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_237404,7,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,2.0,0.0,False,4.0,-2.0,False
synthetic_taint_1_237404,11,4,True,2,True,2.0,0.0,False,,,False,2.0,0.0,False,4.0,-2.0,False
synthetic_taint_1_237404,15,4,True,2,True,2.0,0.0,False,3.0,-1.0,False,5.0,-3.0,False,4.0,-2.0,False
synthetic_taint_1_237404,19,4,True,2,True,2.0,0.0,False,5.0,-3.0,False,3.0,-1.0,False,4.0,-2.0,False
synthetic_taint_1_237404,23,4,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_269774,-1,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_269774,0,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_269774,3,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_269774,7,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_1_269774,11,7,True,2,True,8.0,-6.0,False,2.0,0.0,False,7.0,-5.0,False,2.0,0.0,False
synthetic_taint_1_269774,15,7,True,2,True,8.0,-6.0,False,2.0,0.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_269774,19,7,True,2,True,8.0,-6.0,False,8.0,-6.0,False,7.0,-5.0,False,2.0,0.0,False
synthetic_taint_1_269774,23,7,True,2,True,,,False,,,False,7.0,-5.0,False,,,False
synthetic_taint_0_532510,-1,5,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_532510,0,5,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_532510,3,5,False,2,True,,,False,4.0,-2.0,False,,,False,,,False
synthetic_taint_0_532510,7,5,False,2,True,,,False,,,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_0_532510,11,5,False,2,True,,,False,,,False,,,False,6.0,-4.0,False
synthetic_taint_0_532510,15,5,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_532510,19,5,False,2,True,5.0,-3.0,False,,,False,,,False,,,False
synthetic_taint_0_532510,23,5,False,2,True,5.0,-3.0,False,5.0,-3.0,False,6.0,-4.0,False,,,False
synthetic_taint_0_378596,-1,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_378596,0,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_378596,3,4,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_378596,7,4,False,2,True,,,False,,,False,2.0,0.0,False,5.0,-3.0,False
