model,base_id,arm,split,layer,question,style,variant,delta_contrast_prob,delta_contrast_z,contrast_prob_inner_member,contrast_prob_outer_member,contrast_z_inner_member,contrast_z_outer_member,n_pairs_in_lexicon,delta_z_mechanism,delta_prob_mechanism,delta_z_control,delta_prob_control,delta_z_family_scope,delta_z_family_shadowing,delta_z_family_ordinal,delta_z_family_action
deepseek-coder-1.3b,base_0005,ab,calib,0,scope/direct,scope,direct,6.379044297305514e-05,0.001190618794011944,0.004402364212360156,0.004338573769387101,0.2569823829533396,0.25579176415932764,10,0.0005572438955467125,-1.2921211483587526e-05,-0.000518466507559397,-5.9455751129757926e-05,0.009532917260326162,-0.0044859471713157295,-0.0014404746245491786,-0.008709055028110792
deepseek-coder-1.3b,base_0005,ba,calib,0,scope/direct,scope,direct,6.385849940450383e-05,0.0011901431283397046,0.004409710409343862,0.004345851909939358,0.2569813717292561,0.2557912286009164,10,0.0005596311158785681,-1.2885050381428002e-05,-0.0005137566413417861,-5.9218541853534685e-05,0.009541321032566021,-0.004497440459639956,-0.0014653538727120215,-0.008685175384545912
deepseek-coder-1.3b,base_0006,ab,test,0,scope/direct,scope,direct,6.800403620784573e-05,0.0019713887837151667,0.004969316877444327,0.004901312841236481,0.2818673854802079,0.27989599669649273,10,0.00015180119178227758,-5.276935440526927e-06,-0.0013778724463416544,-4.4441450881071726e-05,0.009876318238743156,-0.0030381421799416386,0.0049843837788804985,-0.015853197137260272
deepseek-coder-1.3b,base_0006,ba,test,0,scope/direct,scope,direct,6.814976619904517e-05,0.001974807217498875,0.004987410549271432,0.004919260783072386,0.2825711332503057,0.2805963260328068,10,0.0001548385873701333,-5.16795963184007e-06,-0.0013834555895151984,-4.4780274524954325e-05,0.009868233621331195,-0.0030360031937171073,0.005007120138582908,-0.015855109766183977
deepseek-coder-1.3b,base_0007,ab,test,0,scope/direct,scope,direct,-0.00017137724782613495,-0.006477071975069526,0.004743045664999196,0.004914422912825331,0.2782639209349136,0.2847409929099831,10,-0.012058137358834193,-0.0002969931127424041,-2.2686303129071167e-05,5.084150897507415e-07,-0.007092868702093018,-0.017382115386463726,-0.003940991155224445,-0.0035970780450942305
deepseek-coder-1.3b,base_0007,ba,test,0,scope/direct,scope,direct,-0.00017127609285348677,-0.006473677995644189,0.004733687674268676,0.004904963767122163,0.2777276441817846,0.2842013221774288,10,-0.012056950575657898,-0.0002970681886827341,-1.5222598218251693e-05,8.910916760038537e-07,-0.0070860535689300785,-0.017405076011907716,-0.003944129200441848,-0.00357755103374437
deepseek-coder-1.3b,base_0008,ab,test,0,scope/direct,scope,direct,-2.412246589966055e-05,-0.002190913373877834,0.004645954807045091,0.004670077272944752,0.2690074122896495,0.2711983256635273,10,0.000588987793471672,3.1526131893519146e-06,0.000851327630168743,7.771908137278239e-05,0.0007124874397991914,-0.004986384140461042,-0.0016339183751508898,-0.007435472116031197
deepseek-coder-1.3b,base_0008,ba,test,0,scope/direct,scope,direct,-2.4279306960382774e-05,-0.0021951858648909806,0.004645614667398046,0.004669893974358429,0.26913303860841864,0.2713282244733096,10,0.0005824833829530742,2.933873949021327e-06,0.000853809334108654,7.789995593458559e-05,0.0007137591656759951,-0.005000516871045746,-0.001656660842736459,-0.007418197956179304
deepseek-coder-1.3b,base_0009,ab,test,0,scope/direct,scope,direct,-1.4784713866351773e-05,-0.0009806059386187616,0.004649608273494428,0.00466439298736078,0.2695321984844327,0.2705128044230515,10,-0.0018799253563025655,-5.322011927124835e-05,0.00017842442725399493,7.399527220423256e-05,-0.00193040818543996,0.00928843173340177,-0.0020498110544463857,-0.002611712607244847
deepseek-coder-1.3b,base_0009,ba,test,0,scope/direct,scope,direct,-1.4665861121060386e-05,-0.000974525849974317,0.004652632808257805,0.004667298669378865,0.2694944368693385,0.2704689627193128,10,-0.0018773427509680839,-5.319810752949135e-05,0.00018250369709970986,7.43310747044455e-05,-0.0019186285742131721,0.009300867651681977,-0.00204745462528245,-0.0026146239893632753
deepseek-coder-1.3b,base_0010,ab,calib,0,scope/direct,scope,direct,-1.3427486736175553e-06,4.680415630398116e-05,0.004635361272028224,0.0046367040207018415,0.2719291062619714,0.27188230210566744,10,-0.0036024016006760973,-0.00010091315063827594,0.002002144064873205,6.561473521223687e-05,-0.0009409168202562379,-0.001413773916011385,-0.003018392670209512,0.007350330385351669
deepseek-coder-1.3b,base_0010,ba,calib,0,scope/direct,scope,direct,-1.5125016707556727e-06,3.999235541823909e-05,0.004651238267847649,0.0046527507695184045,0.27230052174513303,0.2722605293897148,10,-0.0036062358208942074,-0.00010087586564549306,0.0020036875735430773,6.570971105287191e-05,-0.0009476794320994117,-0.001431030813304146,-0.0030383960042468933,0.00736843005431282
deepseek-coder-1.3b,base_0011,ab,test,0,scope/direct,scope,direct,3.805033118584045e-05,0.002655207905167545,0.004731246292155114,0.004693195960969274,0.2778373564038141,0.27518214849864653,10,-0.0011703348604716068,-7.358741671922939e-06,-0.0011393140002935182,-4.264784061301045e-05,-0.0012357578527990853,0.005571704874872518,0.0028742495212016883,0.008650328512197356
deepseek-coder-1.3b,base_0011,ba,test,0,scope/direct,scope,direct,3.799857297583781e-05,0.0026519699744960157,0.004721595556166254,0.004683596983190416,0.2771601964359244,0.27450822646142836,10,-0.0011726447138901326,-7.510033039427599e-06,-0.0011317739203967408,-4.22003500343516e-05,-0.0012303304284221675,0.005553598112531033,0.002838980648048152,0.00868524070098647
deepseek-coder-1.3b,base_0012,ab,calib,0,scope/direct,scope,direct,-5.997398946580579e-05,-0.0034284866785111445,0.004444560982657109,0.004504534972122914,0.25847491150872726,0.2619033981872384,10,-0.0008617644793384322,-3.9027859318567764e-05,4.7110769663733626e-05,1.1866645337684466e-05,0.0007860566499994677,-0.0026168961427632254,-0.007553966292375716,-0.006075149182609506
deepseek-coder-1.3b,base_0012,ba,calib,0,scope/direct,scope,direct,-6.010137531962251e-05,-0.0034348799876522396,0.004441500117537911,0.0045016014928575335,0.2585171985645512,0.2619520785522034,10,-0.0008632327775913399,-3.901584666451052e-05,4.531372392203056e-05,1.181083569864864e-05,0.0007795921354527523,-0.002628789839260459,-0.0075604660993855615,-0.006078490140457499
deepseek-coder-1.3b,base_0013,ab,calib,0,scope/direct,scope,direct,6.996397216373768e-05,0.0018857540791330507,0.004402364212360156,0.0043324002401964185,0.2569823829533396,0.25509662887420653,10,0.0011851106788419404,2.101285587316308e-05,0.0008263534305205501,2.3150710529658107e-05,0.004224587462291696,0.006938347579157789,0.006299342962014162,-0.011938592761517978
deepseek-coder-1.3b,base_0013,ba,calib,0,scope/direct,scope,direct,6.979705142237669e-05,0.0018756693237863553,0.004409710409343862,0.004339913357921485,0.2569813717292561,0.25510570240546976,10,0.0011889722862621938,2.103328060024893e-05,0.0008351406815762345,2.360244222830081e-05,0.004230260682173744,0.006921823659992443,0.006269752942588223,-0.01194771598929397
deepseek-coder-1.3b,base_0014,ab,test,0,scope/direct,scope,direct,-5.089205765390625e-06,-0.00012329144590439434,0.004631934328638149,0.004637023534403539,0.27061566741185167,0.27073895885775606,10,0.006811042851268878,0.00018396498186426958,-0.003925643789477022,-0.00019927612161433576,-0.0010305643964539403,0.012834846003140998,0.0017448053259222773,-0.00758995942706811
deepseek-coder-1.3b,base_0014,ba,test,0,scope/direct,scope,direct,-5.2568619388349e-06,-0.00013102845763207638,0.00461805742405344,0.004623314285992275,0.2700711988442534,0.2702022273018855,10,0.006818641585794415,0.00018423109487752986,-0.003926919746033941,-0.00019941641141955424,-0.0010423052629708086,0.012836850902515795,0.0017407315063461461,-0.007600054472996366
deepseek-coder-1.3b,base_0015,ab,calib,0,scope/direct,scope,direct,-3.7723264027060555e-05,-0.002102008829372337,0.004561450097817617,0.004599173361844677,0.2668132655603087,0.26891527438968105,10,-0.002607282727871412,-9.617126193837413e-05,-0.0006241705748517624,-2.8329745474781412e-05,0.0019670308341170444,0.0014526107271137234,-0.0006309331292443838,-0.014224011484786941
deepseek-coder-1.3b,base_0015,ba,calib,0,scope/direct,scope,direct,-3.759636114683551e-05,-0.0020981020929046745,0.0045569740505242776,0.004594570411671113,0.266558172684717,0.26865627477762166,10,-0.00261099831771283,-9.633403075705446e-05,-0.0006244891543730313,-2.8442777381755373e-05,0.001977817646518446,0.001440501941822936,-0.0006230695935791571,-0.014231792338102678
deepseek-coder-1.3b,base_0016,ab,calib,0,scope/direct,scope,direct,1.0142306910168597e-05,0.0006974592408860447,0.004767697031089188,0.0047575547241790195,0.27784510559911335,0.2771476463582273,10,0.0009903243411380712,4.188780279360026e-05,0.0010454734536151638,6.0892116035697e-05,-0.004061098172537345,0.0079068312560443,-0.0017984058027686275,0.010353685625635364
deepseek-coder-1.3b,base_0016,ba,calib,0,scope/direct,scope,direct,1.0068936114597526e-05,0.0006903939498701384,0.00476880808787801,0.004758739151763412,0.2781328247075427,0.27744243075767255,10,0.0009884039443996842,4.17948129890584e-05,0.0010483186449463699,6.096743517530713e-05,-0.004065367609502761,0.007883561013879326,-0.0018043477256975556,0.010347446049963214
deepseek-coder-1.3b,base_0017,ab,test,0,scope/direct,scope,direct,-0.00011833785162705668,-0.005096274920091404,0.00422842074775024,0.004346758599377297,0.2530586128959763,0.2581548878160677,10,-0.00590394896411411,-0.00016359107101700373,0.0032569047134504486,0.00017884430878896494,-0.0037615369406347847,-0.00683270694667748,-0.01222593328696194,0.003796952684594457
deepseek-coder-1.3b,base_0017,ba,test,0,scope/direct,scope,direct,-0.00011817919338657362,-0.0050952037689259155,0.004219208637617572,0.0043373878310041455,0.2527815896534845,0.25787679342241043,10,-0.005906079970080856,-0.0001637089042058294,0.0032565999248026223,0.000178811871833984,-0.0037628024148434504,-0.006839093818899578,-0.012208765926682153,0.003782281784530009
deepseek-coder-1.3b,base_0018,ab,test,0,scope/direct,scope,direct,0.00012021473627202989,0.004273768081971718,0.00460388139362846,0.0044836666573564304,0.26962723451064646,0.26535346642867474,10,0.004767136768967708,0.00012242970728869882,-0.0025389241695864743,-0.00014330243630925553,0.00889901020163051,-0.0005733248825471882,0.008901784946588739,-0.009495194972011116
deepseek-coder-1.3b,base_0018,ba,test,0,scope/direct,scope,direct,0.00011986847242331095,0.004258422320781774,0.004594381809760906,0.004474513337337595,0.2692068437616205,0.26494842144083874,10,0.004761674971742678,0.0001222940008423286,-0.0025310215829715457,-0.0001429798522018062,0.008893668039159912,-0.0005986350905144988,0.00887879576011339,-0.009514100569323808
deepseek-coder-1.3b,base_0019,ab,test,0,scope/direct,scope,direct,-7.142113912104314e-05,-0.0026734236557657276,0.004622710837208055,0.004694131976329098,0.2713110300938253,0.273984453749591,10,-0.0065067939567648465,-0.0001843953867699641,0.0015433346877528431,0.00010683361814087743,-0.004944192862096047,-0.010290402085878114,0.005442106859344144,-0.006496691800713963
deepseek-coder-1.3b,base_0019,ba,test,0,scope/direct,scope,direct,-7.137605371054789e-05,-0.0026719899106033007,0.004615527116536608,0.004686903170247156,0.2711845017244356,0.2738564916350389,10,-0.0065007274148550925,-0.00018413721569128733,0.0015452566604326136,0.00010691397178882404,-0.004939377086487104,-0.010265263906701294,0.005446716731090503,-0.006518638523327711
deepseek-coder-1.3b,base_0020,ab,test,0,scope/direct,scope,direct,-7.207827263863709e-05,-0.004283129370235672,0.004443590045946438,0.0045156683185850754,0.25859872481306867,0.26288185418330434,10,-0.0020759427095222048,-8.561039931488006e-05,-0.001034226992975786,-5.2634438974943605e-05,0.00440923258668292,-0.010349152709091647,-0.005528046575039747,-0.01676746580743859
deepseek-coder-1.3b,base_0020,ba,test,0,scope/direct,scope,direct,-7.233098039660657e-05,-0.004293496056660129,0.004433199971093593,0.0045055309514902,0.2580206311662416,0.2623141272229017,10,-0.002088727925374034,-8.599073306444095e-05,-0.001032143103977438,-5.259047968947622e-05,0.004397087133972272,-0.010366675679378434,-0.005533830942943699,-0.01677757029714093
deepseek-coder-1.3b,base_0021,ab,test,0,scope/direct,scope,direct,-4.731156907710615e-05,-0.002679336037032465,0.004514282130810586,0.004561593699887692,0.26615978569892457,0.26883912173595703,10,-0.0005805428230593518,-2.765828833946023e-05,0.0014905028895414814,9.297832668477175e-05,0.002374970170823276,-0.012955462263389506,-0.003592929465832895,-0.006279495196365753
deepseek-coder-1.3b,base_0021,ba,test,0,scope/direct,scope,direct,-4.741537841286558e-05,-0.002685308687429888,0.004522411796314782,0.0045698271747276475,0.2661872498940128,0.2688725585814427,10,-0.0005757588926018798,-2.7580863399585907e-05,0.0014870392028246192,9.27955342499235e-05,0.00236036397163562,-0.012959775278413854,-0.0035796277653222935,-0.006297942093229841
deepseek-coder-1.3b,base_0022,ab,test,0,scope/direct,scope,direct,2.7781307313547166e-05,0.001806653524689228,0.004787003275382451,0.004759221968068904,0.2783035435368496,0.2764968900121604,10,0.0028207241634423024,9.492450876312638e-05,0.0008519717223805408,-1.566626626898918e-05,-0.001961122177756472,-0.0014309428572095162,0.000290715687145222,0.013234909876845193
deepseek-coder-1.3b,base_0022,ba,test,0,scope/direct,scope,direct,2.7855601772590333e-05,0.0018056317125475507,0.0047999909267743,0.00477213532500171,0.2788107204633658,0.27700508875081825,10,0.002817478136842352,9.481215467057507e-05,0.0008506578857284668,-1.5775346835426255e-05,-0.0019509882003489881,-0.0014555048911386592,0.0002857519315479784,0.013229259511681798
deepseek-coder-1.3b,base_0023,ab,test,0,scope/direct,scope,direct,-1.0238286177820244e-05,-0.00023744319878904463,0.004544991873235711,0.004555230159413531,0.26623120061768535,0.2664686438164744,10,0.00021970291008677038,-3.2064152533832838e-06,0.0002676714212935074,-3.984252904263869e-05,0.00017683453199636434,-0.00012394805814225363,-0.0004767395441066802,-0.0007638017127058402
deepseek-coder-1.3b,base_0023,ba,test,0,scope/direct,scope,direct,-1.0133794908225024e-05,-0.0002366549939660234,0.004546063100853016,0.004556196895761241,0.26652719707028266,0.2667638520642487,10,0.00022581949956043494,-3.0794308855655247e-06,0.0002717839604531793,-3.945583055399676e-05,0.00018854823213030475,-0.00013348393775597378,-0.0004891981764619293,-0.0007598322005200886
deepseek-coder-1.3b,base_0024,ab,test,0,scope/direct,scope,direct,0.00015782755654526748,0.006168587517822843,0.004673958729993197,0.004516131173447929,0.27315287722268977,0.26698428970486693,10,0.002990805707797995,7.340698004383887e-05,-0.0013968353020721506,-0.00010864583314914395,0.009313892092869466,0.002501691737111622,0.00478335173699274,0.0037892799293318194
deepseek-coder-1.3b,base_0024,ba,test,0,scope/direct,scope,direct,0.0001573219096300399,0.006150408773824334,0.004657180085311234,0.004499858175681194,0.2727440586754459,0.26659364990162154,10,0.002997736284516537,7.35665574660301e-05,-0.0013900378906815782,-0.00010821505829149559,0.009302212069878892,0.002492948524894678,0.0047663834160750675,0.0037515703428032746
deepseek-coder-1.3b,base_0025,ab,test,0,scope/direct,scope,direct,-0.00010013844583778991,-0.002956645036220673,0.00420112239790961,0.0043012608437473995,0.2562181693066955,0.25917481434291617,10,-0.0025000804772961987,-6.188362822906121e-05,0.0011977828754086823,2.324658767749693e-05,-0.012825423885454316,0.007982812879928247,-0.0003176061900915985,0.0073526254349789155
deepseek-coder-1.3b,base_0025,ba,test,0,scope/direct,scope,direct,-9.997491909113226e-05,-0.0029564479520020615,0.0042105997452348,0.004310574664325932,0.25688798018684056,0.2598444281388426,10,-0.002508817427585916,-6.21717248407358e-05,0.0012038370825662287,2.346942024470549e-05,-0.012806749098634336,0.00794332536725717,-0.00034167942832275845,0.00737211489611414
deepseek-coder-1.3b,base_0026,ab,test,0,scope/direct,scope,direct,-3.827746011568489e-05,-0.0023415936876595156,0.004425389105658838,0.0044636665657745225,0.26132943288899413,0.26367102657665364,10,-0.0010174009590491187,-6.416384199555304e-05,0.002663338098229608,0.0001337611346670859,0.002700260137032451,-0.006128585274119469,-0.00541360194130637,-0.00592379316334294
deepseek-coder-1.3b,base_0026,ba,test,0,scope/direct,scope,direct,-3.843770691001197e-05,-0.002345690655766175,0.004425031980023975,0.0044634696869339865,0.26145690194369653,0.2638025925994627,10,-0.0010190512195434195,-6.423349010792811e-05,0.0026645138034128383,0.0001338114684347456,0.0027081946671506235,-0.006151364272003856,-0.005431036659524315,-0.005922605487844172
deepseek-coder-1.3b,base_0027,ab,test,0,scope/direct,scope,direct,-2.8059526381477018e-05,-0.0024779046997844834,0.004400741745190041,0.004428801271571518,0.2571039391864489,0.2595818438862334,10,0.0037793739506493756,9.4847421944458e-05,-0.0006709904440366265,-6.191130997570526e-05,0.004347208644921226,0.003236868683109795,-0.011220388302332917,-0.005871792676820149
deepseek-coder-1.3b,base_0027,ba,test,0,scope/direct,scope,direct,-2.812538147968502e-05,-0.0024806898278073586,0.004416811658729647,0.004444937040209332,0.2574851324726145,0.25996582230042187,10,0.0037801884269810923,9.476952629042159e-05,-0.0006659041030133385,-6.15614030390942e-05,0.00435312188562503,0.003244268442704812,-0.011231836834102523,-0.0058840718804855086
deepseek-coder-1.3b,base_0028,ab,test,0,scope/direct,scope,direct,7.66496034816308e-05,0.002881448030920497,0.0049963223324922396,0.004919672729010609,0.282762423899141,0.2798809758682205,10,0.004693060084469858,0.00012639866115223995,-0.0021956730020066275,-0.00010571713261842575,0.004938070919049031,0.016452047887450583,0.0017620202448609288,-0.0063379559945117014
deepseek-coder-1.3b,base_0028,ba,test,0,scope/direct,scope,direct,7.667414409586598e-05,0.002881001817748585,0.004998072274255937,0.004921398130160071,0.2830842690352208,0.28020326721747224,10,0.004694684297623026,0.00012642670610211104,-0.0021971393687618196,-0.00010594001809022821,0.004924206979178541,0.016452705380882393,0.0017833810364000064,-0.006344829114654893
deepseek-coder-1.3b,base_0029,ab,test,0,scope/direct,scope,direct,3.17950581845694e-05,0.0015315692238426215,0.004758537886719691,0.0047267428285351215,0.2776193703824893,0.2760878011586467,10,0.004405717304094499,0.00016367411445905805,-0.0010015535605269325,-7.593048479155877e-05,-0.005072341602002109,-0.0006546265449363653,0.004246537101962719,0.01176003694274175
deepseek-coder-1.3b,base_0029,ba,test,0,scope/direct,scope,direct,3.21104802491895e-05,0.0015430289591395474,0.0047412789396944,0.004709168459445211,0.27693652807833036,0.2753934991191908,10,0.004412103920650607,0.0001638168809119907,-0.001002827954396846,-7.613964062679794e-05,-0.005063813450345116,-0.0006199796911111055,0.0042557519493136384,0.011769133617972626
deepseek-coder-1.3b,base_0030,ab,calib,0,scope/direct,scope,direct,5.957301553603106e-05,0.002792553308288037,0.004701341582292212,0.004641768566756181,0.27395811730416386,0.2711655639958758,10,0.002937037326815945,9.521005598302733e-05,-0.0012374259413235177,-7.094856354245417e-05,0.002226492985948108,-0.004939426059084984,0.00133805510745387,0.009972410937905261
deepseek-coder-1.3b,base_0030,ba,calib,0,scope/direct,scope,direct,5.939755903693056e-05,0.0027871478188574716,0.004714213009674964,0.0046548154506380335,0.27446263335507026,0.2716754855362128,10,0.0029254839245688832,9.483080203768124e-05,-0.0012327914588871316,-7.075419384414139e-05,0.002224809873783866,-0.004936974544627604,0.0013271139949859179,0.009963935626553858
deepseek-coder-1.3b,base_0031,ab,test,0,scope/direct,scope,direct,0.00010105347282850924,0.00565413138593257,0.004632149794534066,0.004531096321705556,0.27188075335076384,0.26622662196483127,10,-0.003255459136232432,-9.581383101746246e-05,-0.0007735517205572761,-7.113201796130194e-05,-0.0011707410320731353,0.01413054519906326,0.008822598270203924,0.010312968988971712
deepseek-coder-1.3b,base_0031,ba,test,0,scope/direct,scope,direct,0.00010112404815971338,0.005653497530827445,0.004622568990119119,0.004521444941959406,0.27120843015782786,0.2655549326270004,10,-0.0032469548208318186,-9.565841831406675e-05,-0.0007685021412781688,-7.08362988158281e-05,-0.0011808608337483609,0.01415336360355901,0.00881594338038955,0.010328612449269813
deepseek-coder-1.3b,base_0032,ab,calib,0,scope/direct,scope,direct,-6.860586465880225e-06,0.0002258189021330792,0.004880564353441766,0.004887424939907646,0.2835619364295823,0.2833361175274492,10,-0.006076512353613212,-0.00016412658142494693,0.003688041095363142,0.00018269028573228256,0.0009538938468691832,0.00799337988532256,-0.0005602721418110728,-0.003934974913017378
deepseek-coder-1.3b,base_0032,ba,calib,0,scope/direct,scope,direct,-6.662357426467924e-06,0.00023657555304562594,0.0048905250422533325,0.0048971873996798004,0.28425482840877253,0.2840182528557269,10,-0.006080431718699695,-0.0001642097014245567,0.0036783875069390784,0.00018210060508629588,0.0009673671282834015,0.008000889032618641,-0.000541764629354393,-0.003939654063617057
deepseek-coder-1.3b,base_0033,ab,test,0,scope/direct,scope,direct,0.00014472664160084664,0.006874463759538707,0.004873972103300241,0.004729245461699394,0.2835249125415209,0.2766504487819822,10,-0.0023937835294387333,-6.067052829582904e-05,0.001682080960684556,3.7843516028881596e-05,0.003842252642367837,0.017906279069541953,0.007651491907747938,0.006257436116565304
deepseek-coder-1.3b,base_0033,ba,test,0,scope/direct,scope,direct,0.00014480495673823562,0.006881696725456077,0.00485833250118705,0.0047135275444488145,0.28316683411185134,0.27628513738639526,10,-0.0023884668768314227,-6.048922457727642e-05,0.0016840754929723198,3.794775323281876e-05,0.003872856886924486,0.017859559710905915,0.007647406438021845,0.0062618803409458385
deepseek-coder-1.3b,base_0034,ab,test,0,scope/direct,scope,direct,-0.00025516159726565735,-0.011799187907990949,0.004445689591329849,0.004700851188595506,0.25842058771597204,0.270219775623963,10,-0.010563456551336463,-0.00028634920075833094,0.0007725037907547054,2.3713230804463074e-05,-0.004114307197316251,-0.03519147892177199,-0.011789560996740717,-0.015487244189324255
deepseek-coder-1.3b,base_0034,ba,test,0,scope/direct,scope,direct,-0.0002549283847489703,-0.011776376519290421,0.004432692767583492,0.004687621152332462,0.257777453508749,0.2695538300280394,10,-0.010574322794577996,-0.00028670361183064054,0.0007741427131109619,2.3960282790802014e-05,-0.0040953459698979365,-0.035202589124757766,-0.011801426256149211,-0.015387756710053775
deepseek-coder-1.3b,base_0035,ab,test,0,scope/direct,scope,direct,-7.286053454150926e-05,-0.004789099311174216,0.004428937210935929,0.0045017977454774386,0.25788067413596916,0.2626697734471434,10,0.0013982898678252568,1.228727208586744e-05,0.0007592824704276818,1.7261976918623873e-05,0.0031476717632960803,-0.016638930361029924,-0.007214662329260019,-0.011099381408058391
deepseek-coder-1.3b,base_0035,ba,test,0,scope/direct,scope,direct,-7.287296865222254e-05,-0.004789043536402637,0.00442014746948808,0.004493020438140302,0.25749722690920385,0.2622862704456065,10,0.0014052939209984881,1.2630432343341703e-05,0.000760032072191424,1.728522955908975e-05,0.0031328766570412857,-0.016627295844541423,-0.007203391568004291,-0.011092235721818257
deepseek-coder-1.3b,base_0036,ab,calib,0,scope/direct,scope,direct,0.00013095803101494108,0.005328915904067533,0.00466903527119087,0.004538077240175929,0.2728863879081867,0.26755747200411917,10,0.002017979995899934,5.9724477167396456e-05,0.0007781263833167532,9.142978712041493e-06,0.0033127383469253244,0.009496456477326332,0.013978092231679206,-0.0056962637596944185
deepseek-coder-1.3b,base_0036,ba,calib,0,scope/direct,scope,direct,0.00013102540387551626,0.005331814246563149,0.0046794820456507735,0.004548456641775257,0.2734701713633545,0.26813835711679135,10,0.002018910327200936,5.9708133722085385e-05,0.0007709346837600417,8.792312541660609e-06,0.0033075913029020944,0.009492148160434033,0.013988662338784343,-0.005685178961381508
deepseek-coder-1.3b,base_0037,ab,calib,0,scope/direct,scope,direct,-0.0003083926667687767,-0.013384725174539092,0.004216310359557142,0.004524703026325919,0.2526396639191727,0.2660243890937118,10,-0.012010445062658172,-0.0003103292410079855,0.0019689843931686305,0.00011984747928501876,-0.007588962095642596,-0.038234196736260495,-0.013194157898241932,-0.012837366465916246
deepseek-coder-1.3b,base_0037,ba,calib,0,scope/direct,scope,direct,-0.0003080680550482176,-0.013375085879596793,0.004207588473717418,0.004515656528765635,0.2522497442490953,0.2656248301286921,10,-0.012016121131523911,-0.00031063090323493444,0.001965319709535971,0.00011955609544113941,-0.007585280493728596,-0.03823439663586625,-0.013197546352084519,-0.012791350564466175
