model,base_id,donor_id,split,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,rho_from,rho_to,delta_frac_inner_def_name,delta_frac_inner_def_value,delta_frac_outer_def_name,delta_frac_outer_def_value,delta_frac_use_site,delta_frac_return_kw,delta_frac_signature,delta_frac_question_var,delta_frac_question,delta_frac_other,delta_frac_outer_def,delta_frac_inner_def,delta_frac_inner_def_identical,delta_frac_both_defs,delta_frac_question_all,binding_shift,binding_shift_identical
deepseek-coder-1.3b,base_0000,base_0152,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,1.000000183568801,1.000000360286629,0.003148439532328894,0.001323247789517713,-0.00893177515840702,-0.012074696945766399,-0.006825066138159739,-0.002687306459189953,0.022110264293800683,0.004553440334566148,0.006873957389992302,-0.007490327920854911,-0.021006472104173425,0.004471687321846607,0.001323247789517713,-0.01653478478232681,0.011427397724558364,0.025478159426020032,0.02232971989369114
deepseek-coder-1.3b,base_0000,base_0152,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,outer,1.0000002510625459,1.0000004052623297,0.004168297164683541,-0.0020212893956924717,-0.008304424029779493,-0.010711921202316866,-0.008058960216936695,-0.0011064754981245676,0.022017140670921836,0.0010575042734047545,0.009648342121110653,-0.006688059687486786,-0.01901634523209636,0.00214700776899107,-0.0020212893956924717,-0.016869337463105292,0.01070584639451544,0.02116335300108743,0.01699505583640389
deepseek-coder-1.3b,base_0000,base_0152,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,margin,0.9999887847756077,0.9999719046016474,0.16868893979472246,-0.2967900781154152,-0.5681162851658327,-0.16949555973045083,0.027712853357052793,0.11673419297073193,0.10045088971743128,-0.20369515067558783,-0.26334095833233206,1.0878342760057138,-0.7376118448962835,-0.1281011383206927,-0.2967900781154152,-0.8657129832169762,-0.46703610900791986,0.6095107065755908,0.4408217667808683
deepseek-coder-1.3b,base_0000,base_0152,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,margin,0.9999899989886802,0.9999634592087692,0.21111297248889688,-0.2627652379703836,0.4200595985495349,-0.17155441121132148,0.01438617884772718,0.023042709126089436,-0.25395381888205704,-0.21730123153861522,-0.8054849749125179,1.042431675722703,0.24850518733821342,-0.0516522654814867,-0.2627652379703836,0.19685292185672665,-1.0227862064511333,-0.30015745281970013,-0.511270425308597
deepseek-coder-1.3b,base_0000,base_0152,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,margin,0.9999965728408549,0.9999765088923018,0.13661049147885634,-0.06909857589960985,0.6264746686469045,-0.027077072705681503,0.0006997391796951212,-0.07554112619736811,-0.25640589155961446,-0.30916509054953306,-0.5312961221362601,0.5047789157940714,0.599397595941223,0.06751191557924648,-0.06909857589960985,0.6669095115204693,-0.8404612126857931,-0.5318856803619765,-0.6684961718408329
deepseek-coder-1.3b,base_0000,base_0152,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,margin,0.9999955399046652,0.9999727600436259,0.05800068870723158,-0.16030497950672415,0.5884618690620195,-0.0015411822368690225,-0.04827846925712344,-0.08171345777702235,-0.28185029209130386,-0.17397888240399811,-0.23567460172442467,0.33685652736720695,0.5869206868251504,-0.10230429079949256,-0.16030497950672415,0.48461639602565787,-0.4096534841284228,-0.689224977624643,-0.7472256663318746
deepseek-coder-1.3b,base_0000,base_0152,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,margin,0.9999989944263588,0.9999815492906379,0.010464842949731587,-0.19381432308317859,0.538927175396693,-0.06581414300599785,0.01772136263757026,-0.05172611394129175,-0.10503324749175087,-0.05539574699254876,-0.4945001144043141,0.39915286279939977,0.47311303239069513,-0.18334948013344698,-0.19381432308317859,0.28976355225724815,-0.5498958613968629,-0.6564625125241421,-0.6669273554738737
deepseek-coder-1.3b,base_0000,base_0152,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,margin,0.9999951363070809,0.9999715020407157,-0.049850608289534006,-0.20002970659082248,0.3239163502755156,-0.08873027658468037,0.026839443655664784,0.004258827545911767,-0.007103893531218951,-0.12351656590620867,-0.26972751666813605,0.38392031182714265,0.23518607369083516,-0.2498803148803565,-0.20002970659082248,-0.014694241189521284,-0.39324408257434473,-0.48506638857119166,-0.43521578028165764
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,inner,1.0000001885868914,1.0000000881695024,0.004110689443819366,-0.004362062590348534,-0.021766107195865303,-0.005700134580677387,-0.008324747496019674,-0.0029447958007281882,0.009138615235432784,0.0081841145613225,0.010347159609722878,0.011317168395952315,-0.027466241776542666,-0.00025137314652916645,-0.004362062590348534,-0.027717614923071843,0.01853127417104533,0.0272148686300135,0.023104179186194132
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,inner,1.0000003044550279,0.9999999777154005,0.0028851396811360574,-0.007530877928254944,-0.017296177648181976,-0.005603152944686513,-0.003707891575245284,0.0014623734702529554,0.016535625411018696,0.011255431792061649,0.010343806853831294,-0.008344603851559329,-0.0228993305928685,-0.004645738247118886,-0.007530877928254944,-0.02754506883998739,0.021599238645892915,0.018253592345749615,0.015368452664613556
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,inner,1.0000002864943716,0.9999998652023957,0.0007372710691977875,-0.007909713709039545,-0.006198390354979544,-0.006071090454165534,0.0005197553712942603,0.0029666076031048916,0.02305799641608644,0.0050595304059527085,0.0028377289142106354,-0.015000116553637866,-0.012269480809145084,-0.007172442639841757,-0.007909713709039545,-0.01944192344898682,0.007897259320163386,0.0050970381693033265,0.004359767100105539
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,inner,1.0000001970743966,0.9999999329039777,0.001646104222922773,-0.0034656721678638243,0.0002572965294736773,-0.006085730210860751,-0.0025497042720980753,0.0035033146638102468,0.021601316970007417,0.0017380020381410916,-0.0034109062595734096,-0.013234285684377983,-0.00582843368138708,-0.0018195679449410501,-0.0034656721678638243,-0.007648001626328116,-0.001672904221432292,0.0040088657364460295,0.0023627615135232553
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,inner,1.000000215637392,1.0000000322157798,0.0025631738272298005,-0.00270325556509476,-0.0060770459042369385,-0.007167453081805731,-0.006295785823631951,0.0039461890634793495,0.031130249234381742,0.0033278270148542344,-0.003460706028142635,-0.015263376158645564,-0.013244498986042672,-0.00014008173786496034,-0.00270325556509476,-0.013384580723907621,-0.00013287901328840057,0.013104417248177711,0.01054124342094791
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,inner,1.0000000879415063,1.0000000981006825,0.004420860208099444,-0.008511635011504148,-0.01389391682043605,-0.005004840295357299,-0.008672980077433754,0.0061558535121022905,0.028369670937511346,0.0008388725154679331,0.011979769074584645,-0.015681643883858343,-0.01889875711579335,-0.004090774803404702,-0.008511635011504148,-0.02298953191919806,0.012818641590052526,0.014807982312388647,0.010387122104289201
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,outer,1.0000001708969875,1.0000001649896122,0.0024601515462420297,-0.004887437751205512,-0.016804639866164095,-0.0069578830932713635,-0.007720738893465261,-0.0030614713709659577,0.009165481389883037,0.009282756117386983,0.013346757425678146,0.005177018588507054,-0.023762522959435484,-0.002427286204963481,-0.004887437751205512,-0.026189809164398947,0.02262951354306514,0.021335236754472003,0.01887508520822997
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,outer,1.0000002444884588,1.0000002913021346,0.001537991283570489,-0.008071196988780047,-0.017819713256221115,-0.006229465727359288,-0.0025462202677138815,0.0014857661050213483,0.01733012933371106,0.012364013392237107,0.014059385411415548,-0.012110642472205502,-0.024049178983580388,-0.006533205705209556,-0.008071196988780047,-0.030582384688789988,0.02642339880365263,0.01751597327837083,0.01597798199480034
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,1.0000002365837772,1.0000001186015834,-0.0004958569917153967,-0.00881069554994847,-0.007157547848592877,-0.006171741376040239,0.0003113731475894964,0.0031238239245378937,0.023459128844726736,0.0072997695825209805,0.0061533222720512315,-0.017711693987323196,-0.013329289224633112,-0.00930655254166387,-0.00881069554994847,-0.022635841766296988,0.013453091854572219,0.004022736682969243,0.004518593674684641
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,1.0000002415937868,1.0000002081953492,0.0012957395158463454,-0.003599199041211102,8.434267804502404e-05,-0.006421374647269688,-0.0022180111208151615,0.00381953032315685,0.022239045734129534,0.0019113457990754049,-0.0032462983197646955,-0.013865154319630202,-0.006337031969224666,-0.0023034595253647577,-0.003599199041211102,-0.008640491494589397,-0.0013349525206892698,0.004033572443859908,0.0027378329280135635
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,1.0000001799150042,1.0000001973021182,0.0024420695110084403,-0.003252788645705219,-0.006362370473026929,-0.0075619775395640645,-0.0057110815671785106,0.0041069069847561555,0.03125431851868744,0.0036972628938501256,-0.0036023640589134542,-0.01500995823680018,-0.013924348012590994,-0.000810719134696776,-0.003252788645705219,-0.01473506714728777,9.489883493662976e-05,0.013113628877894218,0.010671559366885776
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,outer,1.0000002525044738,1.0000002560521284,0.004086818741079228,-0.009073358371901596,-0.013765053021130692,-0.005483743350795593,-0.008501584224504258,0.006987086848920189,0.028219959231395073,6.1272336646066294e-06,0.013218718109078598,-0.01569496764815101,-0.019248796371926287,-0.004986539630822368,-0.009073358371901596,-0.024235336002748655,0.013224845342743263,0.014262256741103919,0.01017543800002469
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,margin,1.0000012546094486,0.9999928416359252,0.16744556811250327,-0.02329200808813235,-0.4591903281460607,0.03239034683316501,-0.026011206356423358,0.040225549114303705,0.018644065684191607,-0.12100079849052829,-0.25238596184449225,0.6231663602079368,-0.4267999813128957,0.1441535600243709,-0.02329200808813235,-0.2826464212885248,-0.3733867603350205,0.5709535413372666,0.40350797322476334
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,margin,1.000003918138599,0.9999703967008335,0.13900966481700452,0.010919832482470894,0.195477783924079,0.01152072027287504,-0.05074945006596286,0.000136335493657867,-0.1346316338465539,-0.12757246608617623,-0.5304978180304657,0.4863535096013015,0.20699850419695404,0.1499294972994754,0.010919832482470894,0.3569280014964295,-0.6580702841166419,-0.057069006897478625,-0.19607867171448315
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,margin,1.0000032941884451,0.9999759617516135,0.10062589088557453,0.05839578253267961,0.2843889440351245,0.04533174143042433,0.008461424399267522,-0.03355356706127266,-0.10262420188032917,-0.21206116588867321,-0.47711066514965983,0.32811848426002443,0.3297206854655488,0.15902167341825413,0.05839578253267961,0.4887423588838028,-0.689171831038333,-0.17069901204729465,-0.27132490293286915
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,margin,0.9999975142630968,0.9999739643371228,0.047346002614383126,-0.0010668674709117167,0.23664413147550323,0.0758767816768613,-0.034796909512634526,-0.04157834835691595,-0.12606749707079268,-0.08442111293681724,-0.21461347928917476,0.14265374894453065,0.3125209131523645,0.0462791351434714,-0.0010668674709117167,0.3588000482958359,-0.299034592225992,-0.26624177800889315,-0.31358778062327625
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,margin,1.0000023683269266,0.9999844594225138,0.01857065744254991,0.035530268161323514,0.21580958318076326,0.08514714957920591,-0.048713273202366715,-0.017111028710758116,-0.03450831053810149,-0.06116810189319307,-0.3074284516842515,0.11385359876038764,0.30095673275996926,0.05410092560387343,0.035530268161323514,0.35505765836384273,-0.36859655357744453,-0.24685580715609584,-0.2654264645986457
deepseek-coder-1.3b,base_0001,base_0026,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,margin,0.9999901711077962,0.9999851983504171,0.021281418976907374,0.02223008016656251,0.12270361688577425,0.08782688526652985,-0.025789080374466245,-0.03734846884040511,0.038269602973873,-0.015249330433270175,-0.3087696952552679,0.09483999787636926,0.21053050215230412,0.043511499143469884,0.02223008016656251,0.25404200129577403,-0.324019025688538,-0.16701900300883424,-0.18830042198574162
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,inner,1.0000002123320288,1.0000000931458508,0.0019780188186134563,0.0029014664044522583,0.007440457035647885,-0.004624990983669461,-0.008968541726491079,0.0008342561453478794,-0.0020046706690348866,0.009105640610585984,-0.006473885273537372,-0.000187869548092523,0.0028154660519784103,0.004879485223065715,0.0029014664044522583,0.0076949512750441595,0.002631755337048569,0.0020640191710873043,8.600035247384799e-05
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,inner,1.0000001131581113,1.0000001763875859,-0.0023911530855633203,0.0029131890896767947,3.950948234321405e-05,-0.00032764640474396665,-0.005389587711431738,0.0024724249977282568,0.007622463514864876,0.010166168066477896,-0.00499281115570227,-0.010112493564175207,-0.0002881369224007613,0.0005220360041134735,0.0029131890896767947,0.00023389908171272955,0.005173356910775639,0.0008101729265142348,0.003201326012077556
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,inner,1.0000001887136305,1.0000002016195,-0.007159860817686397,0.0042876562307442405,-0.005629749132166684,0.004858112136674067,-0.01082715670375772,0.004491474792073303,0.012569456511166505,0.00913368182280317,-0.015246994765924948,0.003523392831943861,-0.000771636995492625,-0.002872204586942158,0.0042876562307442405,-0.003643841582434748,-0.006113312943121785,-0.002100567591449533,0.0050592932262368655
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,inner,1.000000216623629,1.000000106822963,-0.0075118238985241725,0.0005704772604826682,-0.005989454005469713,0.003240724054142343,-0.00972229854623264,0.004857028335001471,0.014793906482679905,0.011021919859242042,-0.013338440548251895,0.0020778512062641086,-0.0027487299513273833,-0.006941346638041503,0.0005704772604826682,-0.009690076589368879,-0.0023165206890098378,-0.004192616686714119,0.0033192072118100515
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,inner,1.0000003098126617,1.0000000583635393,-0.009550691075341428,0.0024686681669229826,-0.006628014920231733,0.00288530760207349,-0.010346851568301669,0.008036160876968903,0.013211849420525446,0.01016729517879901,-0.01236343033235987,0.0021194552018225232,-0.0037427073181582407,-0.007082022908418448,0.0024686681669229826,-0.010824730226576693,-0.002196135153560763,-0.0033393155902602077,0.006211375485081223
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,inner,1.0000002896392215,1.0000000775822402,-0.006273912128423589,0.009218314575981015,-0.00698356978385084,0.00394783071887164,-0.006247760405830413,0.004805070703671898,0.012675587756599868,0.010010928757289856,-0.019455731337264748,-0.0016969709140259581,-0.0030357390649792,0.0029444024475574274,0.009218314575981015,-9.133661742177085e-05,-0.00944480257997482,0.005980141512536627,0.012254053640960215
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,outer,1.000000063502637,0.9999999362525345,0.00292727124185844,0.003863533803445068,0.005867738224987928,-0.003251126897672465,-0.008898895261717457,2.734180942356914e-06,-0.0009403031557385366,0.009565241409934333,-0.007492393089429783,-0.0016439277067123448,0.0026166113273154434,0.006790805045303508,0.003863533803445068,0.009407416372618937,0.002072848320504528,0.0041741937179880645,0.0012469224761296246
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,outer,0.9999999880004373,1.0000001672035477,-0.0021664324552734624,0.0030831679174909126,-0.000893333676960345,0.0015746074952774163,-0.005316763406252277,0.002314479467865659,0.009747890851966201,0.009969403495873021,-0.006632859117044532,-0.011679981369832115,0.000681273818317063,0.0009167354622174467,0.0030831679174909126,0.0015980092805344959,0.0033365443788284654,0.0002354616439003837,0.0024018940991738496
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,1.000000036117496,1.0000002041818261,-0.0062540614194315815,0.0050030751564509104,-0.0063311190734526845,0.004843128346791347,-0.009687056579261822,0.0052202175805062265,0.01268502359857733,0.010358183162094317,-0.01835676311688672,0.002519540408942811,-0.0014879907266613368,-0.001250986262980671,0.0050030751564509104,-0.0027389769896419836,-0.007998579954792417,0.00023700446368066577,0.006491065883112247
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,1.0000000895808947,1.000000215815442,-0.005478805255159933,-0.00010211431484968836,-0.006904629445391192,0.002981657163333272,-0.008763636437919785,0.0048525809654730925,0.015424546509634457,0.011535017600302287,-0.014304297722952553,0.0007598071720771871,-0.003922972282057902,-0.0055809195700096195,-0.00010211431484968836,-0.009503891852067514,-0.002769280122650264,-0.001657947287951718,0.0038208579672082132
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,0.9999999909706261,1.0000001348549736,-0.007460352322836853,0.002518090514167997,-0.007113320683447916,0.002111731455921944,-0.010031731205376955,0.008201251570076241,0.01375341700424941,0.01075532235286388,-0.011895769991526861,-0.0008384948097434064,-0.005001589227525971,-0.0049422618086688574,0.002518090514167997,-0.009943851036194815,-0.0011404476386629447,5.932741885711357e-05,0.007519679741693968
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,outer,0.9999999645656474,1.0000001804397534,-0.005268870401252814,0.009115622133049023,-0.007259030982952714,0.003616065268815155,-0.005691978989369824,0.0054780212316062485,0.012675474241596735,0.010846815963934987,-0.019578952326102073,-0.003932950265218782,-0.0036429657141375587,0.0038467517317962094,0.009115622133049023,0.0002037860176586498,-0.008732136362167076,0.007489717445933768,0.012758587847186583
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,margin,1.000008776810858,1.0000230950596136,0.10735002114635098,-0.36528634982712915,-0.11117058332172428,-0.38347146005954263,0.07296445307515148,0.14432414213160183,0.0793166252002466,-0.024646687526960573,-0.054909723640348906,0.5355438810711246,-0.49464204338126694,-0.25793632868077815,-0.36528634982712915,-0.7525783720620451,-0.0795564111673095,0.2367057147004888,0.12935569355413779
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,margin,1.0000073154333933,1.0000015228468095,0.1808201646072593,-0.1677307990084333,0.47169179573429354,-0.35083729995774665,0.09903328451828142,0.015348034089211073,-0.35464150249396376,0.03594209335024524,-0.6586616152235172,0.7290300517978049,0.12085449577654689,0.013089365598825994,-0.1677307990084333,0.13394386137537279,-0.6227195218732718,-0.1077651301777209,-0.2885852947849802
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,margin,1.0000089699519736,0.9999998259603653,-0.0009637351122643856,-0.14237892224753546,0.6016716693163694,0.02340879537870756,-0.09280531549909146,-0.1334547696608258,-0.16866105192791642,-0.09695235394934668,-0.48653180524942685,0.49665834495971695,0.6250804646950769,-0.14334265735979984,-0.14237892224753546,0.48173780733527705,-0.5834841591987736,-0.7684231220548767,-0.7674593869426124
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,margin,1.0000075273758557,0.9999841275852543,-0.14424599482962358,0.033722675396762165,0.6418088036871354,0.089857935294225,-0.12194378175817425,-0.048093951082515775,-0.2514115084327368,-0.08964595894282143,-0.5241761233542968,0.41410450423144396,0.7316667389813604,-0.11052331943286141,0.033722675396762165,0.6211434195484989,-0.6138220822971182,-0.8421900584142218,-0.6979440635845982
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,margin,1.000018657773579,0.9999888440593727,-0.12470279515406688,-0.05522308945740122,0.5275139263619355,0.15531712621769825,-0.013990027964262703,-0.04180991125764425,-0.14588793360917085,-0.018821328338168825,-0.9787002475419526,0.6962744670288517,0.6828310525796337,-0.17992588461146808,-0.05522308945740122,0.5029051679681656,-0.9975215758801215,-0.8627569371911018,-0.7380541420370349
deepseek-coder-1.3b,base_0002,base_0115,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,margin,1.0000189961978343,0.9999849977834314,0.0009595485285106009,-0.04894653654859936,0.3840847079049625,0.11443366755099574,-0.019217264091541696,-0.050325988258133274,0.02491826062132159,-0.14586753193883598,-0.8278396068748577,0.5677667446917534,0.49851837545595823,-0.04798698802008876,-0.04894653654859936,0.45053138743586946,-0.9737071388136938,-0.546505363476047,-0.5474649120045576
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,inner,1.0000003323515732,1.0000001660376565,0.005546610511875466,-0.0025459796265098903,-0.015145701127723898,-0.016913839862991404,-0.010653961410189032,0.002016962513360358,0.04287628320742456,0.0006882079633162737,-0.02714268549213955,0.021273937009660404,-0.032059540990715285,0.003000630885365575,-0.0025459796265098903,-0.029058910105349667,-0.02645447752882324,0.03506017187608086,0.029513561364205396
deepseek-coder-1.3b,base_0003,base_0046,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,inner,1.0000001479332101,0.9999999489623569,0.0029032476650540026,-0.004639930852423403,-0.016991869689278072,-0.010308370631856995,-0.014014519015077984,0.007036302961330445,0.052085464147096014,0.0032606737819275596,-0.027582506985434962,0.00825130964781029,-0.027300240321135066,-0.0017366831873694005,-0.004639930852423403,-0.029036923508504453,-0.024321833203507393,0.025563557133765666,0.022660309468711663
