model,layer,site,pole,rank_within_pole,token_id,token,loading,overlap_with_same_label_direction
deepseek-coder-1.3b,-1,sink_arg,safe_higher,19,9393,lets,-0.019999167974080884,0.0
deepseek-coder-1.3b,-1,sink_arg,safe_higher,20,18355,wed,-0.019927950492215418,0.0
deepseek-coder-1.3b,-1,sink_arg,safe_higher,21,26454,--_,-0.019897722503034388,0.0
deepseek-coder-1.3b,-1,sink_arg,safe_higher,22,23591,coles,-0.019830745651311536,0.0
deepseek-coder-1.3b,-1,sink_arg,safe_higher,23,27129,leys,-0.01980807696348325,0.0
deepseek-coder-1.3b,-1,sink_arg,safe_higher,24,21021,fortunate,-0.019793504183928987,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,0,9294, brain,0.022662732835373983,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,1,24511,alling,0.022479508685267005,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,2,26303, foc,0.021383405742650127,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,3,5100,eix,0.021196088517185196,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,4,30518,FN,0.020738256315672218,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,5,8853, Key,0.020667877147844106,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,6,22760,yme,0.02057043032955355,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,7,9356,币,0.020142613423355517,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,8,511, per,0.01979109853141018,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,9,21592,xid,0.019727288606692116,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,10,12020, Mas,0.019624684319276067,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,11,24921,adir,0.019499224315260896,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,12,22578,Registry,0.0192617229286311,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,13,7552,Instance,0.019192169326574873,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,14,10716, Carol,0.0190625169402865,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,15,15609,Bit,0.01893889540027715,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,16,23597, JS,0.0188812036310182,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,17,15249, burning,0.018630967681697693,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,18,28161,坑,0.018619341689805093,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,19,4502,erra,0.018576090376022647,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,20,11309, SD,0.018527784320864316,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,21,12820, Bit,0.018441109218970724,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,22,6722,钟,0.018374648188911102,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,23,3387,rain,0.01831472544123675,0.0
deepseek-coder-1.3b,0,last_token,unsafe_higher,24,5391,raint,0.018114471079067974,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,0,11400, juny,-0.026211492452817002,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,1,30328,django,-0.024024564270857685,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,2,13445,"""../../../../../../",-0.023133320539960534,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,3,12793,upon,-0.022239343903608676,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,4,21929, Carles,-0.02210803065775919,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,5,11465,rw,-0.02207374583058904,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,6,19578, Penns,-0.021780709015498372,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,7,12462,groupId,-0.021002954833800547,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,8,27446, accret,-0.020454040060965035,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,9,19082, Lemmon,-0.02001546655175773,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,10,28261, Miquel,-0.020011099182425798,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,11,2779,ubuntu,-0.019936818965715145,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,12,27533,博物馆,-0.019908671911534066,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,13,31188,ASS,-0.019795830358766763,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,14,18066, unes,-0.01964616356630777,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,15,13515,��,-0.019598281830023767,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,16,9017,icans,-0.019169155261660995,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,17,15686,rb,-0.019121163160012458,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,18,6936,Rem,-0.019098428510420692,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,19,29824,scheme,-0.01906168537906802,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,20,25522,geometry,-0.01898524414364796,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,21,27927,lef,-0.018914546177183373,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,22,5810,deb,-0.01880159041306953,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,23,16425,vint,-0.018767132654157356,0.0
deepseek-coder-1.3b,0,last_token,safe_higher,24,25711,iphone,-0.018751821218247616,0.0
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,0,13059, administration,0.023283989441228826,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,1,15965,ssia,0.022933719155466496,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,2,4502,erra,0.021695436730286184,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,3,19975, blessed,0.02161427579926376,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,4,31766, perc,0.0204473628424589,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,5,12531,{(\,0.020407982276460145,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,6,20045,^+$,0.019959915545413827,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,7,15071,)_{,0.01995838342678326,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,8,27905,autore,0.019650819282659684,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,9,12044,ih,0.01949878612531941,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,10,27582, figura,0.019476315905034288,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,11,17724,明白,0.0193202136581531,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,12,22567,雕,0.019111201596393644,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,13,15789, Йо,0.019098250780372788,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,14,21931,稀,0.019006933580705994,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,15,24311,serial,0.01896501550776554,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,16,20173,adium,0.018788440458472312,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,17,24270, Orleans,0.018703041409373695,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,18,14419,astern,0.018656880441403435,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,19,4605,valid,0.018578978066253245,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,20,29652, teaches,0.018066686459022756,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,21,4963,avy,0.017923179828889475,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,22,10168,xture,0.01784917343385847,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,23,9496,spe,0.017793485820948928,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,unsafe_higher,24,20468, Administration,0.01773162083517175,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,0,27129,leys,-0.025024102798370477,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,1,25668,ongs,-0.024705425985437773,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,2,18369,enders,-0.0245176192204741,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,3,5810,deb,-0.023615086204976047,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,4,23791,мб,-0.023568803781035815,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,5,7295,rome,-0.023470371538276975,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,6,1457,ness,-0.02330053838776254,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,7,9252,eness,-0.022131033906471063,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,8,2779,ubuntu,-0.02179350577201086,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,9,22462,ус,-0.021184909268711603,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,10,1558,iness,-0.021040965992534962,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,11,592,ong,-0.020903865918187436,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,12,30007, scanning,-0.020862056908913146,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,13,23743,ности,-0.02082629802096158,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,14,25766,eyes,-0.020640223767673174,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,15,23264,abad,-0.02048390722274565,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,16,14461,eding,-0.02036021337797935,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,17,10979,essions,-0.02031202087999773,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,18,7164,uest,-0.020258818313907245,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,19,8859,inese,-0.02018938347207276,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,20,15047,})},-0.019824371254991504,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,21,21953,maven,-0.019475265069871718,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,22,31572,STEM,-0.01947164339018433,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,23,28407,century,-0.019432204346996412,0.02040816326530612
deepseek-coder-1.3b,0,sink_arg,safe_higher,24,10211,esp,-0.019429748513968257,0.02040816326530612
deepseek-coder-1.3b,3,last_token,unsafe_higher,0,28857,日内,0.024372324964569436,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,1,26221,*_,0.023999569692210343,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,2,4927, sequ,0.023817949290833067,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,3,3992,sequ,0.02350576535998054,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,4,1632, term,0.02329405010770636,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,5,4407,efore,0.022881623356596586,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,6,15673,ifice,0.022684079446431624,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,7,31703,pathetic,0.02228257740759055,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,8,31053,ixa,0.022018264855966127,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,9,10433, Term,0.021588813578081355,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,10,5598, steps,0.021529086435862477,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,11,14294, Ray,0.02147396674450874,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,12,10981,brer,0.021080599718872127,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,13,25460,abi,0.020118713564631647,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,14,3757, terms,0.020066625678292958,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,15,14554,alous,0.01977551201507247,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,16,3443, step,0.019461093528877985,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,17,25555, saddle,0.01945734316444402,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,18,25851,RAY,0.0194395873570311,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,19,7683,term,0.019366963834285877,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,20,21441, Snow,0.01925896735323961,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,21,7378, ren,0.019125195659742564,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,22,21417,forced,0.019064234036379666,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,23,17695,gered,0.019041323148673198,0.005025125628140704
deepseek-coder-1.3b,3,last_token,unsafe_higher,24,25348, ray,0.018940418723983665,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,0,12944,вро,-0.023496964584195913,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,1,19508,natural,-0.0219180208097832,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,2,10118, understood,-0.02163310876232222,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,3,1629,ava,-0.021118690955522018,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,4,465,ity,-0.020990852922893,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,5,9370,CM,-0.020972540951238523,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,6,19667,uh,-0.02096146613224958,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,7,4769,iam,-0.020655773307451695,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,8,30661,vdots,-0.020432231787080535,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,9,13677,also,-0.02021035681013431,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,10,806,nc,-0.019844770103665275,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,11,10843,ITY,-0.019660399527440496,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,12,13647,Her,-0.019636875215547533,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,13,250,er,-0.019592536795459182,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,14,10696,try,-0.019450431256432803,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,15,11636,uta,-0.019443088072543472,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,16,31341,owl,-0.01936852059780579,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,17,13233,}&,-0.019064921208524307,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,18,20481, wound,-0.018956423257023257,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,19,14037,NC,-0.018897870359387163,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,20,24184,UA,-0.01884513411318758,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,21,26358,Os,-0.0188252382205795,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,22,18729,веде,-0.01882218620415277,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,23,21881, ink,-0.01860693155156615,0.005025125628140704
deepseek-coder-1.3b,3,last_token,safe_higher,24,21543, humanity,-0.018503152081562755,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,0,19082, Lemmon,0.025929260350701398,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,1,26146,arcelon,0.025207285135922953,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,2,27391,ernels,0.022919126223348376,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,3,2932,refore,0.0210675329229083,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,4,2641,头,0.020752372704068035,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,5,28965, Girona,0.02025515748124946,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,6,31916,iats,0.020210201491999993,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,7,1754,ior,0.02003218688754797,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,8,15255,odi,0.019933512551183107,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,9,17141,BER,0.01978491227849432,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,10,27048,prises,0.019664456365481073,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,11,18614, gym,0.019651120874841173,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,12,28188, Mallorca,0.01956521869791551,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,13,24280, Philipp,0.01945034425665453,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,14,31886,quina,0.019248676376317466,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,15,1907, head,0.018997649338518576,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,16,12284, riu,0.018988994311918472,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,17,21035,rand,0.01895760917874615,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,18,21457,hedral,0.01884009279171376,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,19,27246,estructura,0.018577758399622467,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,20,1177,ution,0.018528189753162172,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,21,23312,nom,0.01842132873483667,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,22,5677,aquest,0.01839485265947297,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,23,18672,jet,0.018314352115726802,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,unsafe_higher,24,17687, Jr,0.01828475671183206,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,safe_higher,0,30954,strict,-0.020965089632143743,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,safe_higher,1,25478, Ald,-0.02053929387707415,0.005025125628140704
deepseek-coder-1.3b,3,sink_arg,safe_higher,2,1200, ,-0.02019998343009286,0.005025125628140704
