model,split,lens,layer,site,token_id,token,mean_delta_z,rank,sign_consistency,is_concept_unsafe,is_concept_safe,is_random_control,n_pairs
deepseek-coder-6.7b,train,clens,-1,sink_arg,16226,clean,0.03001196770465216,6,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,7125, variables,-0.03162446944870736,193,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,25410,破坏,-0.017999986467326375,180,0.09523809523809523,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,25981, alleged,-0.006554783912252273,133,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,15617, Dick,-0.005032546993676919,125,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,19163, Package,0.005155267061011749,58,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,335,ation,0.015639262264242275,25,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,4286,喜,-0.005850018360216805,130,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,12218,itan,0.009362107483748886,42,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,3879, resist,-0.006866408973156518,135,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,8117, plus,-0.023565960837734445,185,0.08928571428571429,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,18293,iah,0.016025555550319044,23,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,4723,rupt,0.013458341142454871,30,0.1488095238095238,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,27739, tablets,-0.022099445118465608,183,0.08928571428571429,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,5183, prep,-0.012497307602549777,160,0.10119047619047619,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,31924,Break,0.004948599095912914,61,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,27007, injection,-0.025063624541079736,187,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,15051, Holy,0.0013481245694636002,82,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,28209, liber,-0.0012963732768234274,107,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,12531,{(\,-0.008807362705078989,146,0.08333333333333333,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,26762, cited,0.0046332824373777415,64,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,31853,jected,-0.002774740715329764,113,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,31609,ollo,0.0024105727767178473,78,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,26280, strap,-0.001077601295524116,106,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,5491, wide,-0.00971340805763856,153,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,3610,育,-0.00952174406317478,150,0.10119047619047619,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,26165, indication,-0.003285570673556788,118,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,737,�,-9.857144075524514e-05,94,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,17739,DER,0.031122123074754243,5,0.16071428571428573,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,7934,ette,0.006316282344511206,54,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,15148,shape,0.02212620464288883,12,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,513,ind,0.010737244035740643,38,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,4417, assum,-0.006123950224651445,131,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,18710, две,-0.015169760560256797,171,0.10119047619047619,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,12325,Deb,0.01888160361939581,20,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,9892,via,0.011910539278560742,35,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,27810, bapt,-0.011741918244451987,159,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,392,th,0.024353679373658076,10,0.1488095238095238,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,18615, assass,0.008858965980694852,43,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,24895,within,0.0005240803280725574,90,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,27657,makers,0.00436293032732178,69,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,9351,break,7.360833250360812e-05,91,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,19155, hierarch,-0.014709859139908838,168,0.08928571428571429,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,122,�,0.013175186700289866,31,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,4240, decl,-0.0003807104259233373,99,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,25096, Bapt,-0.008186046669261005,140,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,26982,whose,0.007970873511218942,47,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,6504,ributes,-0.0007654768893109546,103,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,15630,ikes,0.003058637766491136,72,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,19352, locals,-0.026846065298503016,190,0.10119047619047619,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,8330,ses,0.016539628008327627,21,0.1488095238095238,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,27401,抚,0.0018249484948742866,79,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,1780,inu,0.005224912147922172,56,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,28098, stating,-0.00577457442975572,128,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,4378,annel,0.011162220025914464,36,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,9403, lif,0.004868021041275344,62,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,11294, WHERE,-0.008221484247789417,141,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,12328,隔,-0.006764641262280582,134,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,661,�,0.012025544013533809,34,0.15476190476190477,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,12235,_{(,-0.024742452973376367,186,0.08333333333333333,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,22121, Nat,-0.00843588165628412,144,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,23873, Lap,0.007954853089776828,48,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,16969, breaks,-0.025940095401228665,188,0.08333333333333333,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,8528, +=,-0.009198743489258426,148,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,23436,?.,0.01415006813410262,28,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,9964, mel,-0.013723210496628283,166,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,22503, clone,0.0008908446527522653,87,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,3392,ство,-0.008912962107149442,147,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,12302, cosa,0.004264259523035295,70,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,18117,covery,0.012618913847455102,33,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,16115,mg,0.023633945698187792,11,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,26972, Carn,-0.001068359951375866,105,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,18270, isolated,-0.007669500653621214,138,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,24814,nol,0.027529732701184792,8,0.15476190476190477,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,7348,�,-0.0024944562392946244,111,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,14144,xiety,0.004959497364313558,60,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,27210, perspect,-0.013207657338435935,163,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,6584, Air,0.0016754130441566247,80,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,1064, where,-0.018997388887423222,181,0.10119047619047619,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,23911, landed,-0.01700366860521277,177,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,19096, sí,-0.01764054692313924,179,0.09523809523809523,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,12757, yours,0.007790694156813251,49,0.15476190476190477,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,21007, landing,-0.0030437684848135436,116,0.10119047619047619,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,15694,andra,0.013921388724593683,29,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,17561,椒,-0.00022796191940129476,97,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,11238, tou,-0.02844591692401729,192,0.08928571428571429,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,25151,inus,0.004662806967558295,63,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,25396,arguments,-0.00654681791118765,132,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,29110, persist,-0.011372465249453666,156,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,1332,得,-0.0007642175137081595,102,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,18369,enders,0.0027014352027540573,75,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,2763,{(,-0.013513149325635859,164,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,1424,tain,0.006914482404560099,52,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,30979, Ivan,0.006019703011388067,55,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,8317,hens,-0.02604226562841882,189,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,27814,amo,-0.0034691595325359987,120,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,23875,akh,0.03872972023251358,2,0.1488095238095238,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,9743, practical,-0.017043035804154304,178,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,20003, compliment,0.008292262945049941,46,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,8566,gers,0.02141479181336284,15,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,6213, > ,0.0005368442053088532,89,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,20632, Salv,-0.00945018703169891,149,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,30258,renc,0.02210650296907828,13,0.15476190476190477,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,15801,closure,-0.0046336264871172,123,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,25234, [_,-0.02121361524147567,182,0.09523809523809523,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,5203, Miss,-0.004458389876030154,122,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,4103,uns,0.02207662394671976,14,0.14285714285714285,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,22545,Pers,0.028828636925751654,7,0.13690476190476192,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,2185, Mr,-0.005518394809905088,127,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,19619,apor,-0.008433830474817642,143,0.10119047619047619,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,28679,patient,0.011000311948713957,37,0.17261904761904762,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,14374,material,0.019147235313114668,18,0.15476190476190477,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,21200, stabil,-0.013591849465621388,165,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,1207,ward,-0.008281244276558323,142,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,26620,jections,-0.009683390668901724,152,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,11429, Са,5.9251706957389696e-05,92,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,25544,alus,-0.00755581303810511,137,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,9302,AGE,0.0417147233458621,0,0.17261904761904762,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,21872,浅,-0.01133931174053393,154,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,29008,жни,-0.0007523876727961943,101,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,1029,ause,-0.0001065833180906795,95,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,22078, Mos,-0.007921564777232618,139,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,16411,Pop,0.0012668636359110953,86,0.13095238095238096,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,12396,utch,-0.015646735341994223,172,0.09523809523809523,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,1174,�,0.01002930664826693,39,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,9572,MI,0.0024803539826375918,77,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,14150,atern,-0.00880215110582667,145,0.125,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,13082,wedge,-0.0028037301761972243,115,0.11904761904761904,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,23824,也不会,-0.0023744272292040573,110,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,4247,ynam,-0.011522309982101738,157,0.10714285714285714,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,27912,后面,-0.002653978210694506,112,0.1130952380952381,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,2878,La,0.041107085837273495,1,0.13095238095238096,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,24964, threats,-0.0015493287652998764,108,0.11904761904761904,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,21113,旋,-0.027044609631784858,191,0.10119047619047619,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,14156, fits,-0.0038339641654310226,121,0.13095238095238096,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,13967, mile,-0.00958003304168062,151,0.10119047619047619,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,27694,blob,0.027487173494204382,9,0.1488095238095238,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,2772,rip,0.016256568757863677,22,0.14285714285714285,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,22494,一线,0.0012683956789992447,85,0.125,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,6498,Line,0.03302558609563498,4,0.1488095238095238,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,3037,报,-0.01569339701384605,173,0.08333333333333333,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,16982, clicking,-0.013106217874614613,162,0.11904761904761904,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,31469,原料,-0.0034516766331553522,119,0.11904761904761904,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,23732,annah,-0.002071311285605187,109,0.1130952380952381,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,24551,Ге,0.003569644095887705,71,0.13095238095238096,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,23142,江苏,-0.03394843242105004,194,0.08928571428571429,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,25355, diabetes,0.00999559226416165,40,0.10714285714285714,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,16554,爱的,-0.023009048329945048,184,0.1130952380952381,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,4132,ken,0.008522569335845545,45,0.13690476190476192,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,27086,atisf,0.007051170681481057,50,0.1130952380952381,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,14527,泽,-0.0032780302055217298,117,0.13095238095238096,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,16139,肿,0.004532701129461874,66,0.11904761904761904,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,11960, apro,-0.013999011980883772,167,0.10119047619047619,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,5888,pected,-0.0003517677702907923,98,0.125,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,29893, accessing,0.004393156844381222,68,0.13095238095238096,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,25210, assumes,-0.0027804490211028945,114,0.10714285714285714,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,20768,alias,0.020838895157636365,16,0.14285714285714285,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,12980,liament,0.014383588499657587,27,0.13095238095238096,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,26538,Hen,0.01482356154641709,26,0.13095238095238096,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,17593,cccc,0.001333004924890945,84,0.125,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,14302,UST,0.00994829525963943,41,0.125,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,14530,辛,0.0006816626692485047,88,0.13095238095238096,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,sink_arg,7329,ercial,1.2413488725120697e-05,93,0.1130952380952381,0,0,1,168
deepseek-coder-6.7b,train,clens,-1,last_token,24281, vulnerable,0.0,0,0.0,1,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,5723, safe,0.0,1,0.0,0,1,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,18532, trusted,0.0,2,0.0,0,1,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,3910, clean,0.0,3,0.0,0,1,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,5482, followed,0.0,4,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,14513,osity,0.0,5,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,20865,mart,0.0,6,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,13549, complement,0.0,7,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,30969,Clean,0.0,8,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,13987,刀,0.0,9,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,2420,ait,0.0,10,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,22280,umble,0.0,11,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,25633, SF,0.0,12,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,26082,tbl,0.0,13,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,15390,God,0.0,14,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,2803,ista,0.0,15,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,26003,hur,0.0,16,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,20651, accompany,0.0,17,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,28322,ahn,0.0,18,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,25269,shaped,0.0,19,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,13289,plus,0.0,20,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,5628,eff,0.0,21,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,11069,ulo,0.0,22,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,29773,>= ,0.0,23,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,25142, caut,0.0,24,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,10088, recovery,0.0,25,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,6010,sem,0.0,26,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,10205,ki,0.0,27,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,8109,精神,0.0,28,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,5781,aby,0.0,29,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,4880,pty,0.0,30,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,29982,War,0.0,31,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,30534, tuple,0.0,32,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,16226,clean,0.0,33,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,7125, variables,0.0,34,0.0,0,0,0,168
deepseek-coder-6.7b,train,clens,-1,last_token,25410,破坏,0.0,35,0.0,0,0,0,168
